Company name,Company Url,Lohnfertigung(True/False),Produkte_1,Produkte_2,Produkte_3,Maschinen_1,Maschinen_2,Maschinen_3,Prozess_1,Prozess_2,Prozess_3
Jörg Vogelsang GmbH & Co. KG,https://www.m-v-group.com,False,Spannstifte,Spannbuchsen,Spiralspannstifte,,,,Roll-Biege-Verfahren,Walzprozesse,Roll-Biege-Verfahren
Adient Metal Forming Technologies GmbH,https://www.adient.com,False,Sitze,Komponenten,Systeme,CNCs,Pressen,Schweißgeräte,Fertigung,Ingenieurwesen,Design
Bergmann Automotive GmbH,https://www.bergmann-automotive.de,False,Rillenbuchsen,Strukturbuchsen,Einpressbuchsen,Transfermaschinen,Fertigungszellen,Gießkarusselle,Gießens,Bearbeitungen,Qualitätsmanagements
Gestamp Griwe Westerburg GmbH,https://www.griwe.de/de/,False,,,,,,,,,
Hör Technologie GmbH,https://www.hoer-technologie.de,True,Präzisionsteile,Prototypen,Lösungen,Fräsmaschinen,Erodiermaschinen,Schleifmaschinen,Entwicklungen,Konstruktionen,Fertigungen
ETM Engineering,https://www.etm-international.de,False,Bauteile,Systeme,Motorbeatmungsteile,Spritzgießmaschinen,Extruder,Blastechnikmaschinen,Spritzgießverfahren,Extrudieren,Blasformen
FEW Fahrzeugelektrik Werk GmbH & Co. KG,https://few-group.com/de/,False,Lötanschlüsse,Lötgeräte,Stanzteile,Lötmaschinen,Stanzmaschinen,Prüfmaschinen,Löten,Stanzen,Prüfen
Oetiker Deutschland GmbH,https://www.oetiker.com,False,Klemmen,Ringe,Riemen,,,,,,
DMB Metallverarbeitung GmbH,https://dmb-metallverarbeitung.de,True,Baugruppen,Metallformteile,Sicherheitsteile,Schweißroboter,Buckelschweißmaschinen,Rundtische,Schweißprozesse,Konstruktionen,Werkzeugbauten
EMS Elektromechanische,https://www.ems-sensor.de,False,Mikroschalter,Sicherheitsschalter,Sensoren & Baugruppen,,,,,,
Martin Stanz- und Umformtechnik GmbH,https://www.martin-metall.de,True,Stanz- und Umformteile,Karosserie- und Strukturteile,Baugruppen,Pressen,Schweiß- und Fügeanlagen,,Stanzen,Umformen,Schweißen
Gebr. Binder GmbH Metallwarenfabrik,https://www.gebr-binder.de,True,Umformteile,Baugruppen,Laserteile,Pressen,Lasermaschinen,Stanzmaschinen,Umformtechniken,Blechbearbeitungen,Laserschneiden
RUPF ATG Casting GmbH,http://www.rupf-atg.de,False,Komponenten,Module,Druckgussprodukte,Druckgussmaschinen,Bearbeitungsmaschinen,Montagemaschinen,Gießens,Bearbeitungen,Montagen
BAP Boysen Abgassysteme Plauen GmbH Co. & KG,https://www.boysen-online.de,False,Abgasanlagen,Batteriegehäuse,Wasserstoff-Tanksysteme,Fräsmaschinen,Laserschneidmaschinen,Montagemaschinen,Fräsen,Laserschneiden,Montagen
Grüner Systemtechnik GmbH & Co. KG,https://gruener-systemtechnik.de,True,Automobilteile,Aluminiumgussteile,Magnesiumgussteile,Bearbeitungszentren,Werkzeugmaschinen,Montageanlagen,Fräsen,Montierungen,Bearbeitungen
SKF ECONOMOS Deutschland GmbH,https://dichtungen-stuttgart.com,True,Dichtungen,Hydraulikzylinder,Bauteile,CNC-Maschinen,Wasserstrahlschneidemaschinen,Spritzgießmaschinen,CNC-Drehen,Wasserstrahlschneiden,Spritzgießen
Bharat Forge Aluminiumtechnik GmbH,https://www.bf-at.de/de/,False,,,,,,,,,
Melexis GmbH,https://www.melexis.com,False,Sensor-ICs,Driver-ICs,Transceiver-ICs,,,,,,
Ortrander Eisenhütte GmbH,https://www.ortrander.de,False,Einlaufroste,Gussteile,Automotive-Komponenten,Schmelzöfen,Kräne,Gabelstapler,Gießens,Montagen,Oberflächenbehandlungen
August Storm GmbH & Co. KG,https://www.a-storm.com,False,Motoren,Komponenten,Ersatzteile,Mechanische Bearbeitungen,Kompressorsysteme,Motorersatzteile,Mechanische Bearbeitungen,Kompressorsysteme,Motorersatzteile
Eissmann Automotive Deutschland GmbH,https://www.eissmann.com,False,Verkleidungssysteme,Bedienmodule,Interieur-Module,,,,,,
Bäringhaus & Hunger GmbH,https://www.baeringhaus-hunger.de,False,Drehteile,Grobzerspanungsteile,Aluminiumfrästeile,Fräsmaschinen,Drehmaschinen,Schleifmaschinen,Fräsen,Drehen,Schleifen
Federal-Mogul Bremsbelag GmbH,https://www.drivparts.com,False,Automobilteile,Ersatzteile,Originalteile,,,,,,
ETO MAGNETIC GmbH,https://www.etogruppe.com,False,Antriebskomponenten,Sensoren,Elektroniken,,,,,,
C+M Utescheny Spritzgießtechnik GmbH,http://www.utescheny.de,False,Werkzeuge,Formen,Kunststoffteile,Spritzgießmaschinen,Werkzeugmaschinen,Montagemaschinen,Spritzgießens,Montagen,Qualitätsmanagements
Minda Schenk Plastic Solutions GmbH,http://www.schenk-ps.de,False,,,,,,,,,
BFG Feinguss GmbH,http://www.bfg-feinguss.de,True,Feingussteile,Edelstahlgussteile,Prototyping-Lösungen,Gießmaschinen,Bearbeitungsmaschinen,Schleifmaschinen,Gießens,Fertigbearbeitungen,Oberflächenbehandlungen
XBond GmbH & Co. KG,https://raeckers.de,False,,,,,,,,,
RSG Elotech Elektronische Baugruppen GmbH,https://www.rsg-elotech.de,True,Baugruppen,Geräte,Dienstleistungen,Bestückungsmaschinen,Montagemaschinen,Konfektionierungsmaschinen,Bestückungen,Montagen,Konfektionierungen
Sika Automotive Frankfurt-Worms GmbH,https://www.sika.com,False,Klebstoffe,Dichtstoffe,Bauchemikalien,,,,,,
Brembo SGL Carbon Ceramic Brakes GmbH,https://www.carbonceramicbrakes.com/de/,False,Bremsen,Bremsscheiben,Bremsbeläge,,,,,,
Ravensberger Schmierstoffvertrieb GmbH,https://www.ravenol.de,False,Motorenöle,Getriebeöle,Hydrauliköle,,,,,,
AET - Auto-Ersatzteile-Großhandel GmbH,https://www.aet-auto.de,False,Autoersatzteile,Akkus,Batterien,,,,,,
helag-electronic GmbH,https://www.helag-electronic.de,False,Schalter,Sensoren,Steuergeräte,Spritzgießmaschinen,Montageanlagen,Prüfgeräte,Spritzgüsse,Montagen,Endmontagen
JOPP Holding GmbH,https://www.jopp.com,False,Mechatronik,Innenlösungen,Schmierstoffsysteme,Drehmaschinen,Sinterpressen,Spritzgießmaschinen,Drehen,Sintern,Spritzgießen
BIA Kunststoff- und Galvanotechnik GmbH & Co. KG,https://www.bia-group.com,False,Bauteile,Oberflächen,Beschichtungen,Spritzgussmaschinen,Galvanotechnik-Anlagen,Lasermaschinen,Spritzgießens,Galvanisierens,Laserschneidens
KW automotive GmbH,https://www.kwsuspensions.de,False,Gewindefahrwerke,Rennsportfahrwerke,Höhenverstellbare Federsätze,,,,,,
Musashi Bad Sobernheim GmbH & Co. KG,https://www.boc.de.musashi-group.com,False,Zwischenwellen,Zwischenräder,Parksperrenräder,Radial-Ringwalzen,Matrix-Ringwalzen,Axial-Gesenkwalzen,Wärmebehandlungen,Warmumformungen,Transferschmiedepressen
Sonplas GmbH,https://www.sonplas.de,False,Montageanlagen,Prüfanlagen,Sondermaschinen,Laseranlagen,Montagelinien,Prüfstände,Laserschweißens,Kupferschweißens,Pressen
Trucktec Automotive GmbH,https://www.trucktec.de,False,Ersatzteile,Zubehör,Automobilteile,,,,,,
Diewe Wheels GmbH,https://www.diewe-wheels.de,False,Leichtmetallfelgen,Alukompletträder,Alufelgen,,,,,,
Alutrim Europe GmbH,http://www.alutrim.de,False,dekorativen Aluminiumoberflächen,Metallverkleidungen,hochwertige Innenräume,,,,Schnitte,Laserschneidungen,Wasserstrahlschneidungen
COEXAL GmbH,https://coexal.de,False,Fließpressteile,Tiefziehteile,Stanzteile,Kniehebelpressen,hydraulische Pressen,Stufenpressen,Fließpressen,Tiefziehverfahren,Stanzen
Umformtechnik Crimmitschau GmbH,http://www.utc-metall.de,False,Komponenten,Motorgehäuse,Rotor- und Statorbleche,Stanzautomaten,CNC-Biegen,Laserbeschnitte,Stanzen,Biegen,Laserschneiden
Guardian Flachglas GmbH,https://www.guardianglass.com/us/,False,Brillen,Glasbeschichtungen,Glaslösungen,,,,,,
Guardian Glass,https://www.guardianglass.com/eu/ro,False,Brillen,Glasbeschichtungen,Glaslösungen,,,,,,
Kunststoff Helmbrechts AG,https://www.kh.de,False,Automotive: Automobilindustrie,Medical: Medizin,Industry: Industrien,Spritzgießverfahren,Oberflächentechnologien,Montagen,Spritzgießverfahren,Oberflächenbehandlungen,Montagen
Sonnplast Solutions GmbH,https://sonnplast.de,False,Kunststoffteile,Baugruppen,Mehrkomponenten-Funktionsteile,Spritzgussmaschinen,2-K-Spritzgussmaschinen,3K-Spritzgussmaschinen,Spritzgießens,Just-In-Times,Just-In-Sequences
Rhodius GmbH,https://www.rhodius.com,False,gestrickte Maschen,gepresste Teile,elektromagnetische Abschirmungen,,,,,,
Weber GmbH & Co. KG,https://www.weber-group.com,False,Kunststofflösungen,Dichtungsmassen,Spritzgusslösungen,Spritzgießmaschinen,Extrusionsmaschinen,Spritzgusswerkzeuge,Spritzgießverfahren,Extrudieren,Tiefziehen
iwis smart connect GmbH,https://smartconnect.iwis.com,False,Kontaktsysteme,Sensortechnologien,Steckverbinder,,,,,,
P.C.S. Precision Works Germany GmbH,http://www.pcsgh.com,False,Motorenteile,Getriebeenteile,Endantriebsteile,Fräsmaschinen,Gießmaschinen,Schneidmaschinen,Fräsen,Gießens,Schneidens
Hewa Leder GmbH,https://hewa-leder.com,False,Leder,Alternativmaterialien,Premiummaterialien,,,,,,
HS-Schoch GmbH,https://www.hs-schoch.de,True,Staukastensysteme,Truckstylings,Systeme+,Fräsmaschinen,Laseranlagen,Abkantpressen,Fräsen,Laserschneiden,Abkanten
Thule GmbH,https://www.thule.com,False,Fahrradträger,Dachträger,Gepäckboxen,,,,,,
CP Tech GmbH,https://www.cp-tech.com/de/,True,Komponentenfertigung,Karosserie,,Fräsmaschinen,Laserschneidmaschinen,Schweißmaschinen,Fräsen,Laserschneiden,Schweißen
Innomotive Systems Hainichen GmbH,https://www.ish-automotive.de,False,Scharnieren,Modularen Scharnieren,Türfeststellern,NC Maschinen,Drahterodiermaschinen,Prüfgeräte,CAD-Modelle,Virtuelle Tests,Qualitätskontrollen
Henniges Automotive GmbH & Co. KG,https://ruester-gmbh.de,False,,,,,,,,,
Polymer-Technik Elbe GmbH,https://www.polymertechnik.com,False,Verbindungen,Gummiverbindungen,Sonderanwendungen,,,,,,
Yanfeng International Automotive,https://www.yanfeng.com,False,Innenräume,Sitzgelegenheiten,Sicherheitssysteme,,,,,,
Franz Kiel GmbH,https://kiel-seating.com,False,Bussitze,Bahnsitze,Sondersitze,Laseranlagen,Metallbaumaschinen,Polstermaschinen,Laserschneidens,Metallbauten,Polstern
NTN Antriebstechnik GmbH,https://ntn-at.de,False,Seitenwellen,Komponenten,Festgelenke,CNC-Werkzeugmaschinen,Drehmaschinen,Fräsmaschinen,CNC-Bearbeitungen,Drehen,Fräsen
Thermal Management Solutions Group,https://thermansol.com,False,Thermostate,Wachs Elemente,Thermostatventilelemente,Spritzgießmaschinen,Druckgussmaschinen,CNC-Maschinen,Spritzgießverfahren,Druckgussverfahren,CNC-Bearbeitungen
GMH Gruppe,https://www.gmh-gruppe.de,False,Rohstahlprodukte,Warmgewalzte Produkte,Geschmiedete Produkte,Elektrolichtbogenöfen,Schmiedepressen,Galvanotechnikanlagen,Schmieden,Walzen,Gießen
Werner Gießler GmbH,https://www.werner-giessler.de,True,Drehteile,Frästeile,Oberflächenbearbeitungen,CNC-Drehmaschinen,CNC-Fräsmaschinen,Schleifmaschinen,Drehungen,Fräsungen,Schleifungen
Wilhelm Kächele GmbH,https://www.w-kaechele.de,False,Gummiteile,Gummi-Verbund-Teile,Automotive-Komponenten,,,,,,
ROWA Friedrich Rothmund GmbH & Co. KG,https://www.rowa-aalen.de,False,Nadelfilze,Filtervliese,Wärme- und Schalldämmungsvliese,,,,Vernadelungen,Thermobondings,Kaschierungen
Hanns Glass GmbH & Co. KG,http://www.hanns-glass.com,False,Automatten,Kofferraummatten,Befestigungssysteme,,,,,,
WALOR Vöhrenbach GmbH,https://walor.com/de/,True,Automobilteile,Sicherheitskomponenten,Schmiedeteile,Drehmaschinen,Zerspanungsmaschinen,Präzisionspressen,Drehungen,Zerspanungen,Schmiedungen
Gubesch GmbH,https://www.gubesch-group.de,True,Spritzgussverfahren,Thermoformen,Werkzeug- und Prototypenbau,Spritzgießmaschinen,Tiefziehmaschinen,Werkzeugmaschinen,Spritzgießens,Thermoformens,Werkzeugbauten
Maincor Rohrsysteme GmbH & Co. KG,https://maincor.de,False,Kunststoffrohre,Rohrsysteme,Komponenten,Extrusionsmaschinen,Thermoverformungsmaschinen,Montagemaschinen,Extrusionen,Thermoverformungen,Montagen
IHI Charging Systems International GmbH,https://www.ihi-csi.de,False,Turbolader,Aufladesysteme,Komponenten,,,,,,
JOYSONQUIN Automotive Systems GmbH,https://www.joysonquin.com,False,Dekorative Verzierungen,Funktionale Komponenten,Energiemanagementsysteme,,,,,,
Finow Automotive GmbH,https://www.finowautomotive.de,True,Fahrwerksbauteile,Strukturbauteile,Rohrbauteile,Laserschneidemaschinen,Biegemaschinen,Schweißmaschinen,Laserschneiden,Biegen,Schweißen
Neapco Europe GmbH,https://neapco.com,False,Propellerwellen,Halbwellen,Differentiale,,,,,,
Auto Heinen GmbH,http://www.autoheinen.de,False,,,,,,,,,
Valeo Thermal Commercial Vehicles,https://www.valeo-thermalbus.com,False,Klimaanlagen,Heizungen,Pumpen,,,,,,
Novares Löhne GmbH,https://www.novaresteam.com,False,Komponenten,Systeme,Lösungen,Spritzgießmaschinen,Laserschneidmaschinen,Wasserstrahlschneidmaschinen,Spritzgießens,Laserschneidens,Wasserstrahlschneidens
Optibelt GmbH,https://www.optibelt.com/de/,False,Keilriemen,Zahnriemen,Antriebsriemen,,,,,,
Metallgiesserei Schüle GmbH,https://www.schuele-guss.de,True,Sandgussteile,Prototypen,Modelle,Formmaschinen,Fräsmaschinen,Schleifmaschinen,Formen,Fräsen,Schleifen
Metallwerk Biebighäuser GmbH,https://www.biebighauser.de,False,medienführende Leitungen,Bauteile,Komponenten,CNC-Rohrbiegezentren,Schweißanlagen,Feinstanzmaschinen,Rohrumformungen,Schweißtechniken,Feinstanzen
Ruhrtaler Gesenkschmiede,https://www.ruhrtaler.de,False,Kranbauten,Fahrzeugbauten,Bahntechnologien,,,,,,
Megatech Industries Deutschland GmbH,https://www.megatech-industries.com/de/,False,,,,,,,,,
P. C. Turck,https://pcturck.de/de/,False,Stahlhebel,Klettbänder mit Ringen,Clips 416,,,,,,
Groß Präzisionsdrehteile GmbH,https://www.gross-drehteile.de,True,Drehteile,Räder,Wellen,CNC-Drehzentren,,,Drehungen,,
Kurt Erxleben GmbH & Co. KG,https://erxleben.biz,False,Blechteile,Geschweißte Teile,Bearbeitete Teile,Hydraulikpressen,Lasersysteme,Fräsmaschinen,Stanzen,Formen,Schweißen
Ascorium GmbH,https://ascorium.com,False,Polyurethanoberflächen,CompoLite®,Colo-Sense® X-Lite,,,,,,
TuP GmbH,http://www.tup-gmbh.de,True,Nähtechnologien,Polsterarbeiten,Kaschiersysteme,Stanzen,Cutteranlagen,Bandstanzanlagen,Stanzen,Nähen,Kaschieren
NOFFZ Technologies GmbH,https://noffz.com,False,Testsysteme,Automatisierungssysteme,Komponenten,,,,,,
WAFA Germany GmbH,https://www.demmel.de,False,Stanzteile,Zierteile,,,,,,,
SEEGER ORBIS GmbH,https://www.seeger-orbis.de,False,Sicherungsringe,Sprengringe,Scheiben,,,,,,
ABT Sportsline GmbH,https://www.abt-sportsline.de,False,Tuning,Sondereditionen,Modelle,,,,,,
VCST Reichenbach GmbH,https://bmt.be,False,Motorzahnräder,Getriebezahnräder,Compoundzahnräder,,,,Laserstrahlschweißen,CNC-Techniken,Elektrolysepolierungen
FEMEG Feinmechanik + Gerätebau,https://www.femeg.com,False,Armaturen,Wasserzähler,Schwerpunktkomponenten,CNC-Maschinen,,,Zerspanungstechniken,,
OBD Precision GmbH,https://www.obd-precision.de,False,,,,,,,,,
VOIT Automotive GmbH,https://voit.de,False,Komponenten,Lösungen,Technologien,Druckgussmaschinen,Umformmaschinen,Werkzeugmaschinen,Gießens,Umformens,Montierens
FELSOMAT GmbH & Co. KG,https://www.felsomat.de,False,Werkzeugmaschinen,Elektromotoren,Automationssysteme,Drehmaschinen,Fräsmaschinen,Schleifmaschinen,Drehungen,Fräsungen,Schleifungen
Antolin Straubing GmbH,https://www.antolin-straubing.de,False,Instrumententafeln,Handschuhfächer,Mittelkonsolen,Spritzgussmaschinen,Schneidmaschinen,Schweißmaschinen,Spritzgießens,Stanzens,Schweißens
Dieter Braun GmbH,https://kabelkonfektion.com,True,Kabelkonfektionen,Beleuchtungstechniken,Gesamtsysteme,,,,Crimp Techniken,Seal Bestückungen,Schneid Klemmtechniken
SchmitterGroup GmbH,https://www.schmittergroup.de/de/,True,Rohrleitungen,Kraftstoffleitungen,Bauteile,Fräsmaschinen,Bohrmaschinen,Schneidmaschinen,Fräsen,Bohren,Schneiden
Karl Etzel GmbH,https://www.karletzel-gmbh.de,False,,,,,,,,,
Westfalia-Automotive GmbH,https://www.westfalia-automotive.com,False,Anhängerkupplungen,Kabelsätze,Fahrradträger,,,,,,
Hammerwerk Fridingen GmbH,https://www.hammerwerk.de,True,Ingenieuren,Metallumformungstechnologien,Fertigungstechnologien,CNC-Maschinen,Kuka-Roboter,,Bearbeitungen,Metallumformungen,Ingenieuren
Gummi- u. Kunststoffwerk G. Schönek,https://www.schoenek.de,False,Fußmatten,Kofferraummatten,Schmutzfänger,Gummipressen,Spritzgussmaschinen,TPE-Verarbeitungsmaschinen,Spritzgießverfahren,Extrudierverfahren,Tiefziehverfahren
Prinz & Co. GmbH Stahlrohre,http://www.prinz-stahlrohre.de,False,Präzisionsstahlrohre,,,,,,Präzisionsfertigungen,Qualitätskontrollen,Produktentwicklungen
Batal Präzisionswellen GmbH,http://www.batal.de,False,Achsen,Wellen,Ventilnadeln,Schleifmaschinen,Wärmebehandlungsanlagen,Kühlanlagen,Schleifen,Wärmebehandlungen,Kühlungen
Rudolf Rafflenbeul Stahlwarenfabrik GmbH & Co. KG,https://www.rafflenbeul.de,False,Normteile,Spezialteile,Markenprogramme,,,,Stanzen,Prägen,Biegen
Sand Profile GmbH,https://www.sandprofile.de,False,Profile,Dichtungssysteme,Kantenschutze,,,,,,
Franken Guss GmbH & Co. KG,https://www.frankenguss.de/de/,False,Eisengüsse,Aluminiumgüsse,additive Fertigungen,Fräsmaschinen,Erodiermaschinen,Laserschneidmaschinen,Gießens,Schleifens,Montagen
Walter Automobiltechnik GmbH,https://www.wat-berlin.de,True,Metall- und Schweißbaugruppen,Rohrbearbeitungen,CNC-Bearbeitungen,Laserschneidmaschinen,CNC-Biegemaschinen,Roboterschweißanlagen,Laserschneiden,Biegetechniken,Schweißverfahren
OKE Group GmbH,https://www.oke-group.com/de/,True,Kunststoffbauteile,Hybridbauteile,Baugruppen,Spritzgussmaschinen,Extrusionsmaschinen,CNC-Bearbeitungsmaschinen,Spritzgießverfahren,Extrudieren,CNC-Bearbeitungen
Läpple Automotive GmbH,https://www.laepple-automotive.de,True,Pressteile,Karosseriemodule,Ersatzteile,Pressen,Transferpressen,Tandemlinien,Pressen,Schneiden,Fügen
Schürholz GmbH & Co. KG Stanztechnik,https://www.schuerholz-group.com,True,Präzisionsteile,Baugruppen,Komponenten,Stanzautomaten,Stanzbiegeautomaten,CNC-Biegemaschinen,Stanzen,Biegen,Laserschneiden
Stöferle GmbH,https://stoeferle-gmbh.com,True,Gehäuse,Kurbelgehäuseunterteile,Ölwannen,Bearbeitungsmaschinen,Waschanlagen,Montagemaschinen,Bearbeitungen,Montagen,Qualitätskontrollen
Carl Wilhelm Cleff GmbH & Co. KG,https://www.cleff-wpt.de,False,Fahrzeugfenster,Fahrzeugtüren,Ersatzteile,,,,Schweißverfahren,Klebeverfahren,Oberflächenbehandlungen
Alfred Heyd GmbH u. Co. KG,http://www.heyd-parts.de,False,Fahrwerksteile,Verbindungselemente,Antriebselemente,,,,,,
IDH Anlagenbau und Montage GmbH,https://www.idh-glauchau.com/de/,True,Anlagen,Montagelinien,Fördertechniken,Fräsmaschinen,Schweißmaschinen,Roboter,Fräsen,Schweißen,Montagen
ELEKTRA GmbH,https://www.elektra-schalkau.de,True,Baugruppen,Kunststoffteile,Spritzgussteile,Spritzgießanlagen,Montagetransferlinien,Lackieranlagen,Spritzgießens,Montagen,Lackierungen
AVO Carbon Germany GmbH,https://www.avocarbon.com,False,Bürsten,Baugruppen,Dichtungen,,,,,,
Siebenhaar Antriebstechnik GmbH,https://www.siebenhaar-antriebstechnik.com,False,Getriebe,Seilwinden,Drehwerke,Fräsmaschinen,Drehmaschinen,Bohrmaschinen,Fräsen,Drehen,Bohren
Kauth Finnentrop GmbH & Co KG,https://www.kauth.de,False,Achsbefestigungen,Sitzbefestigungen,Gewindeplatten,Stanzmaschinen,Tubenziehmaschinen,Montagetechniken,Stanzen,Tubenziehen,Fügen & Montagetechnik
MT Technologies GmbH,http://www.misslbeck.de,False,,,,,,,,,
Böckmann Fahrzeugwerke GmbH,https://www.boeckmann.com/de/,False,Anhänger,Pferdeanhänger,Pferdetransporter,,,,,,
Snop Automotive Cologne GmbH,https://jobs.snop.eu,False,Stanzteile,Teile,Baugruppen,stempeln,pressen,formen,stempeln,formen,montieren
GEBRA GmbH & Co.,https://www.gebra.com,False,Reflektoren,Kunststoffteile,Warndreiecke,,,,,,
Cotarko GmbH,https://cotarko.de,True,Zahnräder,Ringe,Getriebeachsen,Schmiedemaschinen,Bearbeitungszentren,Wärmebehandlungsöfen,Schmiedearbeiten,Wärmebehandlungen,Bearbeitungen
Sensata Technologies GmbH,https://www.sensata.com,False,Sensoren,Elektrische Schutzkomponenten,Sensorreiche Lösungen,,,,,,
