Company name,Company Url,Lohnfertigung(True/False),Produkte_1,Produkte_2,Produkte_3,Maschinen_1,Maschinen_2,Maschinen_3,Prozess_1,Prozess_2,Prozess_3
Actemium conntronic GmbH,https://www.welding.actemium.de,True,Anlagen,Dienstleistungen,Schweißmaschinen,Kondensatorentladungs-Schweißmaschinen,Laserschweißmaschinen,Lichtbogenschweißmaschinen,Kondensatorentladungs-Schweißverfahren,Laserschweißverfahren,Lichtbogenschweißverfahren
Wolfgang Preinfalk GmbH,https://www.pwhueber.de/de/,True,Getriebebauten,Komponenten,Lohnfertigungen,Bohr- und Fräsmaschinen,Drehmaschinen,Messmaschinen,Bohrungen und Fräsungen,Drehungen,Messungen
SEMPUCO Werkzeugmaschinenfabrik GmbH,https://www.sempuco.com,False,Baugruppen,Fräsköpfe,Rundtische,,,,,,
Josef Meissner GmbH & Co. KG,https://www.josefmeissner.com/de/,False,Anlagen & Verfahren,Dienstleistungen,Referenzen,,,,Beschaffungen & Lieferungen,Engineerings,Forschungen & Entwicklungen
Gebr. Eickhoff Maschinenfabrik,https://www.eickhoff-bochum.de,False,Fördermaschinen,Getriebe,Maschinen für die Rohstoffgewinnung,Erodiermaschinen,Fräsmaschinen,Gießmaschinen,Gießereitechniken,Kunststoffverarbeitungen,Metallbearbeitungen
Wilhelm Bahmüller,https://www.bahmueller.de/de/,True,Präzisionsschleifmaschinen,Präzisionswerkzeuge,Wellpappenverarbeitungsanlagen,Automatisierungssysteme,Fräsmaschinen,Schleifmaschinen,Automatisierungen,Präzisionsschleifen,Wellpappenverarbeitungen
Heinrich Georg GmbH Maschinenfabrik,https://www.georg.com/de/,False,Bearbeitungszentren,Coilverarbeitungsmaschinen,Walzenschleifmaschinen,,,,Bearbeitungen,Coilverarbeitungen,Walzenschleifen
DGS Diesel- und Getriebeservice GmbH,https://www.dgs-mainz.de/de/,False,Automatik-Getriebe,Dieselmotoren,Elektromotoren,,,,,,
HOLZER GmbH,https://holzer-gmbh.com,True,Auffang-Systeme,Montage- und Prüfautomation,Montage- und Prüfdienstleistungen,,,,,,
Westphal Präzisionstechnik GmbH & Co. KG,https://www.westphal-mechanik.de,True,Montagelinien,Rundschalttische,Zuführsysteme,Bearbeitungszentren,CNC-Dreh- und CNC-Fräsmaschinen,Draht- und Senkerodiermaschinen,Bearbeitung (z. B. Fräsen),Rollieren,Schweißen
HOMAG Bohrsysteme GmbH,https://www.homag.com,False,Dienstleistungen,Maschinen,Software,Automatisierungssysteme,Bohr- und Fräsmaschinen,CNC-Bearbeitungszentren,Automatisierungen,Bohr- und Fräsbearbeitungen,CNC-Bearbeitungen
Werner Lieb GmbH & Co. KG,https://www.werner-lieb.de,False,Halbleiter,Hochleistungselektroniken,Vollintegrierte Systeme,,,,,,
Nordson BKG GmbH,https://www.nordson.com/en/,False,Adhäsive Dispensiersysteme,Fluid Dispensiersysteme,Präzisionsmesssysteme,,,,,,
Sielaff GmbH & Co. KG,https://sielaff.de,False,Rücknahmesysteme,Serviceleistungen,Vending-Linien,,,,,,
ECONO-PAK GmbH,https://econopak.eu,False,Aufrichter,Kartonierer,Verschließer,,,,,,
Horstkemper Maschinenbau GmbH,https://www.horstkemper.de,False,Lager- und Materialflusssysteme,Pressenautomationen,Sondermaschinenbauten,,,,,,
PERFECTA,https://www.perfecta.de/de/,False,Beladungen,Schnitte,Schüttelungen,,,,,,
ystral gmbh,https://ystral.com/en/,False,Disperser,Inline-Disperser,Mixer,,,,,,
H. F. Meyer Maschinenbau GmbH & Co. KG,https://www.hfmeyer.de,False,Dosentechniken,Filtrationen,Sondermaschinenbauten,Erodiermaschinen,Fräsmaschinen,Lackieranlagen,Kunststoffverarbeitungen,Metallbearbeitungen,Oberflächenbehandlungen
OLBRICH GmbH,https://www.olbrich.com,False,Technologische Lösungen für die Bodenbelagsindustrien,Technologische Lösungen für die Wandbekleidungsindustrien,Technologische Lösungen für die technischen Textilindustrien,,,,Antriebs- und Steuerungstechniken,Beschichtungen,Drucken und Lackieren
SCHUKO H. Schulte-Südhoff GmbH,https://www.schuko.de/de/,False,Absaug- & Filtertechniken,Entsorgungstechniken,Oberflächentechniken,,,,,,
Motan GmbH,https://www.motan-group.com,False,Dosiersysteme,Material Handling Systeme,Mischsysteme,,,,,,
SCHNEIDER GmbH & Co. KG,https://www.schneider-om.com,False,Ophthalmische Maschinen,Präzisionsoptikmaschinen,Ultra-Präzisionsoptikmaschinen,Poliermaschinen,Schleifmaschinen,Zentriermaschinen,Polieren,Schleifen,Zentrieren
airinotec GmbH,https://www.airinotec.com,False,Hygiene-Klimalösungen,Klima- und Lüftungsanlagen,Prozesslufttechniken & Wärmerückgewinnungen,,,,,,
Weisstaler Bödenpresswerke GmbH,https://weisstaler.de/de/,False,Böden,Ovale Verschlüsse für Druckbehälter,Sonderpressteile,Bördelmaschinen,Kümpelmaschinen,Pressmaschinen,Bördel,Kümpel,Pressen
H.I.T. Maschinenbau GmbH + Co. KG,https://hit-maschinenbau.de,False,Hobeltechniken,Leimholztechniken,Sägetechniken,Hobelmaschinen,Leimpressen,Sägemaschinen,Hobel,Leime,Sägen
Wöhr Autoparksysteme GmbH,https://woehr.de/de/,False,Combilifte,Parklifte,Parksysteme,,,,,,
ROTA Verpackungstechnik GmbH & Co. KG,https://www.rota.de,False,Etikettiermaschinen,Füll- und Verschließmaschinen,Kleinchargenmaschinen,,,,,,
Pfister Waagen Bilanciai GmbH,https://www.pfister-waagen.de,False,Gleisfahrzeugwaagen,Plattformwaagen,Straßenfahrzeugwaagen,,,,,,
FPS Werkzeugmaschinen GmbH,https://www.fpsgermany.com,False,Generalüberholte Maschinen,Neumaschinen,Zubehör,Bohrmaschinen,Fräsmaschinen,,Montagen,Zerspanungen,
Ferdinand Henneken GmbH,https://henneken-tumbler.de,False,Injektoren,Lakemischer,Tumbler,,,,,,
KABATEC GmbH & Co. KG,https://www.kabatec.com,False,Zubehör,automatisierte Plattformen für Datenleitungen,automatisierte Plattformen für Hochvoltleitungen,,,,,,
Nikon Precision Europe GmbH,https://www.nikonprecision.com,False,Deep UV,Immersion and Multiple Patterning,i-Line,,,,,,
Rationator Maschinenbau GmbH,https://www.rationator.de,False,Abfüllungen,Aufstellungen,Verschlüsse,,,,,,
Vulkan Technic GmbH,https://vulkantechnic.de,False,Semiautomatische Applikationen,Vollautomatische Klebebandapplikationen,Vollautomatische Schaumband-Applikationen,,,,,,
KARL MAYER Technische Textilien GmbH,https://www.karlmayer.com/de/,False,Kettvorbereitungsanlagen,Technische Textilien,Wirkmaschinen,,,,,,
Vollmer Werke Maschinenfabrik GmbH,https://www.vollmer-group.com/de/,False,Erodiermaschinen,Lasermaschinen,Schleifmaschinen,,,,,,
Aumann Limbach-Oberfrohna GmbH,https://www.aumann.com,True,Branchenlösungen,Spezialmaschinen,automatisierte Fertigungslinien,Drahtbearbeitungsmaschinen,Messsysteme,Montage- und Handhabungstechnik,Automationen,Drahtherstellungen,Kontaktieren
Mosca GmbH,https://www.mosca.com,False,Stretch Wrapping Maschinen,Umreifungsbänder,Umreifungsmaschinen,,,,,,
Kurt Breuning IRCO-Maschinenbau GmbH,https://www.breuning-irco.de,False,Stangenlademagazine für kurze Werkstoffstangen,Stangenlademagazine für lange Werkstoffstangen,Werkstücke automatisch beladen,,,,,,
J.G. Weisser Söhne GmbH & Co. KG,https://www.weisser-web.com,True,Drehmaschinen,Fräsmaschinen,Schleifmaschinen,,,,Rotationsdrehen,Universalbearbeitungen,Unrunddrehen
KLINGER SCHÖNEBERG GmbH,https://www.klinger-schoeneberg.de/de/,False,Industriearmaturen,Kugelhähne,Ventile,,,,,,
Maschinenfabrik Lauffer GmbH & Co KG,https://lauffer.de,False,Formtechnologien,Laminiersysteme,Pulvertechnologien,,,,,,
KTR Systems GmbH,https://www.ktr.com/de/,False,Bremsen,Hydraulik-Komponenten,Kupplungen,,,,,,
Grunwald GmbH,https://www.grunwald-wangen.de,False,Becherfüller,Eimerfüller,Sonstige Maschinenlösungen,,,,,,
WF-Maschinenbau und Blechformtechnik,https://wf-maschinenbau.com/de/,True,"Endprodukte wie Räder, Felgen, Motoren und Antriebsstränge",Komponenten für E-Antriebe,Metalldruckmaschinen,Drückmaschinen,Nabenanformmaschinen,Profiliermaschinen,Drückwalzen,Metalldrücke,Metallverarbeitungen
telerob Gesellschaft für Fernhantierungstechnik mbH,https://www.telerob.com/de/,False,Taktische Raketensysteme,Unbemannte Bodenfahrzeuge,Unbemannte Luftfahrzeuge,,,,,,
Dana Motion Systems Deutschland GmbH,https://www.piv-extruderdrives.com,False,Doppelschrauben-Extruderantriebe,Einzelschrauben-Extruderantriebe,Rack-and-Pinion-Antriebe für Spritzgießmaschinen,,,,,,
Richard Stihler GmbH,https://www.stihler-apparatebau.de,False,Kolonnen,Rührbehälter,Wärmetauscher,,,,,,
Karl Marbach GmbH & Co. KG,https://www.marbach.com,True,Maschinen und Ausrüstungen,Stanzwerkzeuge,Thermoformwerkzeuge,Stanzmaschinen,Thermoformmaschinen,Verpackungsmaschinen,Stanzen,Thermoformen,Verpackungsproduktionen
HEINRICH WAGNER SINTO Maschinenfabrik GmbH,https://www.wagner-sinto.de/de/,False,Kastengebundene Formmaschinen und -anlagen,Kastenlose Formmaschinen und -anlagen,Vakuum-Prozess Formmaschinen und -anlagen,,,,,,
GEISS AG,https://www.geiss-ttt.com,False,Automationslösungen,CNC-Bearbeitungszentren,Thermoformanlagen,,,,CNC-Bearbeitungen,Thermoformen,
ACCRETECH (Europe) GmbH,https://www.accretech.eu/de/,False,Formmessgeräte,Oberflächenmessgeräte,Prozesssteuerungslösungen,Drehmaschinen,Fräsmaschinen,Schleifmaschinen,Drehen,Fräsen,Schleifen
Mohrbach Verpackungsmaschinen GmbH,https://mohrbach.com,False,Kartonaufrichter,Kartonverdeckler,Kartonverschließer,,,,,,
Lock Antriebstechnik GmbH,https://www.lockdrives.com,False,Antriebstechniken für den Gewächshausbau,Antriebstechniken für den Stallbau,Elektroantriebe und mechatronische Endschalter,,,,,,
Syntegon Technology GmbH,https://www.syntegon.com/de/,False,Montage- und Verpackungslösungen für Medizinprodukte,Prozesstechnikmaschinen,Verpackungsmaschinen,Montagemaschinen,Prozesstechnikmaschinen,Verpackungsmaschinen,Montagen,Prozesstechniken,Verpackungen
WESPA Metallsägenfabrik,https://www.wespa-simonds.de,False,Bi-Metallbandsägen,Hartmetallbandsägen,Sägebänder,,,,,,
EnviroFALK GmbH,https://www.envirofalk.com/de/,False,Ionenaustauscher,Reinstwasseranlagen,Wasseraufbereitungsanlagen,,,,,,
AKE - Systemtechnik GmbH,https://www.ake-systemtechnik.com/de/,False,Batteriefertigungs- und Prüfsysteme,Fördertechniken,Roboter- und Sonderanlagen,,,,,,
Garant Maschinenhandel GmbH,https://www.garant-maschinen.de/de/,False,E-Commerce-Versandtaschen,Papiertragetaschen,Papiertüten,,,,,,
Piller Blowers & Compressors GmbH,https://www.piller.de,False,Bläser,Kompressoren,industrielle Wärmepumpen,,,,,,
A. Monforts Textilmaschinen GmbH & Co. KG,https://www.monforts.de,False,Färbeanlagen,Krumpfanlagen,Maschinen & Anlagen,,,,,,
FAWEMA GmbH,https://fawema.com,False,Gebrauchte Maschinen,Lösungen für Schüttgüter,Verpackungsmaschinen,,,,,,
Koch Pac-Systeme GmbH,https://koch-pac-systeme.com,False,Blistermaschinen,Kartonverpackungsmaschinen,Verpackungslinien,,,,,,
seepex GmbH,https://www.seepex.com,False,Digitale Lösungen,Pumpen,Pumpsysteme,,,,,,
MBK Maschinenbau GmbH,https://www.mbk-kisslegg.de,False,Drahtricht- und Schneideanlagen,Gitterträgerschweißmaschinen,Mattenschweißmaschinen,,,,,,
AXA Entwicklungs- und Maschinenbau GmbH,https://www.axa-maschinenbau.de,False,Fahrständer-Bearbeitungszentren,Original-Komponenten,Portal-Bearbeitungszentren,,,,,,
SVQ GmbH,https://www.global-retool-group.com/de/,True,Montagesysteme,Retrofit- und Retool-Lösungen,Schweißmaschinen,,,,Montageprozesse,Retrofit-Prozesse,Schweißprozesse
Waldrich Siegen,https://www.waldrichsiegen.de,False,Drehfräsmaschinen,Horizontaldrehmaschinen,Portalfräsmaschinen,,,,,,
Amandus Kahl GmbH & Co. KG,https://www.akahl.com/de/,False,Biomasseanlagen,Futtermittelanlagen,Pelletpressen,Bandkühler/Bandtrockner,Batch FB - Wirbelschichtanlagen für die Chargenverarbeitung,Brechwalzenstühle,Agglomerationen,Coatings,Dosierungen
Profiroll Technologies GmbH,https://www.profiroll.de,False,Profil- und Gewindewalzmaschinen,Ringwalzmaschinen,Verzahnungswalzmaschinen,,,,Gewindewalzen,Profilwalzen,Ringwalzen
BOMA Maschinenbau GmbH,https://boma.de,True,Metallbauten,Oberflächenbehandlungen,Zerspanungen,Bearbeitungszentren,CNC-Drehmaschinen,CNC-Fräsmaschinen,Lackieren,Montagen,Qualitätskontrollen
MIWE Michael Wenz GmbH,https://www.miwe.de,False,Backöfen,Beschickungs- und Transportsysteme,Bäckereikältetechniken,,,,,,
Klingelnberg GmbH,https://klingelnberg.com,False,Fasenradmaschinen,Präzisionsmesszentren,zylindrische Zahnradmaschinen,Fräsmaschinen,Messmaschinen,Schleifmaschinen,Fräsen,Messen,Schleifen
HELD Technologie GmbH,https://www.held-tech.de,False,HELD Doppelbandpressen,Stahlbänder,Technologieparks,,,,,,
Masa GmbH,http://www.masa-group.com/de/,False,Betonsteinfertigungsanlagen,Kalksandsteinfertigungsanlagen,Porenbetonfertigungsanlagen,Anlagensteuerungssysteme,Betonmischer,Betonsteinfertigungsmaschinen,Betonsteinfertigungen,Bordsteinfertigungen,Kalksandsteinfertigungen
Ulmer Werkzeugschleiftechnik GmbH & Co. KG,https://werkzeugschleifen.de,False,Endenbearbeitungsmaschinen,Rundschleifmaschinen,Werkzeugschleifmaschinen,,,,Endenbearbeitungen,Geometrie-/Werkzeugschleifen,Kontur-/Rundschleifen
Korsch Aktiengesellschaft,https://www.korsch.com/de/,False,Lösungen,Produktfinder,Tablettiermaschinen,,,,,,
Presstec Pressentechnologie GmbH,https://www.presstec.com,True,Pressenbauteile & -ersatzteile,Pressenmodernisierungen,Pressenreparaturen & -überholungen,,,,Elektrotechnische Anlagenentwicklungen,Mechanische Teilefertigungen,Montagen
Schöpstal Maschinenbau GmbH,https://www.schoepstal-maschinenbau.de,True,Edelstahlbaugruppen & -anlagen,Hochwertige Fassaden,Maschinen & Anlagen,CNC-Fräsmaschinen,Laserschneidmaschinen,Schweißmaschinen,Mechanische Bearbeitungen,Schweißtechniken,Zuschnitte & Umformungen
Industrieofen- und Anlagenbau GmbH,https://www.industrieofen-und-anlagenbau.de,False,Ersatzteile für Wärmebehandlungsanlagen und Öfen,einzelne Industrieöfen,voll automatisierte Wärmebehandlungsanlagen,,,,,,
WAFIOS Umformtechnik GmbH,https://www.wafios-umformtechnik.de,False,Dienstleistungen,Maschinen,Werkzeuge,Gewindeschneidautomaten,Gewindewalzmaschinen,Kaltumformer,Gewindeschneidungen,Gewindewalzungen,Kaltumformungen
Erwin Quarder Systemtechnik GmbH,https://www.quarder.de,False,Hochspannungsmechatroniken,Kunststoff-Hybridbauteile,Sensorintegrationen,,,,,,
J. Schmalz GmbH,https://www.schmalz.com/de/,False,Vakuum-Greifsysteme,Vakuum-Komponenten,Vakuum-Spanntechniken,,,,,,
Höchsmann GmbH,https://www.hoechsmann.com,False,Auktionen,Bewertungen,Gebrauchtmaschinen,,,,,,
HDG - Verpackungsmaschinen GmbH,https://hdg-packaging.com,False,Beutel,Verpackungslösungen,Verpackungsmaschinen,,,,,,
Heiber und Schröder Maschinenbau GmbH,https://heiber-schroeder.com/de/,False,Fenstereinklebemaschinen,Kartonaufrichtemaschinen,Verpackungen,,,,,,
Salzhausener Maschinenbautechnik,https://www.salmatec.de/de/,False,Konditioneure,Pelletierpressen,Thermische Behandlungsanlagen,,,,,,
PRESTO GmbH & Co. KG,https://www.presto.eu/de/,False,Abfallentsorgungsanlagen,Entwässerungstechniken,Gebrauchtmaschinen,,,,,,
Wilhelm Severt Maschinenbau GmbH,http://www.severt.de,True,Roboter-Komplettlösungen,Roboterperipherien,Werkstück-Positionierer,Erodiermaschinen,Fräsmaschinen,Schweißmaschinen,Brennschneiden,Handschweißen,Mechanische Bearbeitungen
Bock Maschinenbau GmbH,https://www.bock-gmbh.com,True,Schwerkonstruktionen,Spezialmaschinen,Stahlbauten,Abkantpressen und Scheren,Biegemaschinen,Drehzentren,Lackierungen,Maschinenbauten,Metallbearbeitungen
NIMAK GmbH,https://www.nimak.de/de/,True,Handschweißzangen,Roboterschweißzangen,Schweißmaschinen,Erodiermaschinen,Fräsmaschinen,Lötmaschinen,Automatisierungen,Klebstoffaufträge,Widerstandsschweißens
Vollenda-Werk GmbH,http://www.vollenda.de,False,Füllsysteme für Pulverlack für Big Bags und Kartons,Füllsysteme für Schüttgüter und Flüssigkeiten,kombinierte Abfüllsysteme und bewegliche Maschinen für Pulverlack,,,,,,
Venjakob Maschinenbau GmbH & Co.,https://www.venjakob.de,False,Abluftreinigungsanlagen,Beschichtungsanlagen,Lackieranlagen,Fördertechnik- und Handhabungsmaschinen,Spritzlackiermaschinen,Walzenauftragsmaschinen,Fördertechniken,Spritzlackierungen,Walzenaufträge
LEMMER-FULLWOOD GmbH,https://www.lemmer-fullwood.info,False,Automatische Fütterungen,Melksysteme,Milchlagerungen,,,,,,
BBM Maschinenbau und Vertriebs GmbH,https://bbm-germany.de,False,Doppelstationsanlagen,Einstationsanlagen,Spritzstreckblasanlagen,,,,,,
M+M Turbinen-Technik GmbH,https://www.turbinen-technik.de/de/,False,Dampfturbinen,Qualitäten & Nachhaltigkeiten,Services,,,,,,
Zahoransky AG,https://www.zahoransky.com/de/,False,Maschinen und Formen für die Produktion von Bürsten,Maschinen und Formen für die Produktion von Personal Care Produkten,Maschinen und Formen für die Produktion von medizinischen Produkten,,,,,,
Eckel & Sohn Maschinenbau GmbH & Co. KG,https://www.eckel-sohn.de,False,Fördermaschinen,Inspektionssysteme,Montagemaschinen,,,,,,
UTH GmbH,https://uth-gmbh.com,False,roll-ex® Add-on Versionen,roll-ex® TRF Zahnradextruder mit Walzenfütterungen,roll-ex® Zahnradpumpen,,,,Feinstrainer,Hochdruckanwendungen,Präzise Extrusionen
Bihl + Wiedemann GmbH,https://www.bihl-wiedemann.de,False,AS-Interface Master/Gateways,AS-Interface Module,Sicherheitskomponenten,,,,,,
ERMAFA Sondermaschinen- und Anlagenbau GmbH,https://ermafa.de,True,Automationslösungen,Maschinen für die Kunststoff- und Kautschukindustrie,Sondermaschinen,Fräsmaschinen,Kalander,Mischwalzen,Recyclings,Verarbeitungen von Kunststoffen und Kautschuken,Vulkanisationen
Stadler Anlagenbau GmbH,https://w-stadler.de,False,Komponenten,STADLERconnects,Sortieranlagen,,,,,,
OLKO-Maschinentechnik GmbH,https://www.ts-olko.com/de/,False,"Befahrungs-, Hilfsfahr- und Notfahranlagen","Bremssysteme, Aggregate und Hydraulik",Fördermaschinen,,,,,,
Maschinenbau Kaltenbach GmbH,https://www.ka-ma.com,True,Freizeitparkanlagen,Silosteller,Wanderkräne,Montagemaschinen,Schweißmaschinen,Zerspanungsmaschinen,Montageprozesse,Schweißprozesse,Zerspanungsprozesse
Harmonic Drive AG,https://harmonicdrive.de/de/,False,Harmonic Drive® Getriebe,Harmonic Drive® Mechatroniken,Harmonic Planetengetriebe,,,,,,
Bellmer GmbH,https://www.bellmer.com,False,Dienstleistungen,Papiermaschinen,Trenntechnologien,Papiermaschinen,Pumpen und Dosiersysteme,Trennmaschinen,Beschichtungsprozesse,Papierherstellungen,Wasser- und Schlammbehandlungen
Torgauer Maschinenbau GmbH,https://www.tmb-torgauermaschinenbau.de,True,Automatisierungslösungen für Flachgläser,Automatisierungslösungen für die PV-Solar-Industrien,Handling-Lösungen,Beschickungs- und Stapelanlagen,Flachglasbearbeitungsmaschinen,Förder- und Verkettungseinrichtungen,Automatisierungen,Handlings,
Buckau-Wolf GmbH,https://www.buckau-wolf.com,False,Mischtechniken,Verdampfungskristallisatoren,Zentrifugen,,,,,,
Maschinenbau Böhmer GmbH,https://www.boehmer-maschinenbau.de,True,Automationen,Gießerei-Automationen,Sprühtechniken,Erodiermaschinen,Fräsmaschinen,Schweißmaschinen,Auswuchttechniken,Druckgussprozesse,Koordinatenmessungen
Schwanog Siegfried Güntert GmbH,https://www.schwanog.com/de/,True,Profilwerkzeugsysteme,Wechselplatten,kundenspezifische Werkzeuge,Erodiermaschinen,Fräsmaschinen,Schleifmaschinen,Erodieren,Fräsen,Schleifen
GUK-Falzmaschinen,http://www.guk-falzmaschinen.com,False,Drehtechniken,Falzmaschinen,,,,,,,
Ludwig Schwerdtel GmbH,https://schwerdtel.biz,False,Dosiergeräte,Materialzuführungen,Mehrkomponenten-Dosierungen,,,,,,
L.B. Bohle Maschinen und Verfahren,https://www.lbbohle.de,False,Granulationssysteme,Mahlmaschinen,Siebmaschinen,,,,Granulationen,Mahlungen und Siebungen,Wiegen und Dosieren
Gräbener Maschinentechnik GmbH & Co. KG,https://www.graebener.com/de/,True,Engineering-Dienstleistungen,Fertigungsanlagen,Produktionslabor-Dienstleistungen,Hydroforming-Maschinen,Richtmaschinen,Schneidemaschinen,Hydroformungen,Richtens,Schneidens
Herrmann Ultraschalltechnik GmbH & Co. KG,https://www.herrmannultraschall.com/de/,False,Ultraschall-Schweißmaschinen,Ultraschall-Systeme,Ultraschallgeneratoren,,,,Ultraschalllaminieren,Ultraschallschweißen,Ultraschallsiegeln
KronTec Maschinenbau GmbH,https://www.krontec.de,True,Aluminiumprodukte,Edelstahlprodukte,Hochwertige Kunststoffprodukte,Drehmaschinen,Fräsmaschinen,,Drehungen,Fräsungen,
M. Brück GmbH & Co. KG,https://www.brueck.net/de/,True,Perforierpressen,Spezialpressen,Streckmetallmaschinen,,,,Lohnfertigungen,Schweisstechniken,Services & Wartungen
Boart Longyear GmbH & Co. KG,https://www.boartlongyear.com,False,,,,,,,,,
KNUTH WERKZEUGMASCHINEN GMBH,https://www.knuth.com,False,Drehmaschinen,Fräsmaschinen,Schleifmaschinen,,,,,,
WMV Apparatebau GmbH,https://www.wmv.com,False,Anlagen zur Oberflächenbehandlung,Beschichtungsanlagen,Zentrifugen,Beschichtungsmaschinen,Temperanlagen,Zentrifugen,Beschichtungen,Reinigungen,Tempern
Ringfeder Power-Transmission GmbH,https://www.ringfeder.com,False,Dämpfungskomponenten,Kupplungen,Schacht-Naben-Verbindungen,,,,,,
Burghardt + Schmidt GmbH,https://b-s-germany.de,False,Längsteilanlagen,Streck-Biege-Richtanlagen,Verpackungsanlagen,,,,,,
Hürner Luft- und Umwelttechnik GmbH,https://www.hlu.eu,False,Anlagenbauten,Kunststoffapparatebauten,Kunststoffventilatoren,,,,,,
Schechtl Maschinenbau GmbH,https://schechtl.de,False,Profiliermaschinen,Schwenkbiegemaschinen,Tafelscheren,,,,,,
K.R. Pfiffner GmbH,https://www.pfiffner.com,True,Maschinen,Rundtaktmaschinen,Serviceleistungen,Drehmaschinen,Fräsmaschinen,Schleifmaschinen,Drehungen,Fräsungen,Schleifungen
Otto Christ Aktiengesellschaft,https://www.christ-ag.com,False,Nutzfahrzeug-Waschanlagen,PKW-Waschanlagen,Waschanlagen-Chemien,,,,,,
WUMAG TEXROLL GmbH & Co. KG,https://www.wumag-texroll.com/de/,False,Sondermaschinen und Anlagenbau,Technische Walzen,Zylinder,,,,,,
Borries Markier-Systeme GmbH,https://borries.com/de/,False,Lasermarkierer,Markiersysteme,Prägewerkzeuge,,,,,,
HAAS Schleifmaschinen GmbH,http://www.haas-schleifmaschinen.de,True,Komponenten,Schleifmaschinen,Werkzeuge,Erodiermaschinen,Fräsmaschinen,Schleifmaschinen,Erodieren,Fräsen,Schleifen
HELL Gravure Systems GmbH & Co. KG,https://www.hell-gravure-systems.com,False,Graviersysteme,Servicedienstleistungen,Softwarelösungen,Graviermaschinen,Lasersysteme,Softwaresysteme,Elektromechanische Gravuren,Lasergravuren,Softwarebasierte Kalibrierungen
IP Gansow GmbH,https://www.ipcworldwide.com/de/,False,Dampferzeuger,Einscheibenmaschinen,Fensterreinigungsgeräte,,,,,,
GoGaS Goch GmbH & Co. KG,https://www.gogas.com,False,Gebäudelösungen,Prozesstechnik,Wasserstoffe,,,,,,
Behringer GmbH,http://www.behringer.net,False,Bandsägen,Kreissägen,Profilbearbeitungsmaschinen,Bandsägen,Kreissägen,Profilbearbeitungsmaschinen,Bandsägen,Kreissägen,Profilbearbeitungen
Mikron Germany GmbH,https://www.mikron.com,False,Automationslösungen,Bearbeitungssysteme,Schneidwerkzeuge,,,,,,
Kampf Schneid- und Wickeltechnik,https://www.kampf.de/de/,False,Flexible Filme,Flexible Verpackungen,Technische Anwendungen,,,,,,
BSB Metallverformung,https://www.bsb-bwb.de/de/,True,Druckluftbehälter,Schweißbaugruppen,Stanz- und Umformteile,Laserschweißmaschinen,Pulver- und Nasslack-Beschichtungsanlagen,Stanzmaschinen,Beschichtungen,Schweißens,Stanzen
Kallfass GmbH Maschinen plus Automation,https://www.kallfass-online.com,False,Automationslösungen,Sortierer,Sägen,Fräsmaschinen,Pressen,Sägen,Hobel,Sortierungen,Sägen
Otto Künnecke GmbH,https://www.kuennecke.com,False,Automatisierungslösungen,Maschinenlösungen,Softwarelösungen,,,,,,
TÜNKERS Maschinenbau GmbH,https://www.tuenkers.de,False,Greifertechniken,Spanntechniken,Umformtechniken,,,,,,
Bühler GmbH,http://www.buhlergroup.com,False,Lösungen für die Lebensmittel- und Futtermittelindustrie,Lösungen für die fortgeschrittenen Materialindustrie,Prozesstechnologien,,,,,,
PALLMANN Maschinenfabrik,https://www.pallmann.eu,False,Maschinen und Komplettsysteme für die Aufbereitung und Zerkleinerung von Materialien,Zerkleinerungstechnologie für das Recycling von Wertstoffen,Zerkleinerungstechnologie für die Holzindustrie,,,,Aufbereitungsprozesse,Zerkleinerungsprozesse,
PTR Strahltechnik GmbH,https://www.ptr-ebeam.com/de/,True,Elektronenstrahl-Generatoren,Elektronenstrahlmaschinen,Lohnfertigungsdienstleistungen,Elektronenstrahlmaschinen,Lohnfertigungsmaschinen,,Elektronenstrahlbohren,Elektronenstrahloberflächenbehandlungen,Elektronenstrahlschweißen
Rattunde AG,https://rattunde.one,False,Endenbearbeitungssysteme,Spanlostrennmaschinen,Sägebearbeitungszentren,,,,,,
Bernhard Upmann,https://www.upmann.de,False,Gebrauchtmaschinen,Lösungen für die Agrarindustrie,Verpackungsmaschinen,Annahmemaschinen,Aufbereitungs- und Sortiermaschinen,Lagerungsmaschinen,Annahmen,Aufbereitungen & Sortierungen,Lager
AUTOPSTENHOJ GmbH,https://www.autopstenhoj.com/de/,False,Hebebühnen,Prüftechniken,Speziallösungen,,,,,,
Regal Rexnord,https://www.regalrexnord.com,False,Antriebe und Steuerungen,Gebläse und Luftfördersysteme,Lager,,,,,,
WEISS GmbH,https://www.weiss-world.com,False,Drehindexiertische,Lineare Achsen,Roboter,,,,,,
NAGEL Maschinen- und Werkzeugfabrik GmbH,https://www.nagel.com,True,Honmaschinen,Honwerkzeuge,Superfinish-Maschinen,,,,,,
KALLFASS Verpackungsmaschinen GmbH,https://www.kallfass.de,False,Folienverpackungsmaschinen,Papierverpackungsmaschinen,Verpackungsmaschinen,,,,,,
ATR Industrie-Elektronik GmbH,https://www.atrie.de,False,MSR-Elektronik,Schaltanlagen,Steuerungsanlagen,,,,,,
Carl Cloos Schweißtechnik GmbH,https://www.cloos.de,False,Automatisierte Schweiß- und Schneidsysteme,Hochwertige Schweißgeräte,Schweißprozesse,,,,Laserschweißverfahren,Metallschutzgasschweißverfahren,Wolframschutzgasschweißverfahren
