Company name,Company Url,Lohnfertigung(True/False),Produkte_1,Produkte_2,Produkte_3,Maschinen_1,Maschinen_2,Maschinen_3,Prozess_1,Prozess_2,Prozess_3,Ort,technische Anlagen und Maschinen 2021/22,Maschinen_Park_Size
Walter Förster GmbH,https://www.walter-foerster.de/de/,True,Metallverarbeitungen,Stanzteile,Ziehteile,Pressen,Stanzmaschinen,Werkzeugmaschinen,Laserschneidungen,Stanzungen,Tiefziehungen,Geesthacht,3080067.0,120-200
Rudert Edelstahl-Technik GmbH,https://www.rudert-edelstahl.de,False,Spezialapparate,Warmwasserspeicher,Wärmetauscher,Laserschneidanlagen,Laserschweißanlagen,Orbitalschweißanlagen,Oberflächenbehandlungen,Schnitte,Schweißnähte,Crimmitschau,1307798.0,40-60
J.D. Theile GmbH & Co. KG,https://www.jdt.de,True,Ketten,Schlösser,Zubehör,Drehmaschinen,Fräsmaschinen,Laserschneidmaschinen,Drehen,Fräsen,Laserschneiden,Schwerte,2985947.0,120-200
Junkerwerk Linder GmbH & Co. KG,https://www.junkerwerk.de,False,Abdichtungen,Dichtungen,Schaumstoffteile,,,,Formpresstechniken,Stanztechniken,Vakuumtechniken,Solingen,2278937.0,80-120
Hubert Stüken GmbH & Co. KG,https://stueken.com,True,Baugruppen,Stanzteile,Tiefziehteile,Automatische Stanzpressen,Spritzgießmaschinen,Transferpressen,Spritzgießens,Stanzens,Tiefziehens,Rinteln,18799005.0,350-600
Schäfer-Technik GmbH,https://www.schaefer-technik.de,False,,,,,,,,,,Ulm,1468900.0,40-60
Kremo Werke Hermanns GmbH & Co. KG,https://www.kremo-werke.de,False,Flansche,Rohrzubehör,Schauglasarmaturen,Drehautomaten,Pressen,Stanzen,Kaltumformungen,Stanztechniken,Streckprojizier-Techniken,Krefeld,1200872.0,40-60
MN Kaltformteile Märkische Nietenfabrik,https://www.mn-kaltform.de,True,Achsen,Buchsen,Ventilrohlinge,Nachbearbeitungsmaschinen,Pressen,Werkzeugmaschinen,Nachbearbeitungen,Pressen,Wärmebehandlungen,Altena,3350710.0,120-200
MUNK GmbH,https://www.steigtechnik.de,False,Arbeitsbühnen,Gerüste,Steigleitern,,,,,,,Günzburg,1175765.0,21-40
Berghoff GmbH & Co. KG,http://www.berghoff.eu,True,Baugruppen,Komponenten,Module,Drehmaschinen,Fräsmaschinen,Schleifmaschinen,Drehen,Fräsen,Schleifen,Drolshagen,280039.0,No Match
Martin Höhn GmbH,https://www.hoehn-praezision.de,True,Drehteile,Frästeile,Schleifteile,Drehmaschinen,Fräsmaschinen,Schleifmaschinen,Drehungen,Fräsungen,Schleifungen,Rosenfeld,4121108.0,120-200
Fritz Kübler GmbH,https://www.kuebler.com,False,Encoder,Motorfeedbacksysteme,lagerlose Encoder,,,,,,,Villingen-Schwenningen,4002013.0,120-200
Vogt Umformtechnik GmbH,https://www.kaizhong-vogt.com,False,Komponenten,Präzisionskomponenten,Systemlösungen,Montagemaschinen,Multislidemaschinen,Stanzmaschinen,Härten,Montierungen,Stanzen,Reutlingen,1915536.0,80-120
KUGEL Edelstahlverarbeitung GmbH,https://www.kugel-edelstahl.com/de/,False,,,,,,,,,,Viechtach,1512793.0,60-80
Reiners + Fürst GmbH u. Co. KG,https://www.reinersfuerst.de,False,Geräte,Ringläufer,Spinnringe,,,,,,,Mönchengladbach,167823.0,No Match
GC-heat Gebhard GmbH & Co. KG,https://gc-heat.de,False,Heizelemente für Heißkanalsysteme,Spannjacken,Spiralenheizungen,,,,,,,Waldbröl,879409.0,15-20
AWS Fertigungstechnik GmbH,https://www.aws-ft.de,True,Baugruppenmontagen,Drehteile,Frästeile,CNC-Drehmaschinen,CNC-Fräsmaschinen,Montagemaschinen,Drehungen,Fräsungen,Montagen,Niedernhall,2165895.0,80-120
DVS Production GmbH,http://technology.dvs-gruppe.com,False,,,,,,,,,,Krauthausen,2652760.0,120-200
SPN Schwaben Präzision Fritz Hopf GmbH,https://www.spn-drive.de,False,Antriebssysteme,Getriebe,Verzahnungsteile,Drehmaschinen,Erodiermaschinen,Fräsmaschinen,Drehen,Erodieren,Fräsen,Nördlingen,6030716.0,200-350
Wilhelm Schröder GmbH,https://www.schroeder-hybrid.de/de/,True,Hybridbauteile,Spritzgussteile,Werkzeuge,Exzenterpressen,Spritzgießmaschinen,Stanzautomaten,Spritzgüsse,Stanztechniken,Werkzeugbauten,Herscheid,923202.0,21-40
Müller Präzisionsteile GmbH,https://muepraez.de,True,Bauteile,Komponenten,Präzisionsteile,CNC-Maschinen,Drehmaschinen,Fräsmaschinen,Drehungen,Fräsungen,Oberflächenbehandlungen,Pyrbaum,2705762.0,120-200
Erich Schäfer GmbH & Co. KG,http://www.e-schaefer-kg.de,False,Krane,Motoren,Services,,,,,,,Siegen,84701.0,No Match
Walter Bornmann GmbH,https://www.walter-bornmann.de,True,Baugruppen,Präzisionsdrehteile,Werkstoffe,Drehmaschinen,Fräsmaschinen,Schleifmaschinen,Drehungen,Fräsungen,Schleifungen,Ennepetal,1827833.0,80-120
PTM Präzisionsteile GmbH Meiningen,https://www.ptm-meiningen.de,True,Präzisionsdrehteile,Präzisionserodierteile,Präzisionsfrästeile,Drehmaschinen,Erodiermaschinen,Fräsmaschinen,Drehungen,Erodierungen,Fräsungen,Meiningen,989295.0,21-40
VACUUBRAND GMBH + CO KG,https://www.vacuubrand.com/de/,False,Membranpumpen,Rotationsflügelpumpen,Schraubensp pumps,,,,,,,Wertheim,3981061.0,120-200
Schlösser GmbH & Co. KG,https://www.schloesser-dichtungen.de,True,DAE-Membranen,Dichtungen,OCA-Verklebungen,Laserschneidmaschinen,Stanzmaschinen,Wasserstrahlschneidmaschinen,Laserschneiden,Stanzen,Wasserstrahlschneiden,Mengen,2960415.0,120-200
H. Gewing GmbH,https://gewing.de,True,Kanten,Lasern,Stanzen,CNC-Abkantpressen,Laseranlagen,Stanzanlagen,Biegen,Laserschneiden,Stanzen,Ahaus,3034135.0,120-200
Kößler Technologie GmbH,https://www.koessler-technologie.com,True,Baugruppen,Komponenten,Präzisionsteile,Drehmaschinen,Fräsmaschinen,Schleifmaschinen,Drehen,Fräsen,Schleifen,Babenhausen,20596687.0,350-600
Keulahütte GmbH,https://www.vonroll-hydro.world/de/,False,Armaturen,Hydranten,Rohre,,,,,,,Krauschwitz,1476032.0,40-60
GEWEFA Josef C. Pfister GmbH & Co. KG,https://www.gewefa.de,False,Präzisionswerkzeuge,Spannfutter,Werkzeughalter,Drehmaschinen,Fräsmaschinen,Schleifmaschinen,Drehungen,Fräsungen,Schleifungen,Burladingen,1039140.0,21-40
Lohner Kunststoffrecycling GmbH,https://recyclate.de,True,Aufbereitungskonzepte,Kunststoffgranulate,Recyclingdienstleistungen,Silomischanlagen,Trennanlagen,Vorzerkleinerer,Granulierungen,Trennungen,Zerkleinerungen,Vechta,1603792.0,60-80
ECOROLL AG Werkzeugtechnik,https://www.ecoroll.de,False,Festwalzwerkzeuge,Glattwalzwerkzeuge,Hydrostatische Werkzeuge,Bearbeitungszentren,Bohrwerke,Drehmaschinen,Festwalzen,Glattwalzen,Schäl-Glattwalzen,Celle,1042226.0,21-40
AUMA Drives GmbH,https://auma-drives.com,False,Antriebssysteme,Getriebe,Sondergetriebe,Abwälzfräsmaschinen,Anlagen zur Nasslackierung,CNC-Bearbeitungszentren,Drehungen,Fräsungen,Lackierungen,Coswig,4411104.0,120-200
Feintool System Parts Jessen GmbH,https://www.feintool.com/de/,True,Elektroblechstanzteile,Feinschneidteile,Umformteile,Elektroblechstanzmaschinen,Feinschneidmaschinen,Umformmaschinen,Elektroblechstanzen,Feinschneiden,Umformen,Jessen (Elster),3195676.0,120-200
Walter Steinbach GmbH & Co. KG,https://walter-steinbach.de,True,Baugruppen,Blechkomponenten,Metallkomponenten,CNC-Maschinen,Laserschneidmaschinen,Stanzmaschinen,CNC-Bearbeitungen,Laserschneiden,Stanzen,Donaueschingen,1535078.0,60-80
INDUNORM Bewegungstechnik GmbH,https://www.indunorm.eu,False,Kugelgewindetriebe,Linearachsen,Teleskopführungen,,,,,,,Duisburg,965184.0,21-40
Ing. Lang & Menke GmbH,http://www.langmenke.de,False,Kunststoff-technologien,Präzisions-Stanzteile,,,,,,,,Hemer,3613119.0,120-200
Burger Industriewerk GmbH & Co. KG,https://biw-burger.de,True,Baugruppen,Komponenten,Module,Drehmaschinen,Fräsmaschinen,Schleifmaschinen,Drehungen,Fräsungen,Schleifungen,Schonach im Schwarzwald,1712930.0,60-80
STICHT Technologie GmbH,https://www.sticht-technologie.com,True,Laserschweißmaschinen,Spritzgussmaschinen,Zerspanungsmaschinen,Laserschweißmaschinen,Spritzgussmaschinen,Zerspanungsmaschinen,Laserschweißens,Spritzgießen,Zerspanen,Schlangenbad,5040413.0,200-350
Ernst Schad GmbH,https://www.ernst-schad.de,True,Sonderlösungen,Zahnräder nach Mustern,Zahnräder nach Zeichnungen,,,,,,,Dortmund,379471.0,10-15
Heckler GmbH,https://www.heckler.de,False,Fließpressteile,Kaltformteile,Präzisionsformteile,Fertigungsmaschinen,Fließpressmaschinen,Werkzeugmaschinen,Fließpressen,Kaltmassivumformungen,Werkzeugbauten,Oberlungwitz,4263042.0,120-200
Plasticon Germany GmbH,https://www.plasticoncomposites.com,False,Apparate,Gefäße,Rohrleitungen,Laminierungen,Pressungen,Schweißungen,Laminierungen,Pressungen,Schweißungen,Dinslaken,241291.0,No Match
FormFactor GmbH,https://www.formfactor.com,False,Probe Systeme,Proben,Prüfkarten,,,,,,,Thiendorf,1099178.0,21-40
Grünewald Feinmaschinenbau GmbH & Co. KG,https://www.gelenkwellen.de,True,Gelenkwellen,Getriebekomponenten,Motorsportkomponenten,Fräsmaschinen,Laserschweißmaschinen,Schleifmaschinen,Fräsen,Schleifen,Schweißen,Grävenwiesbach,1328875.0,40-60
Riedel Filtertechnik GmbH,https://www.riedel-filtertechnik.com/de/,False,Entstaubungsanlagen,Geruchsreduzierungsanlagen,Pneumatische Fördersysteme,,,,,,,Leopoldshöhe,129945.0,No Match
Carl Leipold GmbH,https://www.leipold.com,True,Präzisionskomponenten,gedrehte Teile,maßgeschneiderte Artikel,Drehmaschinen,Fräsmaschinen,Schleifmaschinen,Drehen,Fräsen,Schleifen,Wolfach,2995290.0,120-200
Klinkau GmbH + Co. KG,https://www.klinkau.de/de/,False,Filterplatten,Membranfilterplatten,Sonderbauteile,,,,,,,Marktoberdorf,2375212.0,80-120
RUD-SCHÖTTLER UMFORMTECHNIK,http://www.rud-schoettler.de,True,Konstruktionen,Lasthaken,Schmiedeteile,Exzenterpressen,Schmiedehämmer,Zerspanungsmaschinen,Mechanische Bearbeitungen,Schmieden,Wärmebehandlungen,Hagen,676255.0,10-15
Bernhard Gotzeina & Co. GmbH,https://b-gotzeina.de,True,Baugruppen,CNC-Drehteile,Frästeile,CNC-Drehmaschinen,Fräsmaschinen,Langdrehautomaten,Drehungen,Fräsungen,Schleifungen,Eisfeld,2180555.0,80-120
Feindrahtwerk Adolf Edelhoff GmbH & Co. KG,https://www.edelhoff-wire.de,False,Beschichtungswerkstoffe,Drahtmodifikationen,Kernwerkstoffe,,,,Feuerverzinnungen,Galvaniken,Glühungen,Iserlohn,2214422.0,80-120
Spindelfabrik Suessen GmbH,https://www.suessen.com,False,Komponenten,Serviceleistungen,Spinnsysteme,,,,,,,Süßen,4445216.0,120-200
HA-BE Gehäusebau GmbH,https://habe.de,True,Chassis,Frontplatten,Gehäuse,Bearbeitungszentren,Laserschneidmaschinen,Laserschweißmaschinen,Laserschneidverfahren,Laserschweißverfahren,Spanende Fertigungen,Essenbach OT Altheim,2343952.0,80-120
SANI GmbH,https://www.sani.de,False,Modulbauten & Container,Referenzprojekte,Sanitäre Infrastrukturen,,,,,,,Borgstedt,436524.0,10-15
Josef Henkenjohann GmbH,https://www.henkenjohann.de,False,Antriebselemente,Kettenräder,Stirnräder,Drehmaschinen,Fräsmaschinen,Schleifmaschinen,Drehen,Fräsen,Schleifen,Verl,623002.0,10-15
HEKO Ketten GmbH,https://www.heko.com,False,Ersatzteile,Komponenten,Zugträger Rundstahlketten,Fräsmaschinen,Montagemaschinen,Schleifmaschinen,Fräsen,Montagen,Schleifen,Wickede (Ruhr),2418980.0,80-120
Hujer Lasertechnik GmbH,https://www.hujer-lasertechnik.de,True,CNC-Abkantpressen,Laserschneidmaschinen,Laserschweißmaschinen,CNC-Abkantpressen,Laserschneidmaschinen,Laserschweißmaschinen,Abkanten,Laserschneiden,Laserschweißen,Harsewinkel,2622058.0,120-200
Unifrax GmbH,https://www.unifrax.com/de/,False,,,,,,,,,,Mohlsdorf-Teichwolframsdorf,1200357.0,40-60
Odenwälder Kunststoffwerke,https://www.okw.com,False,Abstimmknöpfe,Aluminiumgehäuse,Gehäuse,Extrudierens,Laserschneidens,Spritzgießens,Extrudieren,Laserschneiden,Spritzgießverfahren,Buchen (Odenwald),1171007.0,21-40
POLI-TAPE Klebefolien GmbH,https://www.poli-tape.de,False,Digitaldruckfolien,Plotterfolien,Textil-Transferfolien,,,,Beschichtungen,Konfektionierungen,Lagerlogistiken,Remagen,8478660.0,200-350
IBG HydroTech GmbH,https://www.ibg-hydro-tech.de,False,Fahrzeugausbauten,Inlinerprodukte,Systemkomponenten,,,,,,,Alzenau,676018.0,10-15
IBS Filtran Kunststoff,https://www.ibs-filtran.com,False,Druckölfilter,Fluidfiltersysteme,Saugölfilter,Extrudiermaschinen,Laserschweißmaschinen,Spritzgießmaschinen,Extrudieren,Laserschweißverfahren,Spritzgießverfahren,Morsbach,9414712.0,200-350
Jenaer Gewindetechnik GmbH,http://www.jena-tec.de,False,Kugelgewindetriebe,Linearmodule,Zahnräder,Fräsmaschinen,Präzisionswerkzeugmaschinen,Schleifmaschinen,Fräsen,Montagen,Schleifen,Jena,2830485.0,120-200
Dynacast Deutschland GmbH,https://www.dynacast.com,True,Die Druckguss-Technologien,Metalle,Zusätzliche Fähigkeiten,Erodiermaschinen,Fräsmaschinen,Laserschneidmaschinen,Erodieren,Fräsen,Laserschneiden,Bräunlingen,3319737.0,120-200
Weber Bürstensysteme GmbH,https://www.weberbrushes.com,False,Besen,Bürsten,Reinigungssysteme,,,,,,,Bad Camberg,1366219.0,40-60
HAINBUCH GMBH,https://www.hainbuch.com,False,Spanndorne,Spannfutter,Spannmittel,,,,,,,Marbach am Neckar,8527347.0,200-350
Schock Metallwerk GmbH,https://www.schock-group.com,True,Kugelführungen,Spezialprofile,Teleskopschienen,Biegen,Prägen,Schweißen,Metallverarbeitungen,Oberflächenveredelungen,Rollform-Techniken,Urbach (Rems),145247.0,No Match
MJM-Metallverarbeitung Mangner GmbH,https://mjm-metallverarbeitung.de,True,Drehmaschinen,Fräsmaschinen,Laserschneidemaschinen,Abkantbänke,Laseranlagen,Tieflochbohrzentren,Drehens,Fräsens,Laserschneidens,Dautphetal,11299579.0,350-600
Afag GmbH,https://www.afag.com,False,Fütterungslösungen,Handhabungslösungen,Montageautomatisierungslösungen,,,,,,,Amberg,227399.0,No Match
Robert Plersch Edelstahltechnik GmbH,https://www.plersch.de,True,Abkantteile,Baugruppen,Rohrlaserteile,CNC-Kanttechniken,Laserzentren,Richtwalzmaschinen,Biegen,Laserschneiden,Schweißen,Hawangen,1858869.0,80-120
HGGS LaserCUT GmbH & Co. KG,http://www.hggs.de,True,Bauteile,Komponenten,Lösungen,3D-Drucker,Abkantmaschinen,Fräsmaschinen,3D-Drucke,Abkanten,Fräsen,Hatzenbühl,1012829.0,21-40
J.D. Geck GmbH,https://www.geck.de,False,Einkaufswagen,Preisauszeichnungssysteme,Warenträger,,,,,,,Altena,2924674.0,120-200
Tenaris,https://www.shawcor.com,False,Beschichtungslösungen,Onshore-Rohrleitungen,Öl-Länder-Rohrwaren,,,,,,,Rheinbach,6103901.0,200-350
BOOSTER Precision Components,https://www.booster-precision.com/en/,True,Brennstoffzellenkomponenten,E-Mobilitätskomponenten,Industriekomponenten,Bearbeitungsmaschinen,Gießmaschinen,Montagemaschinen,Bearbeitungen,Gießereien,Montagen,Schwanewede,12705757.0,350-600
John Crane GmbH,https://www.johncrane.com,False,Dichtungsoberflächentechnologien,Dichtungsträgersysteme,Mechanische Dichtungen,,,,,,,Fulda,370480.0,10-15
EMG Casting AG,https://emg-casting.de,True,Aluminiumgüsse,Graugüsse,Gussteile,Fräsmaschinen,Modellbaumaschinen,Schleifmaschinen,Fräsens,Gießens,Schleifens,Waldkraiburg,5470939.0,200-350
C. Otto Gehrckens GmbH & Co. KG,https://www.cog.de,False,Elastomerdichtungen,Formteile,O-Ringe,,,,,,,Pinneberg,1022179.0,21-40
ATLANTIC GmbH,http://www.atlantic-schleifscheiben.de,False,Schleifscheiben,Schleifsteine,Schleifwerkzeuge,Hobelmaschinen,Profiliermaschinen,Schleifmaschinen,Hobeln,Profilieren,Schleifen,Bonn,428345.0,10-15
Precima Magnettechnik GmbH,https://www.precima.de,False,Elektromagnetkupplungen,Federbetätigte Elektromagnetbremsen,Gleichrichter,,,,,,,Bückeburg,790406.0,15-20
Cellofoam GmbH & Co. KG,https://www.cellofoam.de,False,Dichtungen,Klebebänder,Schallschutzmaterialien,Pressen,Stanzmaschinen,Verarbeitungsmaschinen,Pressen,Stanzen,Verarbeitungen,Biberach an der Riß,2343971.0,80-120
Metawell GmbH,https://www.metawell.com,False,Aluminium-Sandwichplatten,Leichtbaukomponenten,Sonderlösungen,CNC-Bearbeitungsmaschinen,Metawell® Aluflex-Maschinen,Plattenkreissägen,CNC-Bearbeitungen,Kanten,Montagen,Neuburg an der Donau,540758.0,10-15
Ewald Kaufmann GmbH & Co. KG,http://www.kaufmann-mikromechanik.de/de/,True,Baugruppen,Oberflächenveredelungen,Präzisionsdrehteile,Drehmaschinen,Schleifmaschinen,Wärmebehandlungsanlagen,Drehungen,Schleifungen,Wärmebehandlungen,Remchingen,3577335.0,120-200
IMERYS LAUFENBURG GmbH,https://www.imerys.com,False,Marken,Mineralien,Märkte,,,,,,,Laufenburg (Baden),4002197.0,120-200
Kurt Allert GmbH + Co. KG,https://www.allert.com/de/,False,Befestigungstechniken,Förderbänder,Stanzteile,Hochleistungspressen,Montagemaschinen,Stanzautomaten,Biegen,Montagen,Stanzen,Oberndorf am Neckar,1298707.0,40-60
Nordson Corporation,https://www.nordson.com,False,Klebstoffdosiersysteme,Präzisionsflüssigkeitsdosiersysteme,konstruierte Flüssigkeitsdosiergeräte,,,,,,,Neckarsulm,791417.0,15-20
Uhlig Wel-Cor GmbH,https://www.uhlig.eu,True,Druckteile,Kesselbaukomponenten,schweißplattierte Bauteile,Fräsmaschinen,Laserschneidmaschinen,Schweißmaschinen,Fräsens,Laserschneidens,Schweißens,Langelsheim,1650681.0,60-80
Loll Feinmechanik GmbH,https://www.loll-feinmechanik.de,True,Baugruppen,Einzelkomponenten,Komplett-Systeme,Drehmaschinen,Erodiermaschinen,Fräsmaschinen,Drehen,Erodieren,Fräsen,Tornesch,2290782.0,80-120
di-soric GmbH & Co. KG,https://www.di-soric.com,False,Maschinenbeleuchtungen,Sensoren,Visionssensoren,,,,,,,Urbach (Rems),466230.0,10-15
IDT Industrie- und Dichtungstechnik GmbH,https://idt-dichtungen.de,False,Dichtungen,Kunststofftechnologien,Packungen,,,,,,,Essen,37604.0,No Match
Wiedemann GmbH,https://www.wiedemann-kerzen.de,False,Duftkerzen im Glas,Flachkopfkerzen,Marble Rustik Kerzen,,,,,,,Husum,1467272.0,40-60
Wiedemann GmbH,https://www.wiedemann-kerzen.de,False,Duftkerzen im Glas,Flachkopfkerzen,Marble Rustik Kerzen,,,,,,,Deggendorf,1467272.0,40-60
Schellenberger Bürstenfabrik GmbH,https://schellenberger-brushes.com,False,Bürsten,Pinsel,Zubehör,Drehmaschinen,Fräsmaschinen,Schleifmaschinen,Drehungen,Fräsungen,Schleifungen,Bechhofen,798291.0,15-20
Brugger GmbH,https://www.brugger-magnet.de,False,Magnetbefestigungen,Magnetsysteme,Magnetzubehör,,,,,,,Hardt,1840997.0,80-120
CVT-Capellmann GmbH & Co. KG,https://www.cvt.de,True,Drehteile,Schnecken,Zahnräder,Drehmaschinen,Fräsmaschinen,Schleifmaschinen,Drehen,Fräsen,Schleifen,Gosheim,5613437.0,200-350
Vogt-Plastic GmbH,https://www.vogt-plastic.de/de/,False,Recruiting,Recycling,Regranulate,,,,,,,Rheinfelden,20994410.0,350-600
Wilhelm Maass GmbH,http://www.wmaass.de,False,Armaturen,Flansche,Rohre,,,,Bearbeitungen,Schmieden,Schweißungen,Essen,1480617.0,40-60
Habasit GmbH,https://www.habasit.com/de/,False,,,,,,,,,,Eppertshausen,1874817.0,80-120
August Dreckshage GmbH & Co. KG,https://dreckshage.de,False,Lineartechniken,Profile+Systeme,Walzen,,,,,,,Bielefeld,753216.0,15-20
RT-Lasertechnik GmbH,https://www.rt-lasertechnik.de,True,Biegen,Laserschneiden,Rohrlasern,Kantbänke,Laserschneidmaschinen,Rohrlasermaschinen,Biegen,Laserschneiden,Schweißen,Rheda-Wiedenbrück,592577.0,10-15
Wezel GmbH Kaltumform-Technik,http://www.wezel.de,False,Fertigteile,Kupplungsgeometrien,Verzahnungsbauteile,Fließpressen,Messvorrichtungen,Spannwerkzeuge,Fließpressen,Härten,Zerspanungen,Frickenhausen,1304568.0,40-60
THALETEC GmbH,https://thaletec.com,True,Emaillierte Kolonnen,Emaillierte Rührbehälter,Emaillierte Wärmeaustauscher,Fräsmaschinen,Schleifmaschinen,Schweißmaschinen,Fräsen,Schleifen,Schweißen,Thale,581851.0,10-15
DUROtherm Kunststoffverarbeitung GmbH,https://www.durotherm.de,True,Formteile,Kunststoffteile,Verpackungen,PUR-Schaummaschinen,RRIM-Maschinen,Thermoformmaschinen,RRIM-Verfahren,Schaumgießen,Thermoformen,Haiterbach,146629.0,No Match
MS-GRAESSNER GmbH & Co. KG,https://www.graessner.de/de/,False,Kegelräder,Sondergetriebe,Winkelgetriebe,,,,,,,Dettenhausen,431947.0,10-15
Schondelmaier GmbH Presswerk,http://www.schondelmaier.de/de/,False,Bauteile,Komponenten,Produkte,Hydraulikpressen,Mehrstufenpressen,Roboter,Kaltumformungen,Mechanische Bearbeitungen,Qualitätssicherungen,Gutach (Schwarzwaldbahn),13585777.0,350-600
RÖCO GmbH,https://www.roeco.de,False,Hydrauliken,Keilriemen,Wälzlager,,,,,,,Dortmund,23779.0,No Match
APPEL GmbH,https://www.appelgmbh.com,False,Dichtungsprofile,Elastomermischungen,Gummiformteile,,,,,,,Lauda-Königshofen,2036172.0,80-120
Christen + Laudon GmbH,https://www.christen-laudon.de,False,Apparate,Behälter,Rohre,3D CAD-Software,Qualitätskontrollsysteme,Wickeleinrichtungen,Laminierungen,Qualitätssicherungen,Schweißungen,Malbergweich,465961.0,10-15
Orbilan GmbH Kunststoffwerk,https://www.orbilan.de,False,Fertigteile,Halbzeuge,ORBILAN Produkte,,,,Pressen,Sintern,Verarbeiten,Rosendahl,5536975.0,200-350
GMA Metall GmbH,https://gma.de/en/,False,Baugruppen,Feinblechbearbeitungen,konventionelle Stanzteile,Biegemaschinen,Pressen,Stanzen,Biegen,Montagen,Stanzen,Bünde,57695.0,No Match
Stüwe GmbH & Co. KG,https://www.stuewe.de,False,Bremssysteme,Industriebremsscheiben,Reibschlussverbindungen,Fräsmaschinen,Montagemaschinen,Schleifmaschinen,Fräsen,Montagen,Schleifen,Hattingen,2357792.0,80-120
EMW filtertechnik GmbH,https://www.emw.de/de/,False,Filtermedien,Filterschaumstoffe,Luftfilter,,,,,,,Diez,217510.0,No Match
Ute Schlieder Metallwarenfabrik GmbH,https://www.us-metallwaren.de,True,Schweißen,Stanzen,Umformen,Schweißmaschinen,Stanzmaschinen,Umformmaschinen,Schweißen,Stanzen,Umformen,Marienberg,2826811.0,120-200
Burgmaier Technologies GmbH + Co KG,https://burgmaier.com,False,Aluminiumteile,Präzisionsteile,Stahlteile,CNC-Maschinen,Drehautomaten,Fräsmaschinen,Drehungen,Fräsungen,Schleifungen,Allmendingen,1834587.0,80-120
Lehmer Maschinentechnik GmbH,https://lehmer.de,True,Fördertechniken,Komponenten für regenerative Energieanlagen,Maschinenbauten,CNC-Bearbeitungsmaschinen,Kantmaschinen,Laserschneidmaschinen,Biegearbeiten,CNC-Bearbeitungen,Laserschneiden,Bruck in der Oberpfalz,560379.0,10-15
LASCO Umformtechnik GmbH,https://www.lasco.com,True,Automationslösungen,Fertigungsanlagen,Werkzeugmaschinen,Erodiermaschinen,Fräsmaschinen,Schneidmaschinen,Erodieren,Fräsen,Laserschneiden,Coburg,4369484.0,120-200
Lydall Gutsche GmbH & Co. KG,https://www.lydall-gutsche.com,False,Filtermedien,Isoliermaterialien,technische Textilien,,,,,,,Fulda,3778487.0,120-200
Zahnradfabrik Hänel GmbH & Co. KG,https://haenel-zahnrad.de/de/,False,Präzisions-Schleifräder,Präzisions-Zahnräder,Zahnradwellen,Drehmaschinen,Fräsmaschinen,Schleifmaschinen,Drehungen,Fräsen,Schleifen,Bad Friedrichshall,1653127.0,60-80
Rempel Stanztechnik GmbH,https://www.rempel-stanztechnik.de,True,Stanzteile,Tiefziehteile,Umformteile,Messmaschinen,Pressen,Werkzeugmaschinen,Stanzen,Tiefziehen,Umformen,Plettenberg,1044047.0,21-40
Presswerk Struthütten GmbH,https://www.pws.gmbh,True,Fügetechniken,Schneidetechniken,Umformtechniken,Exzenterpressen,Hydraulikpressen,Roboterschweißmaschinen,Fügetechniken,Oberflächenbehandlungen,Schneidetechniken,Neunkirchen,4533978.0,120-200
SMW Druckgießtechnik GmbH,http://www.smwgmbh.de,True,Aluminium-Druckgussteile,Blechstäke,Druckgießanlagen,Bearbeitungszentren,Handarbeitsplätze,Montageautomaten,Bearbeitungszentren,Biegeteile,Gießens,Schöntal,1970329.0,80-120
S W Umformtechnik GmbH & Co. KG,https://sw-umformtechnik.de,False,Baugruppen,Präzisionsteile,Schmiedeteile,Konstruktionsmaschinen,Simulierungsmaschinen,Werkzeugmaschinen,Herstelllungen,Konstruierungen,Simulationen,Herscheid,3318487.0,120-200
Kern Technik GmbH & Co. KG,https://www.kern-technik.de,False,Gleichstrommagnete,Magnetventile,Steuermagnete,CNC-Bearbeitungszentren,CNC-Drehmaschinen,Spritzgießmaschinen,Bohrungen,Drehungen,Schleifen,Schleusingen,406258.0,10-15
FISCHER Deutschland GmbH,https://www.fischerspindle.ch,False,Fräsköpfe,Frässpindeln,Schleifspindeln,Drehmaschinen,Fräsmaschinen,Schleifmaschinen,Drehen,Fräsen,Schleifen,Langenfeld (Rheinland),1641195.0,60-80
RHR Profiltechnik GmbH,http://www.rhr-profiltechnik.de,True,Extrusionswerkzeuge,Kunststoffprofile,PVC-Lösungen,Extrusionslinien,,,Extrudierungen,,,Georgsmarienhütte,1374028.0,40-60
Josef Wierling GmbH,https://www.wierling.de,True,Abwassertechnik,Chemie Anlagenbau,Kraftwerkstechnik,Blechumformungen,Laserbearbeitungen,Mechanische Bearbeitungen,Biegen,Laserschneiden,Schweißen,Nordkirchen,1291493.0,40-60
Sauter GmbH,https://sauter-drehteile.de,True,Baugruppen,Drehteile,Frästeile,Drehmaschinen,Fräsmaschinen,Schleifmaschinen,Drehungen,Fräsungen,Schleifungen,Wehingen,13590134.0,350-600
Brosius GmbH,https://www.brosius-gmbh.com,True,Baugruppen,Konstruktionen,Montagen,CNC-Drehautomaten,Kantbänke,Laseranlagen,Abkanten,Biegen,Laserschneiden,Föhren am Meulenwald,157000.0,No Match
Rattay Metallschlauch-,https://www.rattay.de/de/,False,Kompensatoren,Metallschläuche,Schlauchleitungen,,,,,,,Hünxe,446406.0,10-15
