Company name,Company Url,Lohnfertigung(True/False),Produkte_1,Produkte_2,Produkte_3,Maschinen_1,Maschinen_2,Maschinen_3,Prozess_1,Prozess_2,Prozess_3,Ort,technische Anlagen und Maschinen 2021/22,Maschinen_Park_Size,Maschinen_Park_var,hours_of_saving
Carrier Klimatechnik GmbH,https://www.carrier.com,False,Gewerbliche HVACs,Kühlketten,Wohngebäude-HVACs,,,,,,,Ismaning,5342245.0,200-350,200,75000
Veolia Water Technologies,https://www.veoliawatertechnologies.de,False,Verdampferanlagen,Wasseraufbereitungstechnologien,Wasserbehandlungslösungen,,,,,,,Celle,5611592.0,200-350,200,75000
thermofin GmbH,https://www.thermofin.de,False,Rückkühler,Verdampfer,Wärmeübertragerblöcke,,,,,,,Heinsdorfergrund,6912888.0,200-350,200,75000
EFD Induction GmbH,https://www.enrx.com,False,Drahtlose Ladelösungen,Induktionsheizsysteme,Kontaktlose Stromversorgungssysteme,,,,,,,Freiburg im Breisgau,265404.0,No Match,,
F.A.T. Förder- und Anlagentechnik GmbH,https://www.f-a-t.de,False,Ersatzteile,Gießereianlagen,Schüttguttechniken,,,,,,,Niederfischbach,409787.0,10-15,10,3750
INVENT Umwelt- und Verfahrenstechnik AG,https://invent-uv.de,False,Belüftungssysteme,Fest-Flüssig-Trennsysteme,Rührwerke,,,,,,,Erlangen,345351.0,10-15,10,3750
Kliewe GmbH,https://www.kliewe.de,True,Anlagen,Behälter,Rohrleitungen,,,,,,,Hamburg,308944.0,10-15,10,3750
Schwelm Anlagentechnik GmbH,https://www.schwelm-at.de,False,Biogasanlagen,Erdgastankstellen,Wasserstofftankstellen,,,,,,,Schwelm,41745.0,No Match,,
Riensch & Held GmbH & Co. KG,https://www.riensch.de,False,Haushaltsfilter,Teefilter,Wasserfilter,,,,,,,Hamburg,787729.0,15-20,15,5625
Lübbers Anlagen- und Umwelttechnik GmbH,https://www.luebbers.org,False,Filtrationstechnologien,Sprühtrocknungen,Verdampfungen,,,,,,,Bad Langensalza,154575.0,No Match,,
FHR Anlagenbau GmbH,https://www.fhr.biz/de/,False,Beschichtungsservices,Sputtertargets,Vakuum-Beschichtungsanlagen,,,,PVD-Beschichtungen,Schichtstrukturen,Sputter-Technologien,Ottendorf-Okrilla,459800.0,10-15,10,3750
ONEJOON GmbH,https://www.onejoon.de/en/,False,Brennöfen,Prüfzentrum-Dienstleistungen,Öfen,Prüfgeräte,Schmelzöfen,Öfen,Beschichtungen,Pyrolysen,Thermische Behandlungen,Bovenden,990315.0,21-40,21,7875
Hübers Verfahrenstechnik,https://huebers.de,True,Mischanlagen,Ofen-Systeme,Umlaufgießanlagen,,,,Dosierungen,Mischungen,Vergießungen,Bocholt,2305501.0,80-120,80,30000
TeKo Gesellschaft für Kältetechnik mbH,https://teko-gmbh.com,False,Kälteaggregate,Regelelektroniken,Wärmetauscher,,,,,,,Altenstadt,853228.0,15-20,15,5625
Suma Rührtechnik GmbH,https://www.suma.de,False,Anwendungen,Pumpen,Rührwerke,,,,,,,Sulzberg,84989.0,No Match,,
Bühler GmbH,http://www.buhlergroup.com,False,Extrusion-Lösungen,Fräsmaschinen,Schleifmaschinen,Erodiermaschinen,Fräsmaschinen,Schleifmaschinen,Erodieren,Fräsen,Schleifen,Beilngries,4156625.0,120-200,120,45000
Bühler GmbH,http://www.buhlergroup.com,False,Extrusion-Lösungen,Fräsmaschinen,Schleifmaschinen,Erodiermaschinen,Fräsmaschinen,Schleifmaschinen,Erodieren,Fräsen,Schleifen,Reichshof,4156625.0,120-200,120,45000
Bühler GmbH,http://www.buhlergroup.com,False,Extrusion-Lösungen,Fräsmaschinen,Schleifmaschinen,Erodiermaschinen,Fräsmaschinen,Schleifmaschinen,Erodieren,Fräsen,Schleifen,Braunschweig,4156625.0,120-200,120,45000
AUTEFA Solutions Germany GmbH,https://www.autefa.com,False,Automatisierungen,Pressensysteme,Vliesstofftechnologien,,,,,,,Friedberg,5846458.0,200-350,200,75000
Dr. Diestel GmbH,https://www.dr-diestel.de,False,Klimaanlagen,Kälteanlagen,Raumlufttechnische Anlagen,,,,,,,Rostock,118150.0,No Match,,
Elma Schmidbauer GmbH,https://www.elma-ultrasonic.com,False,Dampfreinigungsgeräte,Reinigungschemien,Ultraschallreinigungsgeräte,,,,,,,Singen (Hohentwiel),1747872.0,60-80,60,22500
Sell GmbH,https://www.sell.gmbh,False,Rohrleitungsbauten,Schlosserarbeiten,Technische Gebäudeausrüstungen,,,,,,,Helmbrechts,240673.0,No Match,,
Binder GmbH,https://www.binder-foerdertechnik.de,True,Modulband-Fördertechniken,Palettenfördertechniken,Tablarfördertechniken,,,,,,,Burgstetten,713923.0,15-20,15,5625
Binder GmbH,https://www.binder-foerdertechnik.de,True,Modulband-Fördertechniken,Palettenfördertechniken,Tablarfördertechniken,,,,,,,Tuttlingen,713923.0,15-20,15,5625
Bernd Münstermann GmbH & Co. KG,https://www.muenstermann.com/de/,False,Luftreinhaltungen,Materialhandlings,Thermoprozessanlagen,,,,,,,Telgte,1229320.0,40-60,40,15000
Rudnick & Enners,https://www.rudnick-enners.com,False,Fördertechniken,Trocknungsanlagen,Zerkleinerungsmaschinen,,,,,,,Alpenrod,2137336.0,80-120,80,30000
Rump Strahlanlagen GmbH & Co. KG,http://www.rump.de,False,Kompaktanlagen,Retrofits,Strahlanlagen,,,,,,,Salzkotten,402984.0,10-15,10,3750
SERVOLIFT GmbH,https://www.servolift.de/de/,False,Handlingsysteme,Mischsysteme,Reinigungssysteme,,,,,,,Offenburg,285693.0,No Match,,
Apleona Wolfferts GmbH,https://www.wolfferts.apleona.com,False,Gebäudetechniken,Karrieren,Services,,,,,,,Köln,757330.0,15-20,15,5625
psb intralogistics GmbH,https://www.psb-gmbh.de,False,Kommissioniersysteme,Lagersysteme,Sortiersysteme,,,,,,,Pirmasens,2739973.0,120-200,120,45000
WEHRLE-WERK AG,https://www.wehrle-werk.de,False,Abfallverbrennungsanlagen,Abwasserbehandlungsanlagen,Rohstoffrückgewinnungssysteme,,,,,,,Emmendingen,3282430.0,120-200,120,45000
Binder GmbH,https://www.binder-world.com,False,Inkubatoren,Klimaschränke,Ultratiefkühlschränke,,,,,,,Burgstetten,713923.0,15-20,15,5625
Binder GmbH,https://www.binder-world.com,False,Inkubatoren,Klimaschränke,Ultratiefkühlschränke,,,,,,,Tuttlingen,713923.0,15-20,15,5625
Europress Umwelttechnik GmbH,https://www.europress-umwelttechnik.de,False,Ballenpressen,Schottpressen,Sortieranlagen,,,,,,,Lathen,107804.0,No Match,,
CREAVAC-Creative Vakuumbeschichtung GmbH,https://www.creavac.de,True,Oberflächenbeschichtungen,Serviceleistungen,Vakuumanlagenbauten,Elektronenstrahlverdampfer,Sputteranlagen,Verdampfungsanlagen,Elektronenstrahlverdampfungen,Sputtern,Thermische Verdampfungen,Dresden,1711346.0,60-80,60,22500
Volkmann GmbH,https://volkmann.info,False,Big-Bags Entleerungsstationen,Produktaufgabestationen,Vakuumförderer,,,,,,,Soest,2492648.0,80-120,80,30000
Centrotherm Systemtechnik GmbH,https://www.centrotherm.com,False,FVK-Materialien,Spritzgüsse,schaumverstärkte Kunststoffe,,,,,,,Brilon,5387610.0,200-350,200,75000
HOSOKAWA ALPINE Aktiengesellschaft,https://www.hosokawa-alpine.de,False,Anlagen,Lösungen,Maschinen,Feinprallmühlen,Kugelmühlen,Multiprozessanlagen,Mahlen,Mischen,Trocknen,Augsburg,7323326.0,200-350,200,75000
