Company name,Company Url,Lohnfertigung(True/False),Produkte_1,Produkte_2,Produkte_3,Maschinen_1,Maschinen_2,Maschinen_3,Prozess_1,Prozess_2,Prozess_3,Ort,technische Anlagen und Maschinen 2021/22,Maschinen_Park_Size,Maschinen_Park_var,hours_of_saving
Dr. Freist Automotive GmbH,https://www.dfa-gmbh.com,False,Entdröhnfolien,Hybridmaterialien,Versteifungsfolien,Mischer,Kalander,Knetanlagen,Mischungen,Kalandrierungen,Kneten,Goslar,9824340.0,200-350,200,75000
SCHROTH Safety Products GmbH,https://www.schroth.com/de/,False,Gurtsysteme,Rückhaltesysteme,Sicherheitslösungen,,,,,,,Arnsberg,358174.0,10-15,10,3750
REBO Lighting & Electronics GmbH,https://www.rebo-group.de,False,Beleuchtungssysteme,Beleuchtungstechnologien,Automobilbeleuchtungen,Fräsmaschinen,Lasermarkiermaschinen,Spritzgießmaschinen,Fräsen,Lasermarkierungen,Spritzgießungen,Eisenach,9577946.0,200-350,200,75000
Litens Automotive GmbH & Co. KG,https://litens.com,False,Technologien,Lösungen,Dienstleistungen,,,,,,,Gelnhausen,7074689.0,200-350,200,75000
DENSO AUTOMOTIVE Deutschland GmbH,https://www.denso-am.eu/de/,False,Autoteile,Diesel Komponenten,Filter,,,,,,,Eching,7563534.0,200-350,200,75000
Jifeng Automotive Interior GmbH,https://jifeng-automotive.com,False,Kopfstützen,Mittelarmlehnen,Automobil-Innenraumkomponenten,,,,,,,Kitzingen,215938.0,No Match,,
Langen CNC Metalltechnik GmbH & Co. KG,https://langen-cnc.de,True,Spezialanfertigungen,Lasertechniken,Umformungen,Lasermaschinen,Biegen,Schweißmaschinen,Laserschneiden,Biegen,Schweißen,Hilkenbrook,305124.0,10-15,10,3750
Magna Car Top Systems GmbH,https://www.magna.com,False,Automobile,Komponenten,Systeme,,,,,,,Bietigheim-Bissingen,348428.0,10-15,10,3750
Erich Jaeger GmbH + Co. KG,https://www.erich-jaeger.com/de/,False,Verbindungssysteme,Elektrosätze,Steckverbinder,,,,,,,Friedberg (Hessen),21948.0,No Match,,
Meleghy Automotive GmbH & Co. KG,http://meleghyautomotive.de,False,Automobilkomponenten,Blechbaugruppen,Fahrwerkskomponenten,Pressen,Fügeanlagen,KTL-Anlagen,Umformtechniken,Fügetechniken,Beschichtungen,Wilnsdorf,9509234.0,200-350,200,75000
GEDIA Gebrüder Dingerkus GmbH,https://www.gedia.com,False,Baugruppen,Komponenten,Funktionselemente,Fräsmaschinen,Erodiermaschinen,Laserschneidmaschinen,Fräsen,Erodieren,Laserschneiden,Attendorn,25090867.0,350-600,350,131250
Walther Flender GmbH,https://www.walther-flender.de/de/,False,Zahnriemenantriebe,SKID Tragrollen,Getriebemotoren,,,,,,,Düsseldorf,2925862.0,120-200,120,45000
ModellTechnik Rapid Prototyping GmbH,https://www.modelltechnik.de,True,Prototypen,Modelle,Werkzeuge,Fräsmaschinen,Laminiermaschinen,Spritzgießmaschinen,Fräsen,Laminieren,Spritzgießen,Waltershausen,3020655.0,120-200,120,45000
NIFCO Germany GmbH,https://www.nifco.de,False,Ablagefächer,Aschenbecher,Dachkonsolen,,,,,,,Weißenburg in Bayern,12356102.0,350-600,350,131250
ESKA Automotive GmbH,https://eska.net/de/,False,Verbindungselemente,Kaltformteile,hochfeste Aluminiumschrauben,Mehrstufenpressen,Wärmebehandlungslinien,CNC-gesteuerte Automaten,Kaltmassivumformungen,Wärmebehandlungen,Mechanische Bearbeitungen,Chemnitz,10416886.0,350-600,350,131250
Karosseriewerke Dresden GmbH,https://www.kwdag.com,True,Karosserieeinzelteile,Karosseriebaugruppen,Schweisszusammenbauten,Pressen,Fräsmaschinen,Schweißmaschinen,Pressen,Fräsen,Schweißen,Radeberg,10922067.0,350-600,350,131250
MFT Motoren und Fahrzeugtechnik GmbH,https://mft-cunewalde.de,False,Wellenbearbeitungen,Ausgleichswellen,Prismatische Bauteile,Fräsmaschinen,Schleifmaschinen,CNC-Drehmaschinen,Drehungen,Fräsungen,Schleifungen,Cunewalde,7451781.0,200-350,200,75000
Sedlmayer GmbH,https://www.sedlmayer-gmbh.de,True,Fahrwerksteile,Motorenteile,Modulmontagen,CNC-Bearbeitungszentren,Drehmaschinen,Koordinatenmessmaschinen,CNC-Bearbeitungen,Modulmontagen,Qualitätssicherungen,Triptis,7334540.0,200-350,200,75000
Hörauf & Kohler GmbH,https://www.hoeko.com,False,Spritzgussteile,Oberflächen,High-End-Baugruppen,Spritzgießmaschinen,Formenbaumaschinen,Montagemaschinen,Spritzgießens,Formenbauten,Montagen,Augsburg,139377.0,No Match,,
Frauenthal Airtank Elterlein GmbH,https://www.frauenthal-automotive.com,False,Komponenten,Druckluftbehälter,Metallkomponenten,Pressen,Schweißmaschinen,Automatikpressen,Pressen,Schweißprozesse,Automatikpressen,Elterlein,5046490.0,200-350,200,75000
Autoneum Germany GmbH,https://www.autoneum.com,False,Komponenten,Module,Systeme,,,,,,,Roßdorf,9589304.0,200-350,200,75000
Global Safety Textiles GmbH,https://www.global-safety-textiles.com,False,Airbags,Airbaggewebe,Technische Textilien,Webmaschinen,Beschichtungsmaschinen,Konfektionsmaschinen,Weben,Beschichtungen,Konfektionierungen,Maulburg,1083971.0,21-40,21,7875
Jörg Vogelsang GmbH & Co. KG,https://www.m-v-group.com,False,Spannstifte,Spannbuchsen,Spiralspannstifte,,,,Roll-Biege-Verfahren,Walzprozesse,Roll-Biege-Verfahren,Hagen,4322601.0,120-200,120,45000
Adient Metal Forming Technologies GmbH,https://www.adient.com,False,Sitze,Komponenten,Systeme,CNCs,Pressen,Schweißgeräte,Fertigung,Ingenieurwesen,Design,Solingen,254203.0,No Match,,
Bergmann Automotive GmbH,https://www.bergmann-automotive.de,False,Rillenbuchsen,Strukturbuchsen,Einpressbuchsen,Transfermaschinen,Fertigungszellen,Gießkarusselle,Gießens,Bearbeitungen,Qualitätsmanagements,Barsinghausen,6583647.0,200-350,200,75000
Gestamp Griwe Westerburg GmbH,https://www.griwe.de/de/,False,,,,,,,,,,Westerburg,16537388.0,350-600,350,131250
Hör Technologie GmbH,https://www.hoer-technologie.de,True,Präzisionsteile,Prototypen,Lösungen,Fräsmaschinen,Erodiermaschinen,Schleifmaschinen,Entwicklungen,Konstruktionen,Fertigungen,Weiden in der Oberpfalz,4404144.0,120-200,120,45000
ETM Engineering,https://www.etm-international.de,False,Bauteile,Systeme,Motorbeatmungsteile,Spritzgießmaschinen,Extruder,Blastechnikmaschinen,Spritzgießverfahren,Extrudieren,Blasformen,Saalburg-Ebersdorf,8772267.0,200-350,200,75000
FEW Fahrzeugelektrik Werk GmbH & Co. KG,https://few-group.com/de/,False,Lötanschlüsse,Lötgeräte,Stanzteile,Lötmaschinen,Stanzmaschinen,Prüfmaschinen,Löten,Stanzen,Prüfen,Zwenkau,958737.0,21-40,21,7875
Oetiker Deutschland GmbH,https://www.oetiker.com,False,Klemmen,Ringe,Riemen,,,,,,,Endingen am Kaiserstuhl,2962098.0,120-200,120,45000
DMB Metallverarbeitung GmbH,https://dmb-metallverarbeitung.de,True,Baugruppen,Metallformteile,Sicherheitsteile,Schweißroboter,Buckelschweißmaschinen,Rundtische,Schweißprozesse,Konstruktionen,Werkzeugbauten,Grünhain-Beierfeld,1682043.0,60-80,60,22500
EMS Elektromechanische,https://www.ems-sensor.de,False,Mikroschalter,Sicherheitsschalter,Sensoren & Baugruppen,,,,,,,Bösel,1040910.0,21-40,21,7875
Martin Stanz- und Umformtechnik GmbH,https://www.martin-metall.de,True,Stanz- und Umformteile,Karosserie- und Strukturteile,Baugruppen,Pressen,Schweiß- und Fügeanlagen,,Stanzen,Umformen,Schweißen,Parsberg,228508.0,No Match,,
Gebr. Binder GmbH Metallwarenfabrik,https://www.gebr-binder.de,True,Umformteile,Baugruppen,Laserteile,Pressen,Lasermaschinen,Stanzmaschinen,Umformtechniken,Blechbearbeitungen,Laserschneiden,Neenstetten,6376735.0,200-350,200,75000
RUPF ATG Casting GmbH,http://www.rupf-atg.de,False,Komponenten,Module,Druckgussprodukte,Druckgussmaschinen,Bearbeitungsmaschinen,Montagemaschinen,Gießens,Bearbeitungen,Montagen,Bretten,1204858.0,40-60,40,15000
BAP Boysen Abgassysteme Plauen GmbH Co. & KG,https://www.boysen-online.de,False,Abgasanlagen,Batteriegehäuse,Wasserstoff-Tanksysteme,Fräsmaschinen,Laserschneidmaschinen,Montagemaschinen,Fräsen,Laserschneiden,Montagen,Plauen,13133943.0,350-600,350,131250
Grüner Systemtechnik GmbH & Co. KG,https://gruener-systemtechnik.de,True,Automobilteile,Aluminiumgussteile,Magnesiumgussteile,Bearbeitungszentren,Werkzeugmaschinen,Montageanlagen,Fräsen,Montierungen,Bearbeitungen,Bad Überkingen,21623856.0,350-600,350,131250
SKF ECONOMOS Deutschland GmbH,https://dichtungen-stuttgart.com,True,Dichtungen,Hydraulikzylinder,Bauteile,CNC-Maschinen,Wasserstrahlschneidemaschinen,Spritzgießmaschinen,CNC-Drehen,Wasserstrahlschneiden,Spritzgießen,Bietigheim-Bissingen,942568.0,21-40,21,7875
Bharat Forge Aluminiumtechnik GmbH,https://www.bf-at.de/de/,False,,,,,,,,,,Brand-Erbisdorf,46384349.0,350-600,350,131250
Melexis GmbH,https://www.melexis.com,False,Sensor-ICs,Driver-ICs,Transceiver-ICs,,,,,,,Erfurt,9065586.0,200-350,200,75000
Ortrander Eisenhütte GmbH,https://www.ortrander.de,False,Einlaufroste,Gussteile,Automotive-Komponenten,Schmelzöfen,Kräne,Gabelstapler,Gießens,Montagen,Oberflächenbehandlungen,Ortrand,4365284.0,120-200,120,45000
August Storm GmbH & Co. KG,https://www.a-storm.com,False,Motoren,Komponenten,Ersatzteile,Mechanische Bearbeitungen,Kompressorsysteme,Motorersatzteile,Mechanische Bearbeitungen,Kompressorsysteme,Motorersatzteile,Spelle,1232680.0,40-60,40,15000
Eissmann Automotive Deutschland GmbH,https://www.eissmann.com,False,Verkleidungssysteme,Bedienmodule,Interieur-Module,,,,,,,Bad Urach,591317.0,10-15,10,3750
Bäringhaus & Hunger GmbH,https://www.baeringhaus-hunger.de,False,Drehteile,Grobzerspanungsteile,Aluminiumfrästeile,Fräsmaschinen,Drehmaschinen,Schleifmaschinen,Fräsen,Drehen,Schleifen,Grünhainichen,2452431.0,80-120,80,30000
Federal-Mogul Bremsbelag GmbH,https://www.drivparts.com,False,Automobilteile,Ersatzteile,Originalteile,,,,,,,Glinde,13374068.0,350-600,350,131250
ETO MAGNETIC GmbH,https://www.etogruppe.com,False,Antriebskomponenten,Sensoren,Elektroniken,,,,,,,Stockach,22662358.0,350-600,350,131250
C+M Utescheny Spritzgießtechnik GmbH,http://www.utescheny.de,False,Werkzeuge,Formen,Kunststoffteile,Spritzgießmaschinen,Werkzeugmaschinen,Montagemaschinen,Spritzgießens,Montagen,Qualitätsmanagements,Zaisenhausen,2406084.0,80-120,80,30000
Minda Schenk Plastic Solutions GmbH,http://www.schenk-ps.de,False,,,,,,,,,,Köngen,4018056.0,120-200,120,45000
BFG Feinguss GmbH,http://www.bfg-feinguss.de,True,Feingussteile,Edelstahlgussteile,Prototyping-Lösungen,Gießmaschinen,Bearbeitungsmaschinen,Schleifmaschinen,Gießens,Fertigbearbeitungen,Oberflächenbehandlungen,Moers,540384.0,10-15,10,3750
XBond GmbH & Co. KG,https://raeckers.de,False,,,,,,,,,,Ahaus,755529.0,15-20,15,5625
Sika Automotive Frankfurt-Worms GmbH,https://www.sika.com,False,Klebstoffe,Dichtstoffe,Bauchemikalien,,,,,,,Worms,8442741.0,200-350,200,75000
Brembo SGL Carbon Ceramic Brakes GmbH,https://www.carbonceramicbrakes.com/de/,False,Bremsen,Bremsscheiben,Bremsbeläge,,,,,,,Meitingen,28214726.0,350-600,350,131250
Ravensberger Schmierstoffvertrieb GmbH,https://www.ravenol.de,False,Motorenöle,Getriebeöle,Hydrauliköle,,,,,,,Werther (Westfalen),731645.0,15-20,15,5625
AET - Auto-Ersatzteile-Großhandel GmbH,https://www.aet-auto.de,False,Autoersatzteile,Akkus,Batterien,,,,,,,Reutlingen,30283.0,No Match,,
helag-electronic GmbH,https://www.helag-electronic.de,False,Schalter,Sensoren,Steuergeräte,Spritzgießmaschinen,Montageanlagen,Prüfgeräte,Spritzgüsse,Montagen,Endmontagen,Nagold,2585987.0,120-200,120,45000
JOPP Holding GmbH,https://www.jopp.com,False,Mechatronik,Innenlösungen,Schmierstoffsysteme,Drehmaschinen,Sinterpressen,Spritzgießmaschinen,Drehen,Sintern,Spritzgießen,Bad Neustadt an der Saale,45932.0,No Match,,
KW automotive GmbH,https://www.kwsuspensions.de,False,Gewindefahrwerke,Rennsportfahrwerke,Höhenverstellbare Federsätze,,,,,,,Fichtenberg,2706330.0,120-200,120,45000
Musashi Bad Sobernheim GmbH & Co. KG,https://www.boc.de.musashi-group.com,False,Zwischenwellen,Zwischenräder,Parksperrenräder,Radial-Ringwalzen,Matrix-Ringwalzen,Axial-Gesenkwalzen,Wärmebehandlungen,Warmumformungen,Transferschmiedepressen,Bad Sobernheim,21185379.0,350-600,350,131250
Trucktec Automotive GmbH,https://www.trucktec.de,False,Ersatzteile,Zubehör,Automobilteile,,,,,,,St. Ingbert,118607.0,No Match,,
Diewe Wheels GmbH,https://www.diewe-wheels.de,False,Leichtmetallfelgen,Alukompletträder,Alufelgen,,,,,,,Kissing,200948.0,No Match,,
Alutrim Europe GmbH,http://www.alutrim.de,False,dekorativen Aluminiumoberflächen,Metallverkleidungen,hochwertige Innenräume,,,,Schnitte,Laserschneidungen,Wasserstrahlschneidungen,Kyritz,3132156.0,120-200,120,45000
COEXAL GmbH,https://coexal.de,False,Fließpressteile,Tiefziehteile,Stanzteile,Kniehebelpressen,hydraulische Pressen,Stufenpressen,Fließpressen,Tiefziehverfahren,Stanzen,Georgenthal OT Schönau vor dem Walde,2690141.0,120-200,120,45000
Umformtechnik Crimmitschau GmbH,http://www.utc-metall.de,False,Komponenten,Motorgehäuse,Rotor- und Statorbleche,Stanzautomaten,CNC-Biegen,Laserbeschnitte,Stanzen,Biegen,Laserschneiden,Crimmitschau,2481939.0,80-120,80,30000
Guardian Flachglas GmbH,https://www.guardianglass.com/us/,False,Brillen,Glasbeschichtungen,Glaslösungen,,,,,,,Bitterfeld-Wolfen,42991541.0,350-600,350,131250
Kunststoff Helmbrechts AG,https://www.kh.de,False,Automotive: Automobilindustrie,Medical: Medizin,Industry: Industrien,Spritzgießverfahren,Oberflächentechnologien,Montagen,Spritzgießverfahren,Oberflächenbehandlungen,Montagen,Helmbrechts,3574541.0,120-200,120,45000
Rhodius GmbH,https://www.rhodius.com,False,gestrickte Maschen,gepresste Teile,elektromagnetische Abschirmungen,,,,,,,Weißenburg in Bayern,6418794.0,200-350,200,75000
Weber GmbH & Co. KG,https://www.weber-group.com,False,Kunststofflösungen,Dichtungsmassen,Spritzgusslösungen,Spritzgießmaschinen,Extrusionsmaschinen,Spritzgusswerkzeuge,Spritzgießverfahren,Extrudieren,Tiefziehen,Dillenburg,3533965.0,120-200,120,45000
iwis smart connect GmbH,https://smartconnect.iwis.com,False,Kontaktsysteme,Sensortechnologien,Steckverbinder,,,,,,,Rieden am Forggensee,8843442.0,200-350,200,75000
P.C.S. Precision Works Germany GmbH,http://www.pcsgh.com,False,Motorenteile,Getriebeenteile,Endantriebsteile,Fräsmaschinen,Gießmaschinen,Schneidmaschinen,Fräsen,Gießens,Schneidens,Cunewalde,1746543.0,60-80,60,22500
Hewa Leder GmbH,https://hewa-leder.com,False,Leder,Alternativmaterialien,Premiummaterialien,,,,,,,Rehau,3241306.0,120-200,120,45000
HS-Schoch GmbH,https://www.hs-schoch.de,True,Staukastensysteme,Truckstylings,Systeme+,Fräsmaschinen,Laseranlagen,Abkantpressen,Fräsen,Laserschneiden,Abkanten,Lauchheim,2846946.0,120-200,120,45000
Thule GmbH,https://www.thule.com,False,Fahrradträger,Dachträger,Gepäckboxen,,,,,,,Neumarkt i.d.OPf.,3216928.0,120-200,120,45000
CP Tech GmbH,https://www.cp-tech.com/de/,True,Komponentenfertigung,Karosserie,,Fräsmaschinen,Laserschneidmaschinen,Schweißmaschinen,Fräsen,Laserschneiden,Schweißen,Büren,1002718.0,21-40,21,7875
Innomotive Systems Hainichen GmbH,https://www.ish-automotive.de,False,Scharnieren,Modularen Scharnieren,Türfeststellern,NC Maschinen,Drahterodiermaschinen,Prüfgeräte,CAD-Modelle,Virtuelle Tests,Qualitätskontrollen,Hainichen,18160274.0,350-600,350,131250
Henniges Automotive GmbH & Co. KG,https://ruester-gmbh.de,False,,,,,,,,,,Rehburg-Loccum,15342984.0,350-600,350,131250
Polymer-Technik Elbe GmbH,https://www.polymertechnik.com,False,Verbindungen,Gummiverbindungen,Sonderanwendungen,,,,,,,Lutherstadt Wittenberg,11517831.0,350-600,350,131250
Yanfeng International Automotive,https://www.yanfeng.com,False,Innenräume,Sitzgelegenheiten,Sicherheitssysteme,,,,,,,Neuss,1610444.0,60-80,60,22500
Franz Kiel GmbH,https://kiel-seating.com,False,Bussitze,Bahnsitze,Sondersitze,Laseranlagen,Metallbaumaschinen,Polstermaschinen,Laserschneidens,Metallbauten,Polstern,Nördlingen,264998.0,No Match,,
NTN Antriebstechnik GmbH,https://ntn-at.de,False,Seitenwellen,Komponenten,Festgelenke,CNC-Werkzeugmaschinen,Drehmaschinen,Fräsmaschinen,CNC-Bearbeitungen,Drehen,Fräsen,Gardelegen,16355856.0,350-600,350,131250
Werner Gießler GmbH,https://www.werner-giessler.de,True,Drehteile,Frästeile,Oberflächenbearbeitungen,CNC-Drehmaschinen,CNC-Fräsmaschinen,Schleifmaschinen,Drehungen,Fräsungen,Schleifungen,Elzach,3253216.0,120-200,120,45000
Wilhelm Kächele GmbH,https://www.w-kaechele.de,False,Gummiteile,Gummi-Verbund-Teile,Automotive-Komponenten,,,,,,,Weilheim an der Teck,9903502.0,200-350,200,75000
ROWA Friedrich Rothmund GmbH & Co. KG,https://www.rowa-aalen.de,False,Nadelfilze,Filtervliese,Wärme- und Schalldämmungsvliese,,,,Vernadelungen,Thermobondings,Kaschierungen,Aalen,679336.0,10-15,10,3750
Hanns Glass GmbH & Co. KG,http://www.hanns-glass.com,False,Automatten,Kofferraummatten,Befestigungssysteme,,,,,,,Meuselwitz,2361786.0,80-120,80,30000
WALOR Vöhrenbach GmbH,https://walor.com/de/,True,Automobilteile,Sicherheitskomponenten,Schmiedeteile,Drehmaschinen,Zerspanungsmaschinen,Präzisionspressen,Drehungen,Zerspanungen,Schmiedungen,Vöhrenbach,4178672.0,120-200,120,45000
Gubesch GmbH,https://www.gubesch-group.de,True,Spritzgussverfahren,Thermoformen,Werkzeug- und Prototypenbau,Spritzgießmaschinen,Tiefziehmaschinen,Werkzeugmaschinen,Spritzgießens,Thermoformens,Werkzeugbauten,Wilhelmsdorf,331808.0,10-15,10,3750
Maincor Rohrsysteme GmbH & Co. KG,https://maincor.de,False,Kunststoffrohre,Rohrsysteme,Komponenten,Extrusionsmaschinen,Thermoverformungsmaschinen,Montagemaschinen,Extrusionen,Thermoverformungen,Montagen,Schweinfurt,9818372.0,200-350,200,75000
IHI Charging Systems International GmbH,https://www.ihi-csi.de,False,Turbolader,Aufladesysteme,Komponenten,,,,,,,Amt Wachsenburg OT Ichtershausen,2364307.0,80-120,80,30000
JOYSONQUIN Automotive Systems GmbH,https://www.joysonquin.com,False,Dekorative Verzierungen,Funktionale Komponenten,Energiemanagementsysteme,,,,,,,Rutesheim,3993417.0,120-200,120,45000
Finow Automotive GmbH,https://www.finowautomotive.de,True,Fahrwerksbauteile,Strukturbauteile,Rohrbauteile,Laserschneidemaschinen,Biegemaschinen,Schweißmaschinen,Laserschneiden,Biegen,Schweißen,Eberswalde,5989513.0,200-350,200,75000
Neapco Europe GmbH,https://neapco.com,False,Propellerwellen,Halbwellen,Differentiale,,,,,,,Düren,20091674.0,350-600,350,131250
Auto Heinen GmbH,http://www.autoheinen.de,False,,,,,,,,,,Bad Münstereifel,4958273.0,120-200,120,45000
Valeo Thermal Commercial Vehicles,https://www.valeo-thermalbus.com,False,Klimaanlagen,Heizungen,Pumpen,,,,,,,Gilching,862867.0,15-20,15,5625
Novares Löhne GmbH,https://www.novaresteam.com,False,Komponenten,Systeme,Lösungen,Spritzgießmaschinen,Laserschneidmaschinen,Wasserstrahlschneidmaschinen,Spritzgießens,Laserschneidens,Wasserstrahlschneidens,Löhne,2666450.0,120-200,120,45000
Optibelt GmbH,https://www.optibelt.com/de/,False,Keilriemen,Zahnriemen,Antriebsriemen,,,,,,,Höxter,201799.0,No Match,,
Metallwerk Biebighäuser GmbH,https://www.biebighauser.de,False,medienführende Leitungen,Bauteile,Komponenten,CNC-Rohrbiegezentren,Schweißanlagen,Feinstanzmaschinen,Rohrumformungen,Schweißtechniken,Feinstanzen,Leverkusen,2158988.0,80-120,80,30000
Ruhrtaler Gesenkschmiede,https://www.ruhrtaler.de,False,Kranbauten,Fahrzeugbauten,Bahntechnologien,,,,,,,Witten,2574613.0,120-200,120,45000
Megatech Industries Deutschland GmbH,https://www.megatech-industries.com/de/,False,,,,,,,,,,Feldkirchen,4601404.0,120-200,120,45000
P. C. Turck,https://pcturck.de/de/,False,Stahlhebel,Klettbänder mit Ringen,Clips 416,,,,,,,Lüdenscheid,2397340.0,80-120,80,30000
Groß Präzisionsdrehteile GmbH,https://www.gross-drehteile.de,True,Drehteile,Räder,Wellen,CNC-Drehzentren,,,Drehungen,,,Böhmenkirch,1684336.0,60-80,60,22500
Kurt Erxleben GmbH & Co. KG,https://erxleben.biz,False,Blechteile,Geschweißte Teile,Bearbeitete Teile,Hydraulikpressen,Lasersysteme,Fräsmaschinen,Stanzen,Formen,Schweißen,Wildeshausen,52276.0,No Match,,
Ascorium GmbH,https://ascorium.com,False,Polyurethanoberflächen,CompoLite®,Colo-Sense® X-Lite,,,,,,,Königswinter,809379.0,15-20,15,5625
TuP GmbH,http://www.tup-gmbh.de,True,Nähtechnologien,Polsterarbeiten,Kaschiersysteme,Stanzen,Cutteranlagen,Bandstanzanlagen,Stanzen,Nähen,Kaschieren,Markneukirchen,391586.0,10-15,10,3750
NOFFZ Technologies GmbH,https://noffz.com,False,Testsysteme,Automatisierungssysteme,Komponenten,,,,,,,Tönisvorst,67698.0,No Match,,
WAFA Germany GmbH,https://www.demmel.de,False,Stanzteile,Zierteile,,,,,,,,Augsburg,2093769.0,80-120,80,30000
SEEGER ORBIS GmbH,https://www.seeger-orbis.de,False,Sicherungsringe,Sprengringe,Scheiben,,,,,,,Königstein im Taunus,5136612.0,200-350,200,75000
ABT Sportsline GmbH,https://www.abt-sportsline.de,False,Tuning,Sondereditionen,Modelle,,,,,,,Kempten (Allgäu),221715.0,No Match,,
VCST Reichenbach GmbH,https://bmt.be,False,Motorzahnräder,Getriebezahnräder,Compoundzahnräder,,,,Laserstrahlschweißen,CNC-Techniken,Elektrolysepolierungen,Reichenbach im Vogtland OT Mylau,459457.0,10-15,10,3750
FEMEG Feinmechanik + Gerätebau,https://www.femeg.com,False,Armaturen,Wasserzähler,Schwerpunktkomponenten,CNC-Maschinen,,,Zerspanungstechniken,,,Kirchheimbolanden,2185379.0,80-120,80,30000
OBD Precision GmbH,https://www.obd-precision.de,False,,,,,,,,,,Gaildorf,4666481.0,120-200,120,45000
VOIT Automotive GmbH,https://voit.de,False,Komponenten,Lösungen,Technologien,Druckgussmaschinen,Umformmaschinen,Werkzeugmaschinen,Gießens,Umformens,Montierens,St. Ingbert,39325970.0,350-600,350,131250
FELSOMAT GmbH & Co. KG,https://www.felsomat.de,False,Werkzeugmaschinen,Elektromotoren,Automationssysteme,Drehmaschinen,Fräsmaschinen,Schleifmaschinen,Drehungen,Fräsungen,Schleifungen,Königsbach-Stein,1654511.0,60-80,60,22500
Antolin Straubing GmbH,https://www.antolin-straubing.de,False,Instrumententafeln,Handschuhfächer,Mittelkonsolen,Spritzgussmaschinen,Schneidmaschinen,Schweißmaschinen,Spritzgießens,Stanzens,Schweißens,Straubing,9136535.0,200-350,200,75000
Dieter Braun GmbH,https://kabelkonfektion.com,True,Kabelkonfektionen,Beleuchtungstechniken,Gesamtsysteme,,,,Crimp Techniken,Seal Bestückungen,Schneid Klemmtechniken,Bayreuth,494335.0,10-15,10,3750
SchmitterGroup GmbH,https://www.schmittergroup.de/de/,True,Rohrleitungen,Kraftstoffleitungen,Bauteile,Fräsmaschinen,Bohrmaschinen,Schneidmaschinen,Fräsen,Bohren,Schneiden,Thüngen,2081513.0,80-120,80,30000
Karl Etzel GmbH,https://www.karletzel-gmbh.de,False,,,,,,,,,,Mühlacker,6978787.0,200-350,200,75000
Westfalia-Automotive GmbH,https://www.westfalia-automotive.com,False,Anhängerkupplungen,Kabelsätze,Fahrradträger,,,,,,,Rheda-Wiedenbrück,5567305.0,200-350,200,75000
Hammerwerk Fridingen GmbH,https://www.hammerwerk.de,True,Ingenieuren,Metallumformungstechnologien,Fertigungstechnologien,CNC-Maschinen,Kuka-Roboter,,Bearbeitungen,Metallumformungen,Ingenieuren,Fridingen an der Donau,2926800.0,120-200,120,45000
Gummi- u. Kunststoffwerk G. Schönek,https://www.schoenek.de,False,Fußmatten,Kofferraummatten,Schmutzfänger,Gummipressen,Spritzgussmaschinen,TPE-Verarbeitungsmaschinen,Spritzgießverfahren,Extrudierverfahren,Tiefziehverfahren,Nittenau,1117940.0,21-40,21,7875
Prinz & Co. GmbH Stahlrohre,http://www.prinz-stahlrohre.de,False,Präzisionsstahlrohre,,,,,,Präzisionsfertigungen,Qualitätskontrollen,Produktentwicklungen,Wickede (Ruhr),1385376.0,40-60,40,15000
Batal Präzisionswellen GmbH,http://www.batal.de,False,Achsen,Wellen,Ventilnadeln,Schleifmaschinen,Wärmebehandlungsanlagen,Kühlanlagen,Schleifen,Wärmebehandlungen,Kühlungen,Lauf an der Pegnitz,4509328.0,120-200,120,45000
Sand Profile GmbH,https://www.sandprofile.de,False,Profile,Dichtungssysteme,Kantenschutze,,,,,,,Stockstadt am Main,348187.0,10-15,10,3750
Franken Guss GmbH & Co. KG,https://www.frankenguss.de/de/,False,Eisengüsse,Aluminiumgüsse,additive Fertigungen,Fräsmaschinen,Erodiermaschinen,Laserschneidmaschinen,Gießens,Schleifens,Montagen,Kitzingen,7640035.0,200-350,200,75000
Walter Automobiltechnik GmbH,https://www.wat-berlin.de,True,Metall- und Schweißbaugruppen,Rohrbearbeitungen,CNC-Bearbeitungen,Laserschneidmaschinen,CNC-Biegemaschinen,Roboterschweißanlagen,Laserschneiden,Biegetechniken,Schweißverfahren,Berlin,11581611.0,350-600,350,131250
OKE Group GmbH,https://www.oke-group.com/de/,True,Kunststoffbauteile,Hybridbauteile,Baugruppen,Spritzgussmaschinen,Extrusionsmaschinen,CNC-Bearbeitungsmaschinen,Spritzgießverfahren,Extrudieren,CNC-Bearbeitungen,Hörstel,63397.0,No Match,,
Läpple Automotive GmbH,https://www.laepple-automotive.de,True,Pressteile,Karosseriemodule,Ersatzteile,Pressen,Transferpressen,Tandemlinien,Pressen,Schneiden,Fügen,Teublitz,72698248.0,350-600,350,131250
Schürholz GmbH & Co. KG Stanztechnik,https://www.schuerholz-group.com,True,Präzisionsteile,Baugruppen,Komponenten,Stanzautomaten,Stanzbiegeautomaten,CNC-Biegemaschinen,Stanzen,Biegen,Laserschneiden,Plettenberg,5715400.0,200-350,200,75000
Stöferle GmbH,https://stoeferle-gmbh.com,True,Gehäuse,Kurbelgehäuseunterteile,Ölwannen,Bearbeitungsmaschinen,Waschanlagen,Montagemaschinen,Bearbeitungen,Montagen,Qualitätskontrollen,Laupheim,7744603.0,200-350,200,75000
