Company,Table,Machine_1,Machine_2,Machine_3
PARAT GmbH + Co. KG,Im Geschäftsjahr 2012 befand sich das Abschreibungsvolumen mit 1.319 TEUR nahezu auf dem Vorjahresni,139,,
Steba Elektrogeräte GmbH & Co. KG,Zusätzliche Angaben nach § 327 HGB:,116783,158765,
Optris GmbH,Aktiva,445592,483173,
Schneider GmbH,Aktivseite,168112,244,
Roca GmbH,Aktiva,14886,18667,
Blickfeld GmbH,Aktiva,1101368,1116940,
Glaszentrum Weber + Wagener GmbH & Co. KG,AKTIVA,3019520,2368853,
Schleich GmbH,Aktiva,1449662,1372073,
Geli GmbH,Aktiva,330293,348081,
J. & F. Krüth GmbH,Aktiva,1821180,1099581,
alimex GmbH Precision in Aluminium,AKTIVA,5162761,4207896,
SILOKING Mayer Maschinenbau GmbH,Aktiva,340380,335230,
HegerGuss GmbH,AKTIVSEITE,1655263,1978011,
Rosswag GmbH,Aktiva,969520,1254875,
Westdeutsche Dochtfabrik GmbH & Co. KG,AKTIVA,1528166,1231026,
Perforator GmbH,Unknown Table,2071646,1855,
HEW-KABEL GmbH,AKTIVA,13790819,13478183,
TOX Pressotechnik GmbH & Co. KG,AKTIVA,954773,1304849,
SOMMER GmbH,Aktiva,173993,84469,
RIEKER-Schuh GmbH,Aktiva,47615,55,
Kerzenfabrik Karl Jaspers GmbH,Aktiva,192027,133806,
GESI Gewindesicherungsgesellschaft mbH,Aktiva,1808874,2183855,
Junge Fahrzeugbau GmbH,Aktiva,4224804,3976852,
ALPINA Burkard Bovensiepen GmbH + Co. KG,Aktiva,1332666,1623219,
SMITHERS-OASIS GERMANY GMBH,Aktiva,552734,651136,
SBR Stahlbau Regenhütte GmbH,Eine von den gesamten Anschaffungs- bzw. Herstellungskosten ausgehende Darstellung der Entwicklung d,17581798,592720,18174518
August Gerstner,Aktiva,863180,863699,
Diedrich Sandersfeld GmbH & Co. KG,Aktiva,479297,337807,
Seeger Lasertechnik GmbH,Aktiva,1272502,1604508,
AVS Ingenieur J.C. Römer GmbH,Aktiva,10246094,9792396,
Polymelt GmbH,Aktiva,1373151,1644528,
Muckenhaupt & Nusselt GmbH & Co KG,AKTIVA,1233470,1242,
LOWA Sportschuhe GmbH,,2,490127,597
Stahlwerke Bochum GmbH,Aktiva,1021035,861772,
Heller-Leder GmbH & Co. KG,Aktiva,2739871,2914825,
Gebr. Held Hydraulik,Aktiva,482689,398266,
AGCO GmbH,Aktiva,155191,182188,
Walter Hunger GmbH & Co. KG,AKTIVA,1224711,1427577,
REISSER-Schraubentechnik GmbH,Aktiva,300751,398039,
HUBER+SUHNER Cube Optics AG,Aktiva,1078882,1256479,
gpi green partners,AKTIVA,650288,763057,
Heinz Schutz GmbH,Aktiva,49455,56607,
Glashandelsgesellschaft Profi mbH,Aktiva,393769,559743,
Schmidt & Bender GmbH & Co. KG,Aktiva,102441,97940,
4JET Technologies GmbH,Aktiva,2480597,2772386,
DEUTA-WERKE GmbH,Aktiva,2010324,2159170,
Habia Cable Production GmbH & Co. KG,AKTIVA,1426657,953251,
Spitzer Silo-Fahrzeugwerke GmbH,Aktiva,1548134,1617524,
W.F. Gözze Frottierweberei GmbH,Aktiva,1217045,1301957,
Müller & Meirer Lederwarenfabrik GmbH,Aktiva,31454,24323,
Müller Umwelttechnik GmbH & Co. KG,AKTIVA,204290,201266,
Kunststofftechnik Schedel GmbH,AKTIVA,688299,573197,
Volz Gruppe GmbH,AKTIVA,1460119,1643371,
SM Sächsisches Metallwerk Freiberg GmbH,Aktiva,1134248,904143,
Ambulanz Mobile GmbH & Co. KG,Aktiva,1282535,1375236,
WULFF GmbH u. Co. KG,Aktiva,1246498,1150374,
DTS Systemoberflächen GmbH,AKTIVA,5325891,6155906,
Gerhard Fritz GmbH,Aktiva,248235,327650,
UNIWELL Rohrsysteme GmbH & Co. KG,Angaben gemäß § 327 (1) Nr. 1 HGB,218479,,
Spielkartenfabrik Altenburg GmbH,Aktiva,3537020,3752,
Menlo Systems GmbH,Aktiva,701680,616760,
Hansa Armaturen GmbH,Aktiva,250195,165521,
Ungerer Technology GmbH,Aktiva,1744574,1983792,
Friedrich Lütze GmbH,AKTIVA,537388,648,
UNSINN Fahrzeugtechnik GmbH,AKTIVA,1219957,1238,
Franz Kaminski Waggonbau GmbH,AKTIVA,4149226,3839,
Novaled GmbH,Aktiva,11010780,12411937,
COTESA GmbH,AKTIVA,4904644,5889009,
Franz Brinkmann GmbH,Aktiva,2659845,2216676,
Märzhäuser Wetzlar GmbH u. Co. KG,Nach § 327 Nr. 1 HGB sind die folgenden Posten bei verkürzter Bilanz gesondert anzugeben:,1480148,1197852,
AROS Hydraulik GmbH,AKTIVA,1683825,1600,
BA Glass Germany GmbH,Aktiva,7889410,8913838,
WEILBURGER Coatings GmbH,Aktiva,1019736,719422,
Ahlbrandt System GmbH,Aktiva,36729,39732,
Valmet Flow Control GmbH,Aktiva,1338266,1387980,
Wildling Shoes GmbH,Aktiva,60670,32518,
GOES GmbH,Aktiva,519357,537642,
Dipl.-Ing. H. Schulz,Aktiva,1872928,1917769,
Carl Warrlich GmbH,Aktiva,794100,1049073,
Röder-Präzision GmbH,AKTIVA,324033,537845,
REINTJES GMBH,Aktiva,2987979,1677,
Ferdinand Gross GmbH & Co. KG,Aktiva,95267,116,
UPZ Sitech GmbH,Aktiva,189857,218689,
Carl Dietrich GmbH,Aktiva,1324550,1500868,
Ruthmann Holdings GmbH,AKTIVA,1874353,,
MICROSENS GmbH & Co. KG,AKTIVA,123610,168,
Gebr. Faller GmbH,Aktiva,399008,378254,
Härterei Reese Bochum GmbH,Aktiva,4739657,5982621,
CemeCon AG,AKTIVA,3843707,3084585,
Schienenfahrzeugwerk Eberswalde GmbH,Aktiva,3230669,3507367,
FLACHGLAS Wernberg GmbH,Aktiva,5696209,4504882,
WESO-Aurorahütte GmbH,AKTIVA,979463,1234156,
Lugina Schuhfabrik GmbH,Aktiva,1361181,1370245,
Wenko-Wenselaar GmbH & Co. KG,AKTIVA,5,5,
IBOTECH GmbH & Co. KG,Aktiva,27067,18942,
Rhomberg Sersa Deutschland GmbH,AKTIVA,1492674,1053607,
DW Schwellen GmbH,Aktiva,4908027,5619,
General Dynamics European Land,Aktiva,46439,27668,
Oskar Kinderland GmbH & Co. KG,Aktiva,25636,31149,
Matthias Schernikau GmbH,Aktiva,302328,342309,
Sitec Aerospace GmbH,Aktiva,1821792,2019,
Goebel GmbH,Aktiva,69387,47768,
Paper + Design GmbH Tabletop,Aktiva,3380334,4113864,
EMPL Fahrzeugwerk GmbH Deutschland,AKTIVA,1425115,925,
Eggers Landmaschinen GmbH & Co. KG,Aktiva,425756,1144044,
DCT DELTA AG,AKTIVA,125429,138,
Interbros GmbH,AKTIVA,10216462,10565,
Apprich Secur GmbH,AKTIVA,509353,572,
DG Flugzeugbau GmbH,Aktiva,262,439,
Joh. Sprinz GmbH & Co. KG,Aktiva,10329848,10733860,
Bombardier Aviation Services Berlin GmbH,Aktiva,432110,472,
Jabil Optics Germany GmbH,AKTIVA,4274100,3412,
Riedl Aufzugbau,AKTIVA,477866,469756,
Concept Laser GmbH,AKTIVA,15460966,19491151,
Vossloh Locomotives GmbH,Aktiva,4947246,5618423,
Bondioli & Pavesi GmbH Deutschland,AKTIVA,35120,47828,
VENSYS Elektrotechnik GmbH,Aktiva,545902,622,
Holzapfel Metallveredelung GmbH,Aufgrund der Offenlegung der Bilanz nur in der für kleine Kapitalgesellschaften vorgeschriebenen For,663712,756368,
Wietmarscher Ambulanz- und Sonderfahrzeug,AKTIVA,443657,48969,
Beulco GmbH & Co. KG,Unknown Table,598071,533840,
Kemmlit Bauelemente GmbH,AKTIVA,4399920,3851,
Schulte & Schmidt Leichtmetallgießerei GmbH,Aktiva,3603022,3232240,
LUDO FACT GmbH Kreativität in Kartonagen,Aktiva,4084237,1819162,
Dinghan SMART Railway Technology GmbH,Aktiva,425667,433908,
Northrop Grumman L.E.F. GmbH,Aktiva,70303,62197,
Barth-Galvanik GmbH,Aktiva,1885464,1745253,
Texon Möckmühl GmbH,Aktiva,1332497,1507080,
Enayati Oberflächentechnik GmbH,Aktiva,11811499,14062015,
EMK Allstedt GmbH,AKTIVA,885238,998637,
Flachglas Sachsen GmbH,AKTIVA,815031,643619,
Plasmatreat GmbH,Aktiva,3266,7,
SAXONIA Galvanik GmbH,Aktiva,5614516,6256840,
Gebrüder Mayenberger Metallwaren GmbH,Aktiva,562574,806140,
ASB Grünland Helmut Aurenz GmbH,AKTIVSEITE,5086309,3769430,
Lederer GmbH,AKTIVA,242146,179,
Meusburger Fahrzeugbau GmbH,1. historische Anschaffungskosten,3006740,3006740,
Nidec SSB Wind Systems GmbH,Aktiva,24406,36471,
Gebr. Müller Kerzenfabrik AG,Aktiva,69690,83499,
ND Coatings GmbH,AKTIVA,8240969,8934662,
Forum B + V Oil Tools GmbH,Aktiva,436356,545644,
Raesch Quarz (Germany) GmbH,AKTIVA,6168120,4263156,
RCS GmbH,Aktiva,1526103,1240031,
Esser-Werke GmbH & Co. KG,AKTIVA,722056,732510,
Nammo Schönebeck GmbH,Aktiva,4612535,5008646,
Heinrich Meier Eisengießerei,AKTIVA,2191660,2289681,
Waldi Schuhfabrik GmbH,Aktiva,554183,706798,
Inge's Christmas Decor GmbH,Aktiva,18686,17673,
alupress GmbH,AKTIVA,3871309,3374233,
Amscan Europe GmbH,Aktiva,387899,429,
PohlCon GmbH,AKTIVA,13442401,,
Brügmann TraumGarten GmbH,Aktiva,164908,125,
Glashütter Uhrenbetrieb GmbH,Aktiva,2829204,4179367,
WIEDEMANN enviro tec GmbH & Co. KG,Aktiva,147392,151485,
F & K DELVOTEC Bondtechnik GmbH,AKTIVA,598405,597801,
HIRO LIFT,Aktiva,661861,515528,
CREATON GmbH,AKTIVSEITE,15256070,14163072,
Temca GmbH & Co. KG,AKTIVA,1916956,1596162,
AGVS Aluminium Werke GmbH Villingen,Aktiva,1191306,1111503,
Walzengießerei & Hartgußwerk,Aktiva,4127482,3218334,
Bohnenkamp AG,Aktiva,7280395,993038,
ilako Industrielackierung und,V. Nachtragsbericht,255667,291068,
Martin Reisch GmbH,Aktiva,1207935,1305314,
Hüppe GmbH,AKTIVA,418296,485658,
Hans Schmid GmbH & Co. KG,Aktiva,10890957,10322810,
Mecalac Baumaschinen GmbH,Aktiva,839759,126798,
SSF-Verbindungsteile GmbH,Gesamtbetrag der sonstigen finanziellen Verpflichtungen aus:,39722,,
Aufzugswerke Schmitt & Sohn,Aktiva,2219927,1362765,
Neschen Coating GmbH,Aktiva,1194307,1250,
Nehlsen-BWB,Aktiva,5312623,4486248,
Aebi Schmidt Deutschland GmbH,AKTIVA,485214,539426,
Emsa GmbH,Aktiva,2811029,2818324,
H & B Lackierwerk Bersenbrück,Aktiva,1727825,1822034,
Langendorf GmbH,AKTIVA,841030,1202767,
Ammann Verdichtung GmbH,AKTIVA:,179978,230,
GABO Stahl GmbH,AKTIVA,2007418,713018,
DILAS Diodenlaser GmbH,Aktiva,5169944,7368067,
Glas Fandel GmbH,Aktiva,5084885,5976534,
besecke GmbH & Co. KG,AKTIVA,50788,62540,
ESN Deutsche Tischtennis,Aktiva,5855426,5814049,
Fissler GmbH,Aktiva,12972137,8911,
gym80 International GmbH,Aktiva,852609,545030,
THIELMANN WEW GmbH,AKTIVA,122967,138781,
Nürnberg Gummi Babyartikel,AKTIVA,153127,107,
ACCOMPLAST GmbH,Aktiva,1189236,1771612,
SABO - Maschinenfabrik GmbH,Aktiva,346809,444895,
Richter - Spielgeräte GmbH,Aktiva,79067,99416,
ROHR Spezialfahrzeuge GmbH,Aktiva,395945,320963,
Domino Laser GmbH,Aktiva,310465,281,
Schöma Christoph Schöttler,Aktiva,83125,83703,
FAHRTEC Systeme GmbH,Aktiva,607633,508789,
Fliegl Agrartechnik GmbH,Aktiva,3769993,4336496,
Metallwerk Franz Kleinken GmbH Metall-,Aktiva,32119,46320,
Kiefer GmbH,Aktiva,143152,55784,
Stotz Agrartechnik GmbH & Co. KG,Aktiva,7874751,10538542,
Heinrich Jungeblodt GmbH & Co. KG,Aktiva,257991,365687,
MMS Marine Motor Service GmbH,AKTIVA,128957,124406,
Orange Cyberdefense Germany GmbH,Aktiva,48483,58821,
Dautel GmbH,Aktiva,366742,257338,
Chanty Spitzenfabrik GmbH & Co. KG,Aktiva,232476,291440,
SIMM Spielwaren GmbH,Aktiva,126921,91282,
CONACORD Voigt GmbH & Co. KG,,2,14857,18992
HOLMER Maschinenbau GmbH,Aktiva,490559,555421,
cortec GmbH,Aktiva,109794,131183,
Maytec Aluminium-Systemtechnik GmbH,Aktiva,3357966,1,
F. Anton Kesper GmbH,Aktiva,1,1,
Nögel Montagetechnik,Aktiva,1375137,1070666,
ASP Arges-Surface-Protection GmbH,Aktiva,131336,179597,
GBT-BÜCOLIT GmbH,AKTIVA,76074,151659,
JOMOS Schuhfabrik,Aktiva,438065,341367,
Mehler Vario System GmbH,AKTIVA,617516,636491,
FBH Fertigungsbetrieb,Aktiva,1027455,1253959,
GLASBAU Hahn GmbH,Aktivseite,52182,6426,
Sternplastic Hellstern GmbH & Co. KG,Aktiva,44695,46554,
Vogtländisches Kabelwerk GmbH,AKTIVA,1647861,2447024,
Dornier Seawings GmbH,AKTIVA,1288440,1408945,
SENATOR GmbH,Aktiva,1800854,2162032,
Josef Seibel Schuhfabrik GmbH,AKTIVSEITE,523817,458921,
MacGregor Germany GmbH & Co. KG,AKTIVA,268417,285393,
framas Kunststofftechnik GmbH,Aktiva,5263820,5700661,
Zement- und Kalkwerke,Aktivseite,2739615,3058680,
Ziegelwerk Klosterbeuren,Aktiva,406873,430878,
MT-Propeller Entwicklung GmbH,Aktiva,1944586,2051025,
HEGGEMANN AG,AKTIVA,2682412,3088597,
WESSEL-Hydraulik GmbH,Aktiva,2297435,2072,
S&L Connect GmbH,"Die Gesellschaft erwirtschaftete im Geschäftsjahr einen Rohertrag von TEUR 6.533 (VJ: TEUR 5.798), w",1958049,2678558,
BÜTER Maschinenfabrik GmbH,Aktiva,2726195,2812,
B/E Aerospace Fischer GmbH,Aktiva,678477,788178,
Rhein-Ruhr Beschichtungs-Service GmbH,Aktiva,1463872,1477988,
LAYERTEC GmbH,Aktiva,106963,186415,
Bayerische Kabelwerke AG,AKTIVA,950662,1144554,
mbw GmbH metallveredelung,AKTIVA,3374030,1974419,
EAFT Emder Anlagen- und Fahrzeugtechnik,Aktiva,222646,163750,
Elbit Systems Deutschland GmbH & Co. KG,Aktiva,210353,166174,
Hügler GmbH,Aktiva,1347252,1457631,
INVEHO FWN GmbH,Aktiva,1218336,1317742,
Fastenrath Befestigungstechnik GmbH,AKTIVA,2099462,2933641,
BÖWE-Elektrik GmbH,Unknown Table,868720,761305,
Lochbühler Aufzüge GmbH,Aktiva,16068,35485,
KSO Edelstahlbeizerei GmbH,Aktiva,96632,102066,
Optics Balzers Jena GmbH,Unknown Table,2978928,3282635,
SUEVIA HAIGES GmbH,AKTIVA,2923538,3616781,
Photronics MZD GmbH,Aktiva,1802338,664294,
Carl Semler Schuhfabrik GmbH & Co. KG,Aktiva,327278,425969,
Solidschuhwerk GmbH,Aktiva,11681,13694,
Geberit Keramik GmbH,Aktiva,22141,16236,
B.E.S. Brandenburger,AKTIVA,34348517,36975,
WALTHER Spritz- und Lackiersysteme GmbH,Aktiva,706551,1352273,
Georg Funk Eisengießerei GmbH & Co. KG,Aktiva,835291,883175,
OFS Fitel Deutschland GmbH,Aktiva,976356,1718920,
Armaturenfabrik,Aktiva,4878883,3466,
J.S.T. Deutschland GmbH,Unknown Table,507907,776,
Agria-Werke GmbH,Aktiva,15,15,
Oskar Ketterer Druckgießerei GmbH,Aktiva,2174295,3130665,
AutoGyro GmbH,Aktiva,163028,200257,
Wilhelm Schumacher GmbH,AKTIVSEITE,2500175,3438055,
Web Industries Stade GmbH,Aktiva,3979758,6071418,
Wilke Fahrzeugbau GmbH,Aktiva,1462849,1402373,
SIK-Holzgestaltungs GmbH,Aktiva,445803,415895,
Hofmann GmbH,AKTIVA,71460,166,
Heye International GmbH,Aktiva,1381417,1479184,
Klever Beschichtungstechnik,Aktiva,670390,1027199,
Rädlinger Maschinen- und Stahlbau GmbH,Aktiva,4102633,4437521,
Ziegelwerk Stengel GmbH & Co. KG,Unknown Table,575096,648018,
Flachglas Nord-Ost GmbH,Aktiva,3689629,4330728,
Lehnhoff Hartstahl GmbH,Unknown Table,5770250,6068097,
NEUERO Farm- und Fördertechnik GmbH,Aktiva,27155,10723,
Flintermann Glasveredelungs GmbH,1 Grundlagen des Unternehmens/Geschäftsmodell Die Flintermann Glasveredelungs GmbH ist in der Herste,2163107,2202825,
ENGESER GmbH,Aktiva,2930291,2246457,
HWA AG,AKTIVA,1668182,1400,
Willi Pflitsch,AKTIVA,1456204,1774732,
VIS Verkehrs Industrie Systeme GmbH,"Wir verweisen in diesem Zusammenhang auf unsere Ausführungen im Lagebericht im Kapitel ""Chancen und ",2420310,887275,
Honeywell Aerospace GmbH,Aktiva,931668,1096260,
Bell Equipment (Deutschland) GmbH,Aktiva,1593365,1736732,
Becorit GmbH,Aktiva,5620392,6186,
Northrop Grumman LITEF GmbH,Aktiva,11127023,10480330,
PHILIPP BAZLEN GMBH,Aktiva,301105,374769,
Trasco Bremen GmbH,Aktiva,179541,83037,
Holz-Fehlings Gleistechnik und,AKTIVA,419071,268555,
BC Deutschland GmbH,AKTIVA,622264,802880,
Sternberg GmbH Schraubenfabrik,Aktiva,2051645,2028107,
mako GmbH,Aktiva,17062,17768,
Lück GmbH Co. KG,Unknown Table,815532,725657,
eurolaser GmbH,Aktiva,491132,518448,
Uniflex - Hydraulik GmbH,AKTIVA,261343,289024,
Michael Jäckel,AKTIVA,120582,177694,
ATLAS AIR SERVICE Aktiengesellschaft,Aktiva,30269,38492,
Laserline Gesellschaft für Entwicklung,Aktivseite,2417480,2884816,
MEFA Befestigungs-,Aktiva,109138,125475,
Avionik Straubing,Aktiva,146268,196626,
NITROCHEMIE ASCHAU GMBH,Aktiva TEUR,11261,12140,
PLANSEE Composite Materials GmbH,Aktivseite,4826165,5743086,
Schelchen GmbH,AKTIVA,87092,109146,
RAILONE GmbH,AKTIVA,5479113,5969150,
System Strobel GmbH & Co. KG,Aktiva,418317,386268,
Glas Herzog GmbH,Aktiva,2360568,2521791,
KRANZ-PACKUNGEN Kuhrmeier GmbH,Aktiva,733056,945554,
Oberalp Deutschland GmbH,AKTIVA,1190623,958798,
Hermann Paus Maschinenfabrik GmbH,Aktiva,209224,238507,
Kässbohrer Fahrzeugwerke GmbH,Aktiva,505967,567790,
Sinsheimer Glas-,Aktiva,268831,280835,
HEINR. BÖKER BAUMWERK GMBH SOLINGEN,Aktiva,565412,134363,
Bossard Deutschland GmbH,2.3.2 Finanz- und Vermögenslage,1844,2098,
Karl Wagenaar GmbH & Co. KG,Aktiva,45415,50843,
Alois Kasper GmbH,Unknown Table,6854,8,
Zipper-Technik GmbH,Aktiva,1281084,1020128,
KMW Schweißtechnik GmbH,Aktiva,2816236,3311,
Scheuten Glastechnik Heiden GmbH,AKTIVA,3019570,1940802,
beeline GmbH,AKTIVA,705360,920441,
Graupner/SJ GmbH,Aktiva,1,1,
Aerotech Peissenberg GmbH & Co. KG,Aktiva,840780,2046316,
MTS Schrode AG,Aktiva,2252383,2264671,
Europe Match GmbH,Unknown Table,130811,86814,
Eisengiesserei Baumgarte GmbH,Aktiva,7574785,9920876,
Ziegelwerk Bellenberg,Aktiva,4613548,3331468,
BWH-Spezialkoffer GmbH,Aktiva,136184,124812,
caleoglas Bremen GmbH,Aktiva,1785686,1860462,
Menke-Janzen,AKTIVA,263195,229014,
BOHEMIA-CRISTAL-Handelsgesellschaft mbH,Aktiva,42188,54330,
ASC Armored Specialty Cars GmbH,AKTIVA,13627,18909,
Johannes Giesser,AKTIVSEITE,1072,3729,
Göpfert AG,Aktiva,601691,702000,
KRD Sicherheitstechnik GmbH,Unknown Table,1729620,234550,
Jena-Optronik GmbH,Aktiva,614601,490580,
Lippische Eisenindustrie GmbH,Aktiva,425337,631880,
BÜMAG eG,Aktiva,1056926,1470752,
Franz Schneider GmbH & Co KG,Unknown Table,1965592,1792,
Dynamit Nobel Defence GmbH,Aktiva,4702044,4676882,
Gebr. Märklin & Cie. GmbH,AKTIVA,2206994,2304454,
KSI - Klaus Stahl Industrielackierungen GmbH,Aktiva,360749,380528,
Enders Colsman AG,AKTIVA,664461,852824,
SKF Marine GmbH,Entwicklung des Anlagevermögens vom 01.01.2021 bis 31.12.2021,31152,,
Carthago Reisemobilbau GmbH,Aktiva,97049,148193,
DOLL Fahrzeugbau GmbH,AKTIVA,48891,55,
Brock Kehrtechnik GmbH,Aktiva,644887,716172,
Johnson Health Tech. GmbH,Aktiva,1,1,
Brosche Immobilien GmbH & Co. KG,Aktiva,18053,,
Marburger Lederwaren Knetsch GmbH & Co KG,Auf die Angabe zur Vergütung des Geschäftsführungsorgans gem. § 285 Nr. 9 HGB wird gem. § 286 Abs. 4,50118,47347,
trippen A. Spieth M. Oehler GmbH,Aktiva,77131,101601,
Bernd Richter GmbH,Aktiva,895027,765944,
Vestner Aufzüge GmbH,AKTIVA,4135,9482,
RUAG Ammotec GmbH,Unknown Table,72090380,66074159,
Fahrzeugbau KEMPF GmbH,AKTIVA,587094,644750,
