company name,location,Technische Anlagen Start,Technische Anlagen End,Sachanlagen Start,Sachanlagen End,Start Date,End Date,Note
KELLER HCW GmbH,Ibbenbüren,"483.786,00","695.297,00","3.408.859,87","3.971.777,84",01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/KELLER_HCW_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
PPS Dietle GmbH,Haiterbach,NA,NA,434.884,334,01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/PPS_Dietle_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Joachim Richter Systeme und Maschinen,Konken,NA,NA,"11.175,50","18.250,00",01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/Joachim_Richter_Systeme_und_Maschinen/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Dr. Fritsch Sondermaschinen GmbH,Fellbach,NA,NA,"320.675,00","310.519,00",01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/Dr._Fritsch_Sondermaschinen_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
ACCRETECH (Europe) GmbH,München,"90.553,66","92.623,42","740.404,84","630.413,30",01.04.2021,31.03.2022,bundesanzeiger_local_maschinenbau/ACCRETECH_(Europe)_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.04.2021_bis_zum_31.03.2022
Carrier Transicold Deutschland GmbH,Georgsmarienhütte,NA,NA,"364.825,71","425.136,50",01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/Carrier_Transicold_Deutschland_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Maschinenfabrik H. Schlüter GmbH,Neustadt am Rübenberge,NA,NA,NA,NA,-,-,
ISRA VISION GmbH,Darmstadt,NA,NA,"8.461,04","3.691,84",01.10.2020,30.09.2021,bundesanzeiger_local_maschinenbau/ISRA_VISION_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.10.2020_bis_zum_30.09.2021
Hennecke GmbH,Sankt Augustin,NA,NA,NA,NA,01.01.2019,31.12.2019,bundesanzeiger_local_maschinenbau/Hennecke_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2019_bis_zum_31.12.2019
INKA System GmbH,Heiligenstadt in Oberfranken,NA,NA,NA,NA,-,-,
BBG GmbH & Co. KG,Mindelheim,"6.325.917,49","6.325.917,49","11.541.568,95",11.071,01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/BBG_GmbH_and_Co._KG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
J. Engelsmann AG,Ludwigshafen am Rhein,"20.934,16","23.396,30","3.056.525,66","3.224.941,24",01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/J._Engelsmann_AG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
D + E GmbH,Neuwied,NA,NA,NA,NA,-,-,
HAMUEL Maschinenbau GmbH & Co. KG,Meeder,NA,NA,NA,NA,-,-,
MAKA Systems GmbH,Nersingen,"5.658,67","7.209,00","60.710,55","84.710,04",31.12.2021,31.12.2020,bundesanzeiger_local_maschinenbau/MAKA_Systems_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Huning Maschinenbau GmbH,Melle,"1.940.270,00","2.286.933,00","13.434.663,43","13.952.796,72",01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/Huning_Maschinenbau_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Gebr. Schmid GmbH,Freudenstadt,"1.422.290,22","1.954.375,32","12.919.258,91","14.310.764,98",01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/Gebr._Schmid_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Fooke GmbH,Borken,NA,NA,"10.810.601,51","11.558.849,51",01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/Fooke_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Rögelberg Getriebe GmbH & Co. KG,Meppen,NA,NA,NA,NA,01.01.2019,31.12.2019,bundesanzeiger_local_maschinenbau/Roegelberg_Getriebe_GmbH_and_Co._KG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2019_bis_zum_31.12.2019
Pedax GmbH,Bitburg,NA,NA,NA,NA,01.01.2011,31.12.2011,bundesanzeiger_local_maschinenbau/Pedax_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2011_bis_zum_31.12.2011
Schechtl Maschinenbau GmbH,Edling,"648.898,50","623.424,00","2.251.524,62","1.767.723,62",01.01.2020,31.12.2020,bundesanzeiger_local_maschinenbau/Schechtl_Maschinenbau_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2020_bis_zum_31.12.2020
Salzhausener Maschinenbautechnik,Gödenstorf,"30.241,00","4,00","20.965.139,20",16.928,01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/Salzhausener_Maschinenbautechnik/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Nagel,Nürtingen,"4.308.803,00","5.381.759,00","60.071.683,44","60.813.227,86",31.12.2021,31.12.2021,bundesanzeiger_local_maschinenbau/Nagel/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Buhmann Systeme GmbH,Weiler-Simmerberg,"200.778,00","438.164,00","438.449,26","470.227,00",31.12.2006,31.12.2006,bundesanzeiger_local_maschinenbau/Buhmann_Systeme_GmbH/Jahresabschluss_zum_31.12.2006
Werner Rathmann Maschinenbau GmbH,Ritterhude,NA,NA,"799.646,00","1.044.051,00",01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/Werner_Rathmann_Maschinenbau_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Robert Koch GmbH,Meßstetten,NA,NA,"1.439.195,00","1.729.707,00",01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/Robert_Koch_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Heckmann Maschinenbau,Dörverden,NA,NA,"1.240.844,50","1.245.628,50",01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/Heckmann_Maschinenbau/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
TS Henschel GmbH,Kassel,NA,NA,NA,NA,-,-,
Maschinenbau Scholz GmbH & Co. KG,Coesfeld,"4.356.220,53","4.518.516,06","27.945.509,91","28.475.290,46",30.09.2022,30.09.2021,bundesanzeiger_local_maschinenbau/Maschinenbau_Scholz_GmbH_and_Co._KG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.10.2021_bis_zum_30.09.2022
Korsch Aktiengesellschaft,Berlin,"2.032.020,15",2.831,"74.364.233,46",68.871,01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/Korsch_Aktiengesellschaft/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Bühler GmbH,Beilngries,"5.384.448,27",6.264,"21.062.542,95",23.053,01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/Buehler_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Bühler GmbH,Braunschweig,"5.384.448,27",6.264,"21.062.542,95",23.053,01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/Buehler_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Schnaithmann Maschinenbau GmbH,Remshalden,"449.551,50",421,"2.283.789,00",2.479,31.12.2021,31.12.2020,bundesanzeiger_local_maschinenbau/Schnaithmann_Maschinenbau_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Maschinenbau Wüst GmbH,Ötzingen,NA,NA,"660.677,00","588.167,50",01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/Maschinenbau_Wuest_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
DMA Maschinen- und Anlagenbau,Höxter,NA,NA,NA,NA,01.01.2011,31.12.2011,bundesanzeiger_local_maschinenbau/DMA_Maschinen-_und_Anlagenbau/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2011_bis_zum_31.12.2011
Adolf Müller GmbH u. Co. KG,Scheeßel,"158.310,00","142.041,00","6,00","6,00",01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/Adolf_Mueller_GmbH_u._Co._KG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Hedrich GmbH,Ehringshausen,NA,NA,"24,00","24,00",01.01.2019,31.12.2019,bundesanzeiger_local_maschinenbau/Hedrich_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2019_bis_zum_31.12.2019
Alfa Laval Mid Europe GmbH,Glinde,"38.493,32","57.158,92","192.767,92","526.611,87",01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/Alfa_Laval_Mid_Europe_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Reich GmbH,Mellrichstadt,NA,NA,"20.191.510,72","21.335.242,94",01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/Reich_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Bernhard Upmann,Rheine,"174.862,68","75.509,90","515.012,47","317.099,86",01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/Bernhard_Upmann/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
FGB: Präzisionsmaschinenbau,Zella-Mehlis,NA,NA,"1.013.144,69","1.152.884,69",01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/FGB:_Praezisionsmaschinenbau/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
FONG'S EUROPE GMBH,Michelbach an der Bilz,NA,NA,NA,NA,-,-,
Brother Sewing Machines Europe GmbH,Bad Vilbel,NA,NA,"421.351,78","404.335,67",01.04.2020,31.03.2021,bundesanzeiger_local_maschinenbau/Brother_Sewing_Machines_Europe_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.04.2020_bis_zum_31.03.2021
DMT Demminer Maschinenbau Technik GmbH,Demmin,1,80,"77.657,00","374.707,00",31.12.2021,31.12.2020,bundesanzeiger_local_maschinenbau/DMT_Demminer_Maschinenbau_Technik_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
SEMA Mechanik GmbH & Co. KG,Kirchlengern,NA,NA,"2.785.115,40","2.918.421,40",01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/SEMA_Mechanik_GmbH_and_Co._KG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Edwards GmbH,Feldkirchen,NA,NA,"6.786.067,04",5.646,01.01.2018,31.12.2018,bundesanzeiger_local_maschinenbau/Edwards_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2018_bis_zum_31.12.2018
Rotodecor GmbH,Lage,NA,NA,"0,00","0,00",01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/Rotodecor_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Pharmaplan GmbH,Bad Homburg v. d. Höhe,NA,NA,"7.257.402,22","7.784.502,14",01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/Pharmaplan_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Krallmann GmbH,Hiddenhausen,"22.180,00","35.348,00","65.134,00","78.520,00",01.01.2019,31.12.2019,bundesanzeiger_local_maschinenbau/Krallmann_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2019_bis_zum_31.12.2019
DEBAG Deutsche Backofenbau GmbH,Bautzen,NA,NA,NA,NA,-,-,
Mayer GmbH & Co. KG,Heidenheim an der Brenz,NA,NA,NA,NA,-,-,
Sandvik Holding GmbH,Düsseldorf,NA,NA,"887.641,50","1.013.497,51",01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/Sandvik_Holding_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Haimer GmbH,Igenhausen,"2.572.377,00","2.547.201,00","5.877.027,00","5.481.094,00",01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/Haimer_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Nederman GmbH,Köngen,"3.457,02","0,00",01.01.2019,31.12.2019,01.01.2019,31.12.2019,bundesanzeiger_local_maschinenbau/Nederman_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2019_bis_zum_31.12.2019
Troester GmbH & Co. KG,Hannover,"2.829.056,00","2.621.002,00","5.086.211,00","6.064.945,52",31.12.2012,31.12.2011,bundesanzeiger_local_maschinenbau/Troester_GmbH_and_Co._KG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2012_bis_zum_31.12.2012
PERFECTA,Bautzen,"1.463.995,24","92.304,61","1.588.630,84","1.496.765,44",01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/PERFECTA/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Neugart GmbH,Kippenheim,NA,NA,NA,NA,01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/Neugart_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
SCHMIDT Technology GmbH,St. Georgen im Schwarzwald,"0,00","4.986,00","2.635.016,50","2.767.287,45",01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/SCHMIDT_Technology_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Albert & Hummel GmbH,Bamberg,NA,NA,"200.558,00","297.600,50",01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/Albert_and_Hummel_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Glaston Germany GmbH,Neuhausen (Enzkreis),NA,NA,NA,NA,-,-,
Spatz & Heitmüller GmbH & Co. KG,Bremen,NA,NA,"28.579,02",25,01.01.2011,31.12.2011,bundesanzeiger_local_maschinenbau/Spatz_and_Heitmueller_GmbH_and_Co._KG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2011_bis_zum_31.12.2011
Häcker Automation GmbH,Waltershausen,"228.400,00","851.836,50","2.510.456,65","3.164.862,88",01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/Haecker_Automation_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
EKATO HOLDING GmbH,Freiburg im Breisgau,NA,NA,"22.564.415,70","22.594.392,51",01.04.2021,31.03.2022,bundesanzeiger_local_maschinenbau/EKATO_HOLDING_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.04.2021_bis_zum_31.03.2022
elumatec AG,Mühlacker,"507.883,58",807,"1.891.087,81",1.847,30.06.2022,30.04.2021,bundesanzeiger_local_maschinenbau/elumatec_AG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
ROVEMA GmbH,Fernwald,"1.999.426,00","1.385.350,00","6.843.651,21","4.747.166,41",01.01.2017,31.12.2017,bundesanzeiger_local_maschinenbau/ROVEMA_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2017_bis_zum_31.12.2017
Neue ZWL Zahnradwerk Leipzig GmbH,Leipzig,NA,NA,"255,50","296,50",01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/Neue_ZWL_Zahnradwerk_Leipzig_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
RONO Maschinenbau GmbH,Selmsdorf,"1.095.178,76","1.279.107,76","4.002.849,96","4.129.848,82",01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/RONO_Maschinenbau_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
HEKUMA GmbH,Hallbergmoos,"510.757,00","588.659,00",25.902,26.377,01.01.2021,30.07.2021,bundesanzeiger_local_maschinenbau/HEKUMA_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_30.07.2021
SWF Krantechnik GmbH,Mannheim,NA,NA,NA,NA,01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/SWF_Krantechnik_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
B&B Verpackungstechnik GmbH,Hopsten,"2.038.299,95","353.322,43","1.158.635,00","879.599,00",01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/BandB_Verpackungstechnik_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Christian Pfeiffer,Beckum,"785.581,03","479.048,84","4.062.416,51","3.765.132,00",01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/Christian_Pfeiffer/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
SFA Mechanische Fertigung,Aichstetten,NA,NA,"1.211.103,62","1.179.805,62",01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/SFA_Mechanische_Fertigung/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Sumitomo (SHI) Demag,Schwaig,13.119,11.298,27.222,28.813,01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/Sumitomo_(SHI)_Demag/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Baljer & Zembrod GmbH & Co. KG,Altshausen,"465.667,00","396.203,00","4.055.983,28","3.756.467,28",01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/Baljer_and_Zembrod_GmbH_and_Co._KG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Bihl + Wiedemann GmbH,Mannheim,"384.212,00","255.881,00","3.124.144,39","3.071.192,33",01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/Bihl_+_Wiedemann_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Dürkopp Fördertechnik GmbH,Bielefeld,"1.706.381,00","1.860.172,00","15.720.313,48","9.571.274,55",01.04.2021,31.03.2022,bundesanzeiger_local_maschinenbau/Duerkopp_Foerdertechnik_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.04.2021_bis_zum_31.03.2022
Avermann Maschinenfabrik GmbH & Co. KG,Osnabrück,NA,NA,"21.891,47","25.175,19",31.12.2019,31.12.2018,bundesanzeiger_local_maschinenbau/Avermann_Maschinenfabrik_GmbH_and_Co._KG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2019_bis_zum_31.12.2019
Schwarz Elektromotoren GmbH,Rehau,"2.392.776,66","1.628.472,00","3.030.436,24","2.150.082,00",01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/Schwarz_Elektromotoren_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
THIES GmbH & Co. KG,Coesfeld,NA,NA,NA,NA,-,-,
Bertschinger GmbH & Co. KG,Aldingen,NA,NA,"2.769.931,09","2.403.141,09",01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/Bertschinger_GmbH_and_Co._KG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
FlexLink Systems GmbH,Offenbach am Main,NA,NA,"442.523,72","867.002,70",01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/FlexLink_Systems_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
KTR Systems GmbH,Rheine,"1.777.912,00","1.899,1","4.728.692,80","4.715,0",01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/KTR_Systems_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Heinzmann GmbH & Co. KG,Schönau im Schwarzwald,NA,NA,NA,NA,-,-,
Sander Maschinenbau GmbH & Co. KG,Ibbenbüren,NA,NA,"580.282,00","648.119,00",01.01.2020,31.12.2020,bundesanzeiger_local_maschinenbau/Sander_Maschinenbau_GmbH_and_Co._KG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2020_bis_zum_31.12.2020
HECHT Technologie GmbH,Pfaffenhofen an der Ilm,NA,NA,NA,NA,-,-,
GLAMA Maschinenbau GmbH,Gladbeck,"468.096,00","490.331,50","38.958.933,40","37.125.366,98",01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/GLAMA_Maschinenbau_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Eugen Arnold GmbH.,Filderstadt,"889.966,00","1.024.707,00","1.751.902,22","1.894.682,22",01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/Eugen_Arnold_GmbH./Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Janz Tec AG,Paderborn,NA,NA,"1.003.643,11","880.942,11",01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/Janz_Tec_AG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
VAF Gesellschaft für Verkettungsanlagen,Bopfingen,"2.301.413,81","3.829.185,93","24.817.256,15","28.269.112,80",01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/VAF_Gesellschaft_fuer_Verkettungsanlagen/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
WEKAL Maschinenbau GmbH,St. Egidien,NA,NA,"755.527,85",943,31.12.2021,31.12.2020,bundesanzeiger_local_maschinenbau/WEKAL_Maschinenbau_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
komax Kabelverarbeitungs-,Nürnberg,NA,NA,NA,NA,01.01.2020,31.12.2020,bundesanzeiger_local_maschinenbau/komax_Kabelverarbeitungs-/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2020_bis_zum_31.12.2020
MBM Industrie GmbH,Mühldorf a. Inn,NA,NA,NA,NA,-,-,
Gämmerler GmbH,Geretsried,NA,NA,"52.250,18","65.561,42",01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/Gaemmerler_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
airinotec GmbH,Bayreuth,"79.431,90","89.454,57","1.778.656,27","1.867.091,81",01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/airinotec_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Maschinenfabrik Herkules GmbH & Co. KG,Siegen,NA,NA,"4.274.491,40","17.039.328,38",01.01.2014,31.12.2014,bundesanzeiger_local_maschinenbau/Maschinenfabrik_Herkules_GmbH_and_Co._KG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2014_bis_zum_31.12.2014
Rollon GmbH,Düsseldorf,"380.693,33","408.435,23","997.309,08","1.133.160,35",01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/Rollon_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
WESPA Metallsägenfabrik,Melsungen,"1.490.294,46","1.982.839,99","1.517.984,06","1.988.795,04",01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/WESPA_Metallsaegenfabrik/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Unterschütz Sondermaschinenbau GmbH,Hettstedt,"3.689.300,00","2.764.181,00","4.086.394,00",3.128,01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/Unterschuetz_Sondermaschinenbau_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
AMOVA GmbH,Hilchenbach,NA,NA,NA,NA,-,-,
Engel Deutschland GmbH,Nürnberg,"1.397.129,00","744.894,00","13.650.352,50","13.649.496,50",01.04.2021,31.03.2022,bundesanzeiger_local_maschinenbau/Engel_Deutschland_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.04.2021_bis_zum_31.03.2022
Supfina Grieshaber GmbH & Co. KG,Wolfach,"8.086.351,38","553.238,83","13.228.922,26",12.665,01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/Supfina_Grieshaber_GmbH_and_Co._KG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Franz Kessler GmbH,Bad Buchau,NA,NA,"2,00","2,00",01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/Franz_Kessler_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Bauer Unternehmensgruppe GmbH & Co. KG,Weilheim i.OB,NA,NA,NA,NA,-,-,
Ludwig Schwerdtel GmbH,Karlsfeld,"129.292,50",247,"651.187,92",716,01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/Ludwig_Schwerdtel_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
PLAKOMA GmbH Hütten- und Walzwerktechnik,Nalbach,"398.293,72",533,"593.390,42",796,01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/PLAKOMA_GmbH_Huetten-_und_Walzwerktechnik/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
BBM Maschinenbau und Vertriebs GmbH,Langenberg,"1.181.379,00","301.919,00","4.972.500,43","4.226.514,63",01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/BBM_Maschinenbau_und_Vertriebs_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Hinterkopf GmbH,Eislingen/Fils,NA,NA,NA,NA,-,-,
Robert Bürkle GmbH,Freudenstadt,"215.860,00",243,"6.840.058,02",7.069,01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/Robert_Buerkle_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
GoGaS Goch GmbH & Co. KG,Dortmund,"74.459,00","34.880,00","704.895,25","687.011,10",01.10.2019,30.09.2020,bundesanzeiger_local_maschinenbau/GoGaS_Goch_GmbH_and_Co._KG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.10.2019_bis_zum_30.09.2020
Günther Maschinenbau GmbH,Eppertshausen,"17.554,00","49.374,00","677.137,67","197.358,67",01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/Guenther_Maschinenbau_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
