Company name,Company Url,Lohnfertigung(True/False),Produkte_1,Produkte_2,Produkte_3,Maschinen_1,Maschinen_2,Maschinen_3,Prozess_1,Prozess_2,Prozess_3,Ort,technische Anlagen und Maschinen 2021/22,Maschinen_Park_Size,Maschinen_Park_var,hours_of_saving
ROVEMA GmbH,https://www.rovema.com,False,Dienstleistungen,Verpackungslösungen,Verpackungsmaschinen,Endverpackungsmaschinen,Kartoniermaschinen,Schlauchbeutelmaschinen,Generalüberholungen,Maschinenmodernisierungen,Verpackungsprozesse,Fernwald,1999426.0,80-120,80,30000
vision-tec gmbh,https://www.vision-tec.de,False,Ausleitsysteme,Flaschenkontrollen,Kastenkontrollen,,,,,,,Kassel,228043.0,No Match,,
BMS Maschinenfabrik GmbH,https://www.bms-maschinenfabrik.de/de/,False,Packer,Palettierer,Transporteure,,,,,,,Pfatter,180638.0,No Match,,
KALTENBACH GmbH + Co. KG,https://www.kaltenbach.com/de/,False,Ausklinkroboter,Bandsägen,Blechbearbeitungen,Bohren,Fräsen,Lackieren,Bohren,Fräsen,Lackieren,Lörrach,101595.0,No Match,,
VENTAPP GmbH,https://www.ventapp.de/de/,True,Apparatebauten / Blechfertigungen,Industrieklappen,Ventilatoren,Kantenbiegemaschinen,Lasermaschinen,Schweißmaschinen,Kantenbiegen,Laserschneiden,Schweißen,Kempen,397352.0,10-15,10,3750
HEESS GmbH & Co KG,https://www.heess.com,True,Automatisierungskomponenten,Härtemaschinen,Reinigungsanlagen,Erodiermaschinen,Fräsmaschinen,Laserschneidmaschinen,Erodieren,Fräsen,Laserschneiden,Lampertheim,86790.0,No Match,,
Zeulenroda Presstechnik GmbH,https://www.zeulenroda-presstechnik.de,True,Hydraulische Pressen,Mechanische Pressen,Spezial-Pressensysteme,Erodiermaschinen,Fräsmaschinen,Stanzmaschinen,Biegen,Prägungen,Schnitte,Zeulenroda-Triebes,1300555.0,40-60,40,15000
Grün GmbH Spezialmaschinenfabrik,https://gruen-gmbh.de/de/,False,Absturzsicherungssysteme,Dachgeräte,Straßenbaumaschinen,,,,,,,Wilnsdorf,162018.0,No Match,,
BEKO TECHNOLOGIES GMBH,https://www.beko-technologies.com/de/,False,Druckluftfilter,Drucklufttrockner,Kondensattechniken,,,,,,,Neuss,691369.0,10-15,10,3750
Karl Heesemann Maschinenfabrik,https://www.heesemann.de,False,Schleifmaschinen für Holz,Schleifmaschinen für Metall,Schleifmaschinen für andere Werkstoffe,Erodiermaschinen,Fräsmaschinen,Schleifmaschinen,Erodieren,Fräsen,Schleifen,Bad Oeynhausen,140668.0,No Match,,
Engel Deutschland GmbH,https://www.engelglobal.com/de/,True,Automationen,Digitale Lösungen,Spritzgießmaschinen,,,,,,,Nürnberg,1397129.0,15-20,15,5625
KASTO Maschinenbau GmbH & Co. KG,https://www.kasto.com/de/,False,Lager,Mehre,Sägen,,,,,,,Achern,881433.0,15-20,15,5625
Manroland Sheetfed GmbH,http://www.manrolandsheetfed.com,False,Druckmaschinen,Drucksysteme,Verbrauchsmaterialien,,,,,,,Offenbach am Main,6612454.0,200-350,200,75000
HIGHYAG Lasertechnologie GmbH,https://ii-vi.com,False,Lasersysteme,Netzwerkkomponenten,Optiken,,,,,,,Kleinmachnow,644272.0,10-15,10,3750
Dorst Technologies GmbH & Co. KG,https://www.dorst-technologies.com/de/,False,Axiale Pulverpressen,Isostatische Pulverpressen,Kalibrierpressen,,,,,,,Kochel am See,1932378.0,80-120,80,30000
Gebrüder Lödige Maschinenbau GmbH,https://www.loedige.de,False,Granuliersysteme,Mischsysteme,Trocknungssysteme,Granulierer,Mischer,Trockner,Granulierungen,Mischungen,Trocknungen,Paderborn,2495263.0,80-120,80,30000
NABERTHERM GmbH,https://nabertherm.com,False,Dentalöfen,Industrielle Öfen,Kunststofföfen,,,,,,,Lilienthal,1046252.0,21-40,21,7875
Laempe Mössner Sinto GmbH,https://www.laempe.com,False,3D-Drucker,Kernschießmaschinen,Mischer,,,,,,,Barleben,1793218.0,60-80,60,22500
Rodriguez GmbH,https://www.rodriguez.de,False,Lineartechniken,Präzisionslager,kundenspezifische Lösungen,,,,,,,Eschweiler,383368.0,10-15,10,3750
Rollon GmbH,https://www.rollon.com,False,Bogenführungen,Linearführungen,Teleskopschienen,,,,,,,Düsseldorf,408435.0,10-15,10,3750
TLT-Turbo GmbH,https://www.tlt-turbo.com/de/,False,Mechanische Brüdenverdichtungen,Optimierungen & Wartungen,Services & Supports,,,,,,,Zweibrücken,1076374.0,21-40,21,7875
DIENST Packsystems GmbH,https://www.dienst-packsystems.de,False,Horizontale Kartonierer,Top Loads,Vertikale Kartonierer,,,,,,,Hofheim am Taunus,28540.0,No Match,,
sera GmbH,https://www.sera-web.com,False,Dosiersysteme,Pumpentechnologien,Wasserstofftechnologien,,,,,,,Immenhausen,1764721.0,60-80,60,22500
WEBER Schraubautomaten GmbH,https://www.weber-online.com,False,Handschrauber,Stationärschrauber,Steuerungstechniken,,,,,,,Wolfratshausen,1335955.0,40-60,40,15000
HEGENSCHEIDT-MFD GmbH,https://www.hegenscheidt-mfd.com,False,Komplettlösungen,Maschinen zur Radsatzbearbeitung,Walzmaschinen,Drehmaschinen,Fräsmaschinen,Schleifmaschinen,Metallbearbeitungen,Montagen,Oberflächenbehandlungen,Erkelenz,1662309.0,No Match,,
ab-Apparatebau Berghaus GmbH,https://www.ab-berghaus.de,True,Blechverarbeitungen,Laserschneidungen,Stanzen,Kantmaschinen,Laserschneidmaschinen,Roboter-Schweißmaschinen,Hochpräzise Messungen,Kanten,Manuelle Schweißverfahren,Sulzbach/Saar,55530.0,No Match,,
Schmalenberger GmbH + Co. KG,https://schmalenberger.de,False,Kreiselpumpen,Pumpen für Oberflächentechnik und Reinigungsanlagen,Pumpen für Werkzeugmaschinen,,,,,,,Tübingen,126902.0,No Match,,
HURCO GmbH Werkzeugmaschinen,https://www.hurco.de,False,CNC-Bearbeitungszentren,CNC-Drehmaschinen,CNC-Steuerungen,Bearbeitungszentren,Drehmaschinen,Fräsmaschinen,Automatisierungen,Drehen,Fräsen,Pliening,72241.0,No Match,,
Troester GmbH & Co. KG,https://www.troester.de,False,Gummiprodukte,Kabelprodukte,Verbindungskomponenten,,,,,,,Hannover,2829056.0,120-200,120,45000
SOMAtic GmbH,https://www.somatic-gmbh.de,False,Montagevollautomaten,Teilautomaten mit Handbestückung bzw. Handentnahme,komplexe Gesamtanlagen aus verketteten Montagevollautomaten,,,,,,,Harth-Pöllnitz,255277.0,No Match,,
Schmid GmbH Maschinenbau,https://www.schmid-maschinen.de,False,Bearbeitungszentren,Flexible Fertigungssysteme,Sonder-Werkzeugmaschinen,,,,,,,Biberach an der Riß,21048.0,No Match,,
Kordel Antriebstechnik GmbH,https://www.kordel.de,False,Antriebstechnologien,Getriebesysteme,Getriebetechnologien,,,,,,,Dülmen,3714164.0,120-200,120,45000
Pfaff-silberblau,https://www.pfaff-silberblau.com,False,Antriebskomponenten,Elektroseilwinden,Hubtische,,,,,,,Kissing,544242.0,10-15,10,3750
Actemium conntronic GmbH,https://www.welding.actemium.de,True,Anlagen,Dienstleistungen,Schweißmaschinen,Kondensatorentladungs-Schweißmaschinen,Laserschweißmaschinen,Lichtbogenschweißmaschinen,Kondensatorentladungs-Schweißverfahren,Laserschweißverfahren,Lichtbogenschweißverfahren,Augsburg,537345.0,10-15,10,3750
Wolfgang Preinfalk GmbH,https://www.pwhueber.de/de/,True,Getriebebauten,Komponenten,Lohnfertigungen,Bohr- und Fräsmaschinen,Drehmaschinen,Messmaschinen,Bohrungen,Drehungen,Messungen,St. Ingbert,5281209.0,200-350,200,75000
SEMPUCO Werkzeugmaschinenfabrik GmbH,https://www.sempuco.com,False,Baugruppen,Fräsköpfe,Rundtische,,,,,,,Greiz,1693876.0,60-80,60,22500
Josef Meissner GmbH & Co. KG,https://www.josefmeissner.com/de/,False,Anlagen & Verfahren,Dienstleistungen,Referenzen,,,,Beschaffungen,Engineerings,Forschungen & Entwicklungen,Köln,157712.0,No Match,,
Gebr. Eickhoff Maschinenfabrik,https://www.eickhoff-bochum.de,False,Fördermaschinen,Getriebe,Maschinen für die Rohstoffgewinnung,Erodiermaschinen,Fräsmaschinen,Gießmaschinen,Gießereitechniken,Kunststoffverarbeitungen,Metallbearbeitungen,Bochum,246668.0,No Match,,
Wilhelm Bahmüller,https://www.bahmueller.de/de/,True,Präzisionsschleifmaschinen,Präzisionswerkzeuge,Wellpappenverarbeitungsanlagen,Automatisierungssysteme,Fräsmaschinen,Schleifmaschinen,Automatisierungen,Präzisionsschleifen,Wellpappenverarbeitungen,Plüderhausen,163220.0,No Match,,
Heinrich Georg GmbH Maschinenfabrik,https://www.georg.com/de/,False,Bearbeitungszentren,Coilverarbeitungsmaschinen,Walzenschleifmaschinen,,,,Bearbeitungen,Coilverarbeitungen,Walzenschleifen,Kreuztal,7387116.0,200-350,200,75000
DGS Diesel- und Getriebeservice GmbH,https://www.dgs-mainz.de/de/,False,Automatik-Getriebe,Dieselmotoren,Elektromotoren,,,,,,,Mainz,181274.0,No Match,,
HOLZER GmbH,https://holzer-gmbh.com,True,Auffang-Systeme,Montage- und Prüfautomation,Montage- und Prüfdienstleistungen,,,,,,,Herbrechtingen,189057.0,No Match,,
Westphal Präzisionstechnik GmbH & Co. KG,https://www.westphal-mechanik.de,True,Montagelinien,Rundschalttische,Zuführsysteme,Bearbeitungszentren,CNC-Dreh- und CNC-Fräsmaschinen,Draht- und Senkerodiermaschinen,Fräsen,Rollieren,Schweißen,Celle,734180.0,15-20,15,5625
HOMAG Bohrsysteme GmbH,https://www.homag.com,False,Dienstleistungen,Maschinen,Software,Automatisierungssysteme,Bohr- und Fräsmaschinen,CNC-Bearbeitungszentren,Automatisierungen,Bohr- und Fräsbearbeitungen,CNC-Bearbeitungen,Herzebrock-Clarholz,969474.0,21-40,21,7875
Werner Lieb GmbH & Co. KG,https://www.werner-lieb.de,False,Halbleiter,Hochleistungselektroniken,Vollintegrierte Systeme,,,,,,,Rödental,499052.0,10-15,10,3750
Nordson BKG GmbH,https://www.nordson.com/en/,False,Adhäsive Dispensiersysteme,Fluid Dispensiersysteme,Präzisionsmesssysteme,,,,,,,Münster,2264260.0,No Match,,
Sielaff GmbH & Co. KG,https://sielaff.de,False,Rücknahmesysteme,Serviceleistungen,Vending-Linien,,,,,,,Herrieden,3527480.0,120-200,120,45000
ECONO-PAK GmbH,https://econopak.eu,False,Aufrichter,Kartonierer,Verschließer,,,,,,,Flonheim,473145.0,10-15,10,3750
Horstkemper Maschinenbau GmbH,https://www.horstkemper.de,False,Lager- und Materialflusssysteme,Pressenautomationen,Sondermaschinenbauten,,,,,,,Rietberg,1851260.0,80-120,80,30000
PERFECTA,https://www.perfecta.de/de/,False,Beladungen,Schnitte,Schüttelungen,,,,,,,Bautzen,460754.0,10-15,10,3750
ystral gmbh,https://ystral.com/en/,False,Disperser,Inline-Disperser,Mixer,,,,,,,Ballrechten-Dottingen,1319040.0,40-60,40,15000
H. F. Meyer Maschinenbau GmbH & Co. KG,https://www.hfmeyer.de,False,Dosentechniken,Filtrationen,Sondermaschinenbauten,Erodiermaschinen,Fräsmaschinen,Lackieranlagen,Kunststoffverarbeitungen,Metallbearbeitungen,Oberflächenbehandlungen,Neustadt in Holstein,80486.0,No Match,,
OLBRICH GmbH,https://www.olbrich.com,False,Technologische Lösungen für die Bodenbelagsindustrien,Technologische Lösungen für die Wandbekleidungsindustrien,Technologische Lösungen für die technischen Textilindustrien,,,,Antriebstechniken,Beschichtungen,Drucken und Lackieren,Bocholt,1848583.0,80-120,80,30000
SCHUKO H. Schulte-Südhoff GmbH,https://www.schuko.de/de/,False,Absaugtechniken,Entsorgungstechniken,Oberflächentechniken,,,,,,,Bad Laer,958567.0,21-40,21,7875
Motan GmbH,https://www.motan-group.com,False,Dosiersysteme,Material Handling Systeme,Mischsysteme,,,,,,,Friedrichsdorf,127608.0,No Match,,
SCHNEIDER GmbH & Co. KG,https://www.schneider-om.com,False,Ophthalmische Maschinen,Präzisionsoptikmaschinen,Ultra-Präzisionsoptikmaschinen,Poliermaschinen,Schleifmaschinen,Zentriermaschinen,Polieren,Schleifen,Zentrieren,Fronhausen,1587645.0,60-80,60,22500
airinotec GmbH,https://www.airinotec.com,False,Hygiene-Klimalösungen,Klima- und Lüftungsanlagen,Prozesslufttechniken & Wärmerückgewinnungen,,,,,,,Bayreuth,89454.0,No Match,,
Weisstaler Bödenpresswerke GmbH,https://weisstaler.de/de/,False,Böden,Ovale Verschlüsse für Druckbehälter,Sonderpressteile,Bördelmaschinen,Kümpelmaschinen,Pressmaschinen,Bördel,Kümpel,Pressen,Burbach,1755498.0,No Match,,
H.I.T. Maschinenbau GmbH + Co. KG,https://hit-maschinenbau.de,False,Hobeltechniken,Leimholztechniken,Sägetechniken,Hobelmaschinen,Leimpressen,Sägemaschinen,Hobel,Leime,Sägen,Ettringen,456100.0,10-15,10,3750
Wöhr Autoparksysteme GmbH,https://woehr.de/de/,False,Combilifte,Parklifte,Parksysteme,,,,,,,Friolzheim,1071305.0,10-15,10,3750
ROTA Verpackungstechnik GmbH & Co. KG,https://www.rota.de,False,Etikettiermaschinen,Füll- und Verschließmaschinen,Kleinchargenmaschinen,,,,,,,Wehr,184693.0,No Match,,
Pfister Waagen Bilanciai GmbH,https://www.pfister-waagen.de,False,Gleisfahrzeugwaagen,Plattformwaagen,Straßenfahrzeugwaagen,,,,,,,Affing,77130.0,No Match,,
FPS Werkzeugmaschinen GmbH,https://www.fpsgermany.com,False,Generalüberholte Maschinen,Neumaschinen,Zubehör,Bohrmaschinen,Fräsmaschinen,,Montagen,Zerspanungen,,Warngau,147642.0,No Match,,
Ferdinand Henneken GmbH,https://henneken-tumbler.de,False,Injektoren,Lakemischer,Tumbler,,,,,,,Bad Wünnenberg,535086.0,10-15,10,3750
KABATEC GmbH & Co. KG,https://www.kabatec.com,False,Zubehör,automatisierte Plattformen für Datenleitungen,automatisierte Plattformen für Hochvoltleitungen,,,,,,,Burghaun,589938.0,10-15,10,3750
Nikon Precision Europe GmbH,https://www.nikonprecision.com,False,Deep UV,Immersion and Multiple Patterning,i-Line,,,,,,,Langen (Hessen),48761.0,No Match,,
Rationator Maschinenbau GmbH,https://www.rationator.de,False,Abfüllungen,Aufstellungen,Verschlüsse,,,,,,,Hillesheim,236395.0,No Match,,
Vulkan Technic GmbH,https://vulkantechnic.de,False,Semiautomatische Applikationen,Vollautomatische Klebebandapplikationen,Vollautomatische Schaumband-Applikationen,,,,,,,Wiesbaum,163867.0,No Match,,
KARL MAYER Technische Textilien GmbH,https://www.karlmayer.com/de/,False,Kettvorbereitungsanlagen,Technische Textilien,Wirkmaschinen,,,,,,,Chemnitz,291335.0,No Match,,
Vollmer Werke Maschinenfabrik GmbH,https://www.vollmer-group.com/de/,False,Erodiermaschinen,Lasermaschinen,Schleifmaschinen,,,,,,,Biberach an der Riß,972181.0,21-40,21,7875
Aumann Limbach-Oberfrohna GmbH,https://www.aumann.com,True,Branchenlösungen,Spezialmaschinen,automatisierte Fertigungslinien,Drahtbearbeitungsmaschinen,Messsysteme,Montage- und Handhabungstechnik,Automationen,Drahtherstellungen,Kontaktieren,Limbach-Oberfrohna,805145.0,15-20,15,5625
Mosca GmbH,https://www.mosca.com,False,Stretch Wrapping Maschinen,Umreifungsbänder,Umreifungsmaschinen,,,,,,,Waldbrunn,1349282.0,No Match,,
Kurt Breuning IRCO-Maschinenbau GmbH,https://www.breuning-irco.de,False,Stangenlademagazine für kurze Werkstoffstangen,Stangenlademagazine für lange Werkstoffstangen,Werkstücke automatisch beladen,,,,,,,Steinenbronn,404451.0,10-15,10,3750
J.G. Weisser Söhne GmbH & Co. KG,https://www.weisser-web.com,True,Drehmaschinen,Fräsmaschinen,Schleifmaschinen,,,,Rotationsdrehen,Universalbearbeitungen,Unrunddrehen,St. Georgen im Schwarzwald,104350.0,No Match,,
KLINGER SCHÖNEBERG GmbH,https://www.klinger-schoeneberg.de/de/,False,Industriearmaturen,Kugelhähne,Ventile,,,,,,,Graben-Neudorf,658015.0,10-15,10,3750
Maschinenfabrik Lauffer GmbH & Co KG,https://lauffer.de,False,Formtechnologien,Laminiersysteme,Pulvertechnologien,,,,,,,Horb am Neckar,388445.0,10-15,10,3750
KTR Systems GmbH,https://www.ktr.com/de/,False,Bremsen,Hydraulik-Komponenten,Kupplungen,,,,,,,Rheine,1777912.0,No Match,,
Grunwald GmbH,https://www.grunwald-wangen.de,False,Becherfüller,Eimerfüller,Sonstige Maschinenlösungen,,,,,,,Wangen im Allgäu,642715.0,10-15,10,3750
WF-Maschinenbau und Blechformtechnik,https://wf-maschinenbau.com/de/,True,Antriebsstränge,Komponenten für E-Antriebe,Metalldruckmaschinen,Drückmaschinen,Nabenanformmaschinen,Profiliermaschinen,Drückwalzen,Metalldrücke,Metallverarbeitungen,Sendenhorst,1224596.0,No Match,,
telerob Gesellschaft für Fernhantierungstechnik mbH,https://www.telerob.com/de/,False,Taktische Raketensysteme,Unbemannte Bodenfahrzeuge,Unbemannte Luftfahrzeuge,,,,,,,Ostfildern,37875.0,No Match,,
Dana Motion Systems Deutschland GmbH,https://www.piv-extruderdrives.com,False,Doppelschrauben-Extruderantriebe,Einzelschrauben-Extruderantriebe,Rack-and-Pinion-Antriebe für Spritzgießmaschinen,,,,,,,Bad Homburg v. d. Höhe,3019531.0,120-200,120,45000
Richard Stihler GmbH,https://www.stihler-apparatebau.de,False,Kolonnen,Rührbehälter,Wärmetauscher,,,,,,,Lahr/Schwarzwald,263880.0,No Match,,
Karl Marbach GmbH & Co. KG,https://www.marbach.com,True,Maschinen und Ausrüstungen,Stanzwerkzeuge,Thermoformwerkzeuge,Stanzmaschinen,Thermoformmaschinen,Verpackungsmaschinen,Stanzen,Thermoformen,Verpackungsproduktionen,Heilbronn,1061147.0,No Match,,
HEINRICH WAGNER SINTO Maschinenfabrik GmbH,https://www.wagner-sinto.de/de/,False,Kastengebundene Formmaschinen,Kastenlose Formmaschinen und -anlagen,Vakuum-Prozess Formmaschinen und -anlagen,,,,,,,Bad Laasphe,2136526.0,80-120,80,30000
GEISS AG,https://www.geiss-ttt.com,False,Automationslösungen,CNC-Bearbeitungszentren,Thermoformanlagen,,,,CNC-Bearbeitungen,Thermoformen,,Seßlach,4889059.0,120-200,120,45000
ACCRETECH (Europe) GmbH,https://www.accretech.eu/de/,False,Formmessgeräte,Oberflächenmessgeräte,Prozesssteuerungslösungen,Drehmaschinen,Fräsmaschinen,Schleifmaschinen,Drehen,Fräsen,Schleifen,München,92623.0,No Match,,
Mohrbach Verpackungsmaschinen GmbH,https://mohrbach.com,False,Kartonaufrichter,Kartonverdeckler,Kartonverschließer,,,,,,,Höhfröschen,468489.0,10-15,10,3750
Lock Antriebstechnik GmbH,https://www.lockdrives.com,False,Antriebstechniken für den Gewächshausbau,Antriebstechniken für den Stallbau,Elektroantriebe und mechatronische Endschalter,,,,,,,Ertingen,3414996.0,120-200,120,45000
Syntegon Technology GmbH,https://www.syntegon.com/de/,False,Montagelösungen für Medizinprodukte,Prozesstechnikmaschinen,Verpackungsmaschinen,Montagemaschinen,Prozesstechnikmaschinen,Verpackungsmaschinen,Montagen,Prozesstechniken,Verpackungen,Königsbrunn,233133.0,No Match,,
WESPA Metallsägenfabrik,https://www.wespa-simonds.de,False,Bi-Metallbandsägen,Hartmetallbandsägen,Sägebänder,,,,,,,Melsungen,1982839.0,80-120,80,30000
EnviroFALK GmbH,https://www.envirofalk.com/de/,False,Ionenaustauscher,Reinstwasseranlagen,Wasseraufbereitungsanlagen,,,,,,,Westerburg,110185.0,No Match,,
AKE - Systemtechnik GmbH,https://www.ake-systemtechnik.com/de/,False,BatteriefertigungsPrüfsysteme,Fördertechniken,Roboter- und Sonderanlagen,,,,,,,Reinsdorf,713756.0,15-20,15,5625
Garant Maschinenhandel GmbH,https://www.garant-maschinen.de/de/,False,E-Commerce-Versandtaschen,Papiertragetaschen,Papiertüten,,,,,,,Lengerich,62586.0,No Match,,
Piller Blowers & Compressors GmbH,https://www.piller.de,False,Bläser,Kompressoren,industrielle Wärmepumpen,,,,,,,Moringen,2448795.0,No Match,,
A. Monforts Textilmaschinen GmbH & Co. KG,https://www.monforts.de,False,Färbeanlagen,Krumpfanlagen,Maschinen & Anlagen,,,,,,,Mönchengladbach,80986.0,No Match,,
FAWEMA GmbH,https://fawema.com,False,Gebrauchte Maschinen,Lösungen für Schüttgüter,Verpackungsmaschinen,,,,,,,Engelskirchen,74274.0,No Match,,
Koch Pac-Systeme GmbH,https://koch-pac-systeme.com,False,Blistermaschinen,Kartonverpackungsmaschinen,Verpackungslinien,,,,,,,Pfalzgrafenweiler,2999816.0,120-200,120,45000
seepex GmbH,https://www.seepex.com,False,Digitale Lösungen,Pumpen,Pumpsysteme,,,,,,,Bottrop,3528813.0,120-200,120,45000
MBK Maschinenbau GmbH,https://www.mbk-kisslegg.de,False,Drahtrichtanlagen,Gitterträgerschweißmaschinen,Mattenschweißmaschinen,,,,,,,Kißlegg,815502.0,15-20,15,5625
AXA Entwicklungs- und Maschinenbau GmbH,https://www.axa-maschinenbau.de,False,Fahrständer-Bearbeitungszentren,Original-Komponenten,Portal-Bearbeitungszentren,,,,,,,Schöppingen,4513644.0,120-200,120,45000
SVQ GmbH,https://www.global-retool-group.com/de/,True,Montagesysteme,Retrofit- und Retool-Lösungen,Schweißmaschinen,,,,Montageprozesse,Retrofit-Prozesse,Schweißprozesse,Lebach,1368957.0,21-40,21,7875
Waldrich Siegen,https://www.waldrichsiegen.de,False,Drehfräsmaschinen,Horizontaldrehmaschinen,Portalfräsmaschinen,,,,,,,Siegen,7703058.0,200-350,200,75000
Amandus Kahl GmbH & Co. KG,https://www.akahl.com/de/,False,Biomasseanlagen,Futtermittelanlagen,Pelletpressen,Bandkühler/Bandtrockner,Batch FB - Wirbelschichtanlagen für die Chargenverarbeitung,Brechwalzenstühle,Agglomerationen,Coatings,Dosierungen,Reinbek,238020.0,No Match,,
Profiroll Technologies GmbH,https://www.profiroll.de,False,Profil- und Gewindewalzmaschinen,Ringwalzmaschinen,Verzahnungswalzmaschinen,,,,Gewindewalzen,Profilwalzen,Ringwalzen,Bad Düben,4001666.0,120-200,120,45000
BOMA Maschinenbau GmbH,https://boma.de,True,Metallbauten,Oberflächenbehandlungen,Zerspanungen,Bearbeitungszentren,CNC-Drehmaschinen,CNC-Fräsmaschinen,Lackieren,Montagen,Qualitätskontrollen,Borken,3385820.0,120-200,120,45000
MIWE Michael Wenz GmbH,https://www.miwe.de,False,Backöfen,Beschickungs- und Transportsysteme,Bäckereikältetechniken,,,,,,,Arnstein,1980265.0,80-120,80,30000
Klingelnberg GmbH,https://klingelnberg.com,False,Fasenradmaschinen,Präzisionsmesszentren,zylindrische Zahnradmaschinen,Fräsmaschinen,Messmaschinen,Schleifmaschinen,Fräsen,Messen,Schleifen,Hückeswagen,8469042.0,200-350,200,75000
HELD Technologie GmbH,https://www.held-tech.de,False,HELD Doppelbandpressen,Stahlbänder,Technologieparks,,,,,,,Trossingen,2409814.0,80-120,80,30000
Masa GmbH,http://www.masa-group.com/de/,False,Betonsteinfertigungsanlagen,Kalksandsteinfertigungsanlagen,Porenbetonfertigungsanlagen,Anlagensteuerungssysteme,Betonmischer,Betonsteinfertigungsmaschinen,Betonsteinfertigungen,Bordsteinfertigungen,Kalksandsteinfertigungen,Andernach,1289220.0,40-60,40,15000
Ulmer Werkzeugschleiftechnik GmbH & Co. KG,https://werkzeugschleifen.de,False,Endenbearbeitungsmaschinen,Rundschleifmaschinen,Werkzeugschleifmaschinen,,,,Endenbearbeitungen,Geometrie-/Werkzeugschleifen,Kontur-/Rundschleifen,Ulm,1460023.0,40-60,40,15000
Korsch Aktiengesellschaft,https://www.korsch.com/de/,False,Lösungen,Produktfinder,Tablettiermaschinen,,,,,,,Berlin,2032020.0,No Match,,
Presstec Pressentechnologie GmbH,https://www.presstec.com,True,Pressenbauteile,Pressenmodernisierungen,Pressenreparaturen & -überholungen,,,,Elektrotechnische Anlagenentwicklungen,Mechanische Teilefertigungen,Montagen,Kehl,254464.0,No Match,,
Schöpstal Maschinenbau GmbH,https://www.schoepstal-maschinenbau.de,True,Edelstahlbaugruppen,Hochwertige Fassaden,Maschinen & Anlagen,CNC-Fräsmaschinen,Laserschneidmaschinen,Schweißmaschinen,Mechanische Bearbeitungen,Schweißtechniken,Zuschnitte & Umformungen,Markersdorf,2889507.0,120-200,120,45000
Industrieofen- und Anlagenbau GmbH,https://www.industrieofen-und-anlagenbau.de,False,Ersatzteile für Wärmebehandlungsanlagen,einzelne Industrieöfen,voll automatisierte Wärmebehandlungsanlagen,,,,,,,Bad Königshofen im Grabfeld,445684.0,10-15,10,3750
WAFIOS Umformtechnik GmbH,https://www.wafios-umformtechnik.de,False,Dienstleistungen,Maschinen,Werkzeuge,Gewindeschneidautomaten,Gewindewalzmaschinen,Kaltumformer,Gewindeschneidungen,Gewindewalzungen,Kaltumformungen,Wuppertal,65238.0,No Match,,
Erwin Quarder Systemtechnik GmbH,https://www.quarder.de,False,Hochspannungsmechatroniken,Kunststoff-Hybridbauteile,Sensorintegrationen,,,,,,,Espelkamp,8524474.0,200-350,200,75000
J. Schmalz GmbH,https://www.schmalz.com/de/,False,Vakuum-Greifsysteme,Vakuum-Komponenten,Vakuum-Spanntechniken,,,,,,,Glatten,3126074.0,120-200,120,45000
Höchsmann GmbH,https://www.hoechsmann.com,False,Auktionen,Bewertungen,Gebrauchtmaschinen,,,,,,,Klipphausen,220571.0,No Match,,
HDG - Verpackungsmaschinen GmbH,https://hdg-packaging.com,False,Beutel,Verpackungslösungen,Verpackungsmaschinen,,,,,,,Lindlar,301125.0,10-15,10,3750
Heiber und Schröder Maschinenbau GmbH,https://heiber-schroeder.com/de/,False,Fenstereinklebemaschinen,Kartonaufrichtemaschinen,Verpackungen,,,,,,,Erkrath,109992.0,No Match,,
Salzhausener Maschinenbautechnik,https://www.salmatec.de/de/,False,Konditioneure,Pelletierpressen,Thermische Behandlungsanlagen,,,,,,,Gödenstorf,30241.0,No Match,,
PRESTO GmbH & Co. KG,https://www.presto.eu/de/,False,Abfallentsorgungsanlagen,Entwässerungstechniken,Gebrauchtmaschinen,,,,,,,Bad Laer,364320.0,10-15,10,3750
Wilhelm Severt Maschinenbau GmbH,http://www.severt.de,True,Roboter-Komplettlösungen,Roboterperipherien,Werkstück-Positionierer,Erodiermaschinen,Fräsmaschinen,Schweißmaschinen,Brennschneiden,Handschweißen,Mechanische Bearbeitungen,Vreden,4424055.0,120-200,120,45000
Bock Maschinenbau GmbH,https://www.bock-gmbh.com,True,Schwerkonstruktionen,Spezialmaschinen,Stahlbauten,Abkantpressen und Scheren,Biegemaschinen,Drehzentren,Lackierungen,Maschinenbauten,Metallbearbeitungen,Lorch,2757703.0,120-200,120,45000
NIMAK GmbH,https://www.nimak.de/de/,True,Handschweißzangen,Roboterschweißzangen,Schweißmaschinen,Erodiermaschinen,Fräsmaschinen,Lötmaschinen,Automatisierungen,Klebstoffaufträge,Widerstandsschweißens,Wissen,1242862.0,10-15,10,3750
Vollenda-Werk GmbH,http://www.vollenda.de,False,Füllsysteme für Pulverlack für Kartons,Füllsysteme für Schüttgüter und Flüssigkeiten,kombinierte Abfüllsysteme und bewegliche Maschinen für Pulverlack,,,,,,,Geltendorf OT Kaltenberg,263112.0,No Match,,
